39,17,41,50,53,50,33,31,67,52,33,75,55,30,25,44,44,66,32,52,49,51,21,60,25,64,49,24,56,71,40,62,69,33,0,44,49,30,23,59,8,29,22,21,31,73,51,41,54,75,26,39,50,42,40,34,39,36,49,17,63,24,42,25,36,68,38,56,45,51,54,25,61,24,35,43,15,38,47,51,47,32,27,22,28,47,44,33,43,35,24,41,31,41
80,29,19,45,64,6,49,20,57,15,30,37,79,74,67,1,11,61,54,21,61,57,23,58,58,43,45,51,76,30,76,22,36,19,44,0,5,59,65,25,49,31,35,55,20,57,89,9,62,62,58,50,6,46,31,17,72,32,73,51,29,40,9,19,68,34,24,15,44,88,15,19,18,68,47,51,29,54,75,65,25,37,53,57,46,40,26,11,22,60,64,70,41,64
86,34,21,48,67,1,53,24,57,13,34,34,84,80,72,4,12,62,58,19,65,59,29,59,63,42,47,55,81,27,81,19,34,23,49,5,0,64,71,22,54,35,40,60,25,56,94,13,64,61,64,54,0,50,35,20,77,36,78,57,26,44,11,25,73,32,26,12,46,93,14,24,13,74,52,54,35,59,80,68,25,42,58,63,51,43,29,16,25,65,69,75,46,68
29,44,46,80,28,65,15,39,52,60,32,96,83,38,23,60,53,47,8,56,79,29,37,42,6,57,35,8,86,90,63,82,92,41,30,59,64,0,22,63,37,29,24,10,56,60,31,62,31,60,55,19,64,72,68,43,13,65,78,13,66,19,53,41,63,91,41,75,33,29,74,46,78,35,66,24,41,69,17,23,48,62,6,49,59,76,71,48,69,64,17,68,61,10
15,40,57,71,50,71,34,48,73,71,46,98,64,16,1,66,63,69,29,69,65,51,41,63,16,75,55,24,68,94,42,85,92,51,23,65,71,22,0,76,24,42,34,15,55,80,28,64,53,81,38,40,71,62,63,52,22,59,60,16,80,32,61,45,45,92,53,79,52,29,77,47,83,13,54,45,38,55,32,46,62,54,24,32,48,69,68,54,67,48,4,49,52,32
90,49,18,70,56,24,48,28,38,9,31,51,103,88,78,24,16,44,55,7,86,47,38,43,64,21,34,55,101,43,97,38,54,25,59,25,22,63,76,0,66,34,41,62,44,35,95,35,52,41,80,47,22,72,57,25,76,58,97,60,4,44,19,35,90,53,22,33,35,92,35,39,30,83,72,45,49,79,75,59,14,62,57,78,69,65,52,28,47,83,73,93,66,63
38,20,48,47,61,55,41,38,76,59,41,77,47,26,25,50,50,74,39,59,42,59,28,69,30,72,57,32,49,74,31,65,70,41,8,49,54,37,24,66,0,37,31,27,34,81,52,45,62,84,18,47,55,38,39,41,43,35,41,23,70,32,48,31,28,70,46,60,54,53,57,30,65,20,30,52,19,32,52,58,55,29,34,14,23,45,45,39,45,27,26,32,27,47
55,28,16,63,34,36,17,10,39,30,4,68,82,55,44,31,24,39,23,27,70,28,15,34,30,35,22,21,82,62,69,53,66,11,29,31,35,29,42,34,37,0,7,27,35,44,61,36,33,47,54,20,35,59,49,14,42,47,76,26,37,10,24,16,64,65,12,47,18,59,46,24,49,50,55,22,26,60,44,35,20,47,23,51,50,58,49,21,45,61,39,68,49,33
48,25,23,61,35,41,15,15,45,37,11,72,77,48,36,36,30,44,19,34,67,30,15,38,23,42,26,15,77,66,63,58,69,17,22,35,40,24,34,41,31,7,0,20,35,50,54,38,34,52,49,19,40,56,49,19,36,46,71,18,45,4,29,17,59,68,19,51,23,52,50,24,54,42,52,23,23,57,40,34,27,45,17,45,46,58,50,24,47,56,31,63,46,29
27,35,44,70,36,61,19,36,57,58,31,90,73,31,17,55,50,54,14,55,69,36,31,48,4,60,40,8,76,85,54,76,86,38,21,55,60,10,15,62,27,27,20,0,49,65,34,56,39,66,45,25,60,63,60,40,18,56,68,4,65,17,49,35,53,85,39,70,36,33,68,39,73,27,56,30,32,59,26,33,47,53,9,39,49,67,63,43,61,54,11,58,52,20
70,14,32,28,69,24,50,27,70,35,37,43,59,60,57,21,28,73,54,39,41,64,20,68,53,59,55,48,56,40,57,31,37,28,31,20,25,56,55,44,34,35,35,49,0,72,82,12,68,77,39,54,25,27,14,26,68,13,53,45,49,40,25,18,48,36,34,27,53,81,23,11,32,54,27,57,16,34,74,69,39,17,51,39,26,23,14,17,12,40,55,50,21,64
90,70,39,100,38,57,46,46,9,42,40,86,126,96,82,56,45,17,51,36,112,32,57,20,65,13,25,56,125,78,113,73,89,45,73,57,56,60,80,35,81,44,50,65,72,0,89,66,33,6,99,40,55,99,86,46,70,86,120,65,32,50,48,56,109,87,38,68,28,85,70,63,65,91,97,36,69,103,65,43,32,88,56,95,93,95,83,54,78,105,76,113,91,54
16,68,77,100,51,95,46,70,80,91,64,125,89,35,27,90,85,73,39,88,93,56,66,69,31,88,66,39,94,119,65,111,119,72,51,89,94,31,28,95,52,61,54,34,82,89,0,90,56,87,65,49,94,90,91,74,19,87,85,37,97,50,84,70,70,119,72,104,63,3,103,73,108,37,83,53,65,83,24,46,80,82,37,60,76,98,95,78,94,75,27,74,80,34
80,24,27,35,70,12,53,25,66,25,36,34,70,71,66,10,20,69,57,30,52,63,24,65,59,52,53,53,67,29,69,21,30,25,41,9,13,62,64,35,45,36,38,56,12,66,90,0,68,71,52,56,14,37,21,23,74,23,65,52,39,43,17,21,60,29,31,15,51,89,12,16,20,65,39,57,26,46,78,71,34,28,56,52,38,30,17,14,12,52,63,62,33,68
59,60,42,96,4,66,21,42,24,54,32,98,110,69,55,61,51,17,24,48,102,4,49,13,37,36,17,31,111,91,92,83,98,42,54,62,64,31,53,52,62,33,34,39,68,33,56,68,0,31,81,15,64,91,83,45,38,80,104,41,53,31,53,50,91,96,37,77,18,52,77,57,77,66,87,11,58,91,31,9,39,80,29,76,81,92,82,53,79,90,48,95,81,22
90,74,44,105,36,63,46,50,8,48,43,92,129,97,83,61,50,14,52,41,116,31,61,18,65,19,26,57,129,84,116,79,95,49,75,62,61,60,81,41,84,47,52,66,77,6,87,71,31,0,101,41,61,103,91,50,69,90,123,66,39,52,53,60,112,93,42,73,30,84,75,67,71,93,101,36,73,107,63,41,37,92,56,98,97,100,88,59,84,108,77,116,95,53
49,30,63,39,80,64,60,53,94,71,58,80,28,31,38,59,63,93,58,73,27,78,42,87,48,89,75,50,31,78,17,70,71,56,26,58,64,55,38,80,18,54,49,45,39,99,65,52,81,101,0,66,64,29,38,55,59,33,23,41,84,50,60,45,10,71,62,66,72,66,63,40,72,28,21,70,31,18,69,77,70,26,53,5,16,40,45,51,47,10,42,14,22,66
49,45,33,81,15,55,6,30,32,46,20,88,94,56,42,50,42,28,11,41,86,12,34,23,24,38,16,16,96,81,77,73,86,31,39,50,54,19,40,47,47,20,19,25,54,40,49,56,15,41,66,0,54,76,68,33,30,66,89,26,49,16,42,36,75,85,28,66,13,47,66,43,68,52,71,5,43,76,28,15,32,65,15,61,65,77,69,41,65,74,36,80,66,16
86,35,21,48,66,2,53,25,57,13,34,34,84,80,73,5,12,62,58,19,66,59,29,58,63,42,47,56,81,27,82,19,34,23,50,6,0,64,71,22,55,35,40,60,25,55,94,14,64,61,64,54,0,51,35,20,77,37,79,57,26,44,11,25,73,33,26,13,46,93,14,25,13,74,53,54,36,60,80,68,25,42,58,64,51,43,30,16,25,66,69,76,47,68
76,31,60,10,92,50,71,53,97,62,62,55,35,60,63,48,56,98,72,66,15,87,43,93,67,87,80,65,30,55,43,49,45,54,42,46,50,72,62,72,38,59,56,63,27,99,90,37,91,103,29,76,51,0,16,53,81,14,30,59,76,60,52,44,32,45,61,47,77,91,43,36,53,55,8,80,33,12,89,90,67,11,68,33,14,12,23,45,26,22,64,32,10,82
78,24,47,14,83,34,64,41,85,47,51,41,50,65,64,32,41,87,67,52,31,78,34,83,64,73,70,60,46,40,55,34,32,42,40,31,35,68,63,57,39,49,49,60,14,86,91,21,83,91,38,68,35,16,0,40,79,4,45,56,61,53,38,33,45,32,49,31,67,91,27,25,37,60,20,71,27,27,85,83,53,11,63,40,22,9,7,32,10,35,64,45,16,77
67,25,7,54,47,22,32,4,44,18,13,54,80,64,54,17,10,47,37,17,66,40,13,43,43,34,30,35,79,47,72,39,52,2,34,17,20,43,52,25,41,14,19,40,26,46,74,23,45,50,55,33,20,53,40,0,56,39,75,37,29,24,9,10,66,51,8,32,28,72,32,16,34,58,51,34,24,57,59,48,14,42,37,53,47,49,38,8,34,60,50,69,44,47
21,54,59,89,34,78,27,52,61,73,45,109,86,36,22,72,67,56,20,69,86,38,49,51,14,69,47,21,90,103,64,94,104,54,39,72,77,13,22,76,43,42,36,18,68,70,19,74,38,69,59,30,77,81,79,56,0,75,82,22,78,32,66,53,67,103,54,88,44,16,86,58,91,35,73,35,51,75,10,29,61,71,19,54,67,86,82,61,80,69,17,71,70,16
74,21,46,15,81,36,61,40,84,48,49,46,47,60,60,33,42,86,63,52,29,76,31,81,60,73,68,57,44,44,50,37,37,41,36,32,36,65,59,58,35,47,46,56,13,86,87,23,80,90,33,66,37,14,4,39,75,0,42,52,62,50,38,31,40,37,48,35,65,87,31,23,40,55,16,69,24,23,82,80,53,7,60,35,17,11,11,31,14,31,60,41,11,74
69,49,82,39,103,78,83,73,115,88,80,85,5,50,60,74,80,115,81,91,17,101,62,110,71,109,98,74,8,85,22,79,75,75,49,73,78,78,60,97,41,76,71,68,53,120,85,65,104,123,23,89,79,30,45,75,82,42,0,65,102,73,77,64,15,75,82,77,94,87,73,58,83,48,26,93,50,18,92,100,89,36,76,28,27,42,53,69,56,15,64,10,32,89
29,31,42,66,39,58,20,33,58,55,29,87,70,30,18,52,48,55,17,53,66,38,28,49,8,59,40,9,72,81,51,73,82,35,17,51,57,13,16,60,23,26,18,4,45,65,37,52,41,66,41,26,57,59,56,37,22,52,65,0,64,16,47,32,50,81,38,66,36,36,65,35,70,26,52,31,29,55,30,35,46,49,11,36,46,63,59,40,57,51,13,55,48,24
93,53,22,74,57,28,51,32,37,14,34,53,107,92,82,28,21,44,57,11,91,48,42,43,67,19,35,58,105,46,101,41,57,29,63,29,26,66,80,4,70,37,45,65,49,32,97,39,53,39,84,49,26,76,61,29,78,62,102,64,0,48,24,39,94,55,26,36,36,95,39,43,33,87,76,47,53,83,77,60,17,66,60,82,74,69,56,33,51,88,77,97,70,65
45,29,26,66,31,46,11,19,44,41,13,77,79,46,34,40,34,42,14,37,70,27,19,36,19,43,25,11,80,71,63,62,74,21,24,40,44,19,32,44,32,10,4,17,40,50,50,43,31,52,50,16,44,60,53,24,32,50,73,16,48,0,33,22,60,73,22,56,22,48,55,28,58,41,55,20,27,60,35,30,30,49,13,46,49,62,54,29,51,58,29,65,50,24
76,29,10,52,55,13,41,13,48,10,22,45,83,72,63,8,3,52,47,13,67,48,20,48,53,35,36,45,81,38,77,30,45,12,42,9,11,53,61,19,48,24,29,49,25,48,84,17,53,53,60,42,11,52,38,9,66,38,77,47,24,33,0,16,70,43,15,23,35,82,24,19,25,66,52,43,29,59,68,57,16,42,47,59,49,47,34,9,30,63,59,73,46,57
61,15,17,46,51,26,32,9,53,27,18,55,70,55,47,20,18,54,36,27,56,45,4,50,39,44,37,32,69,49,62,41,51,10,25,19,25,41,45,35,31,16,17,35,18,56,70,21,50,60,45,36,25,44,33,10,53,31,64,32,39,22,16,0,55,50,17,34,34,68,33,7,37,50,41,38,14,47,57,51,25,32,35,43,37,42,32,8,29,50,44,59,35,47
54,40,73,43,89,73,69,64,104,81,68,86,19,35,44,69,73,103,67,83,26,87,52,97,57,99,86,60,24,85,10,78,77,66,36,68,73,63,45,90,28,64,59,53,48,109,70,60,91,112,10,75,73,32,45,66,67,40,15,50,94,60,70,55,0,77,72,74,82,72,71,50,80,33,25,80,41,20,77,86,80,33,62,14,23,44,52,61,54,9,49,4,29,74
107,51,54,36,98,31,82,54,90,45,65,9,80,96,93,34,45,95,87,52,59,91,53,91,89,74,80,83,74,12,87,14,1,54,68,34,32,91,92,53,70,65,68,85,36,87,119,29,96,93,71,85,33,45,32,51,103,37,75,81,55,73,43,50,77,0,58,20,78,118,19,45,22,91,51,86,53,58,108,100,58,44,85,73,54,33,25,44,25,67,92,77,48,97
67,32,5,63,40,28,27,8,36,19,8,60,88,66,55,23,14,38,34,15,74,33,19,34,42,27,22,33,87,53,78,45,60,6,38,24,26,41,53,22,46,12,19,39,34,38,72,31,37,42,62,28,26,61,49,8,54,48,82,38,26,22,15,17,72,58,0,39,20,70,39,25,40,61,59,27,31,65,55,42,8,50,35,59,55,58,47,17,43,67,51,76,52,43
95,40,34,42,79,11,65,36,69,25,46,21,82,86,81,15,25,75,70,32,62,72,38,71,73,54,60,66,78,15,84,6,21,35,56,15,12,75,79,33,60,47,51,70,27,68,104,15,77,73,66,66,13,47,31,32,88,35,77,66,36,56,23,34,74,20,39,0,59,103,3,31,5,81,51,67,41,58,91,81,38,41,69,67,51,37,24,26,21,66,78,76,46,80
62,47,24,81,21,48,17,26,21,36,15,80,100,67,54,43,33,21,24,30,89,13,34,15,37,24,3,28,100,73,86,65,80,25,45,44,46,33,52,35,54,18,23,36,53,28,63,51,18,30,72,13,46,77,67,28,44,65,94,36,36,22,35,34,82,78,20,59,0,60,59,42,59,63,74,10,45,79,41,23,21,66,28,68,69,76,66,36,62,79,48,86,68,29
18,67,75,100,48,94,44,68,76,89,61,124,91,37,28,88,83,70,37,86,94,53,65,65,29,85,63,37,96,118,67,109,119,70,51,88,93,29,29,92,53,59,52,33,81,85,3,89,52,84,66,47,93,91,91,72,16,87,87,36,95,48,82,68,72,118,70,103,60,0,101,72,106,38,83,50,65,84,20,42,77,82,35,61,77,98,95,76,94,76,26,76,81,31
92,37,35,38,79,12,64,36,71,27,46,22,78,83,79,15,26,76,69,33,58,72,36,73,72,56,61,65,74,16,80,8,20,35,54,15,14,74,77,35,57,46,50,68,23,70,103,12,77,75,63,66,14,43,27,32,86,31,73,65,39,55,24,33,71,19,39,3,59,101,0,29,9,78,47,67,39,54,90,81,39,37,68,63,48,33,20,25,17,62,76,72,42,79
63,10,24,39,58,25,39,16,60,30,26,51,64,55,49,20,22,62,43,32,49,52,9,57,43,51,44,38,62,46,58,37,46,18,25,19,24,46,47,39,30,24,24,39,11,63,73,16,57,67,40,43,25,36,25,16,58,23,58,35,43,28,19,7,50,45,25,31,42,72,29,0,36,49,34,45,10,40,63,58,31,25,40,39,30,34,25,10,22,44,47,53,28,53
98,45,35,48,80,12,66,38,68,24,48,21,88,91,85,18,26,74,72,30,68,72,42,71,77,52,60,69,84,13,89,7,24,37,61,18,13,78,83,30,65,49,54,73,32,65,108,20,77,71,72,68,13,53,37,34,91,40,83,70,33,58,25,37,80,22,40,5,59,106,9,36,0,85,57,68,46,64,93,82,38,47,71,72,57,43,30,29,26,71,82,82,51,82
21,40,64,65,63,75,46,55,84,76,54,98,52,5,12,69,68,81,42,75,56,64,45,75,28,85,66,35,57,95,29,86,91,57,24,68,74,35,13,83,20,50,42,27,54,91,37,65,66,93,28,52,74,55,60,58,35,55,48,26,87,41,66,50,33,91,61,81,63,38,78,49,85,0,47,57,39,46,45,59,70,49,36,23,41,64,65,58,65,38,18,37,46,46
