92,76,67,37,33,41,51,56,28,62,56,41,24,55,81,44,96,71,30,26,57,51,72,75,69,62,0,54,74,94,41,59,60,0,48,74,20,18,27,8,71,13,79,30,51,32,74,18,39,55,63,5,45,54,65,57,43,42,98,9,90,85,67,56,30,69,61,51,50,77,49,14,19,51,32,72,26,98,53,86,88,31
68,22,34,35,54,53,63,13,65,10,61,50,32,45,47,31,74,20,75,28,4,33,23,31,54,37,54,0,63,40,13,28,6,53,63,31,35,36,70,62,48,60,31,76,3,66,28,36,52,57,49,55,8,2,30,61,54,43,44,59,36,59,28,18,24,51,64,39,31,49,27,65,68,17,75,29,44,44,32,41,42,48
22,73,98,87,98,33,29,49,57,58,21,101,56,104,31,36,23,79,67,68,60,92,53,45,9,99,74,63,0,80,58,90,63,74,32,44,60,66,64,79,18,67,91,69,60,52,90,64,36,112,109,79,60,66,35,21,32,96,90,83,76,21,91,81,67,11,17,98,33,22,36,73,71,45,66,44,87,86,31,49,51,43
72,18,51,70,90,85,93,41,102,32,88,83,71,72,51,62,80,27,113,68,37,62,28,34,71,58,94,40,80,0,53,51,33,93,93,35,75,76,108,102,62,99,30,114,42,102,34,76,85,86,71,95,48,39,46,88,85,76,10,99,4,65,44,46,64,68,89,68,59,58,56,105,108,48,113,36,82,5,58,33,32,84
67,35,41,30,46,42,53,17,52,21,52,45,18,45,50,22,73,33,61,16,16,33,32,38,50,41,41,13,58,53,0,33,19,40,52,37,21,23,56,49,46,46,43,62,10,52,40,22,41,55,50,42,4,15,32,52,43,39,58,46,49,59,36,25,13,48,55,39,25,49,22,52,55,15,61,35,35,57,27,49,50,36
96,34,8,24,42,75,86,41,80,36,86,34,46,21,74,56,102,24,87,35,32,12,48,57,81,9,59,28,90,51,33,0,30,59,85,57,47,44,83,67,76,70,23,88,29,82,18,46,74,35,22,58,30,25,58,86,76,26,49,60,48,87,8,9,32,79,89,17,57,77,54,74,78,44,88,55,38,51,59,66,67,67
65,16,36,41,60,56,66,13,70,6,63,56,37,50,44,33,72,17,80,34,3,38,17,27,53,40,60,6,63,33,19,30,0,59,66,27,41,42,75,69,46,65,29,81,8,70,27,42,56,62,52,62,14,7,28,63,57,49,39,65,29,56,29,22,30,51,65,44,32,46,29,71,74,18,80,25,51,38,33,36,37,52
92,75,66,36,33,41,51,55,28,62,57,41,24,55,81,44,95,71,31,26,56,50,72,75,69,62,0,53,74,93,40,59,59,0,48,74,19,17,28,9,71,13,78,31,51,33,73,17,39,55,63,5,45,54,65,57,43,42,97,9,89,85,66,55,30,69,61,51,50,77,49,15,20,50,32,72,25,97,53,86,88,31
54,81,93,73,79,10,3,53,25,63,11,84,40,92,55,32,55,82,35,54,62,83,65,61,32,92,48,63,32,93,52,85,66,48,0,60,41,47,32,51,41,38,94,36,60,20,91,45,11,97,99,54,56,65,48,11,9,82,102,57,89,51,89,77,55,34,15,86,34,47,37,43,41,47,33,59,68,99,35,69,72,19
40,31,63,66,83,53,59,20,74,21,53,81,50,76,17,32,47,39,85,54,26,64,10,1,36,67,74,31,44,35,37,57,27,74,60,0,54,58,80,82,26,75,50,86,31,72,51,57,54,89,79,78,35,33,11,53,53,74,45,81,31,32,55,49,50,33,53,71,27,23,26,82,83,23,85,2,73,41,25,11,14,55
75,57,55,31,38,32,44,35,32,42,46,42,4,50,62,26,80,54,40,13,37,42,52,55,53,53,20,35,60,75,21,47,41,19,41,54,0,6,36,28,54,24,63,41,32,35,59,4,30,55,58,23,26,36,45,46,33,40,80,27,70,67,53,41,15,53,50,45,31,59,30,30,33,31,41,52,27,79,34,66,68,22
81,58,52,25,32,38,50,38,36,44,53,36,10,45,67,32,86,53,43,9,39,37,55,59,59,48,18,36,66,76,23,44,42,17,47,58,6,0,39,26,60,26,62,43,33,39,57,2,36,49,52,20,27,36,50,53,40,34,80,23,72,73,50,39,13,59,57,40,37,64,35,30,34,34,44,56,21,80,40,70,72,28
85,92,91,63,61,31,35,66,6,75,43,69,38,82,81,48,87,89,4,48,71,76,82,82,62,87,27,70,64,108,56,83,75,28,32,80,36,39,0,24,68,14,99,5,67,11,95,37,29,83,90,32,61,71,69,43,32,70,114,34,103,80,89,78,51,63,47,78,53,75,54,15,10,60,5,79,53,113,55,92,94,25
97,84,75,44,37,45,54,64,27,70,60,46,32,61,88,51,101,80,26,35,65,58,80,83,74,70,8,62,79,102,49,67,69,9,51,82,28,26,24,0,78,12,87,26,60,32,82,26,43,60,69,9,54,63,72,60,47,48,107,9,98,91,75,64,39,75,64,58,57,83,57,9,14,59,28,80,32,106,60,94,96,35
21,56,82,76,90,37,38,34,61,41,31,91,49,91,14,27,27,62,73,59,44,79,35,27,10,85,71,48,18,62,46,76,46,71,41,26,54,60,68,78,0,67,74,74,46,58,74,58,39,101,96,76,47,50,18,31,36,86,72,80,57,13,76,67,58,7,30,85,22,6,25,74,74,31,71,26,79,67,20,31,33,44
86,82,78,49,47,33,41,58,15,66,47,55,28,68,79,43,89,78,17,35,62,62,74,76,63,74,13,60,67,99,46,70,65,13,38,75,24,26,14,12,67,0,87,18,57,20,83,24,30,69,76,18,51,61,64,47,34,55,104,20,94,80,76,65,39,64,52,63,48,73,48,6,8,53,19,73,39,103,51,87,89,23
91,20,21,47,65,84,95,42,95,33,92,57,61,43,68,62,98,12,104,52,32,35,40,50,82,29,79,31,91,30,43,23,29,78,94,50,63,62,99,87,74,87,0,105,34,96,5,63,84,57,41,79,38,29,56,92,85,50,26,81,30,82,15,23,48,79,94,40,61,73,58,92,96,48,104,49,60,30,62,55,55,79
90,97,96,67,63,36,40,72,12,81,47,72,44,86,87,54,92,95,1,53,77,80,88,88,67,92,30,76,69,114,62,88,81,31,36,86,41,43,5,26,74,18,105,0,73,16,100,42,34,86,94,34,67,77,75,48,37,73,120,35,109,86,94,83,56,69,52,82,59,80,60,16,11,66,3,85,56,119,61,98,100,31
66,24,37,35,53,49,60,12,62,11,58,50,29,46,46,28,73,23,72,26,5,34,23,31,51,39,51,3,60,42,10,29,8,51,60,31,32,33,67,60,46,57,34,73,0,62,31,33,49,58,50,53,6,5,29,58,50,43,47,56,38,57,30,20,22,49,61,40,28,47,24,63,66,15,72,28,43,46,29,41,43,45
74,86,90,65,66,20,24,60,5,69,31,73,35,84,71,40,76,86,14,48,66,77,75,73,51,88,32,66,52,102,52,82,70,33,20,72,35,39,11,32,58,20,96,16,62,0,92,37,18,87,92,38,57,67,61,31,21,72,109,40,97,70,88,76,50,53,36,79,44,64,46,24,20,53,13,71,57,107,46,83,85,17
91,21,16,42,60,81,92,40,91,32,90,52,57,38,69,59,98,12,100,47,30,30,40,50,81,24,74,28,90,34,40,18,27,73,91,51,59,57,95,82,74,83,5,100,31,92,0,58,81,52,36,74,35,26,55,90,82,45,31,76,33,82,10,18,44,78,92,35,59,73,56,88,92,46,100,49,55,34,60,57,57,76
79,58,54,28,34,35,47,38,34,44,50,38,8,47,65,30,84,54,41,11,39,39,54,58,57,50,18,36,64,76,22,46,42,17,45,57,4,2,37,26,58,24,63,42,33,37,58,0,34,52,55,20,27,36,48,50,37,36,80,24,72,71,52,40,14,57,54,42,35,62,33,29,33,33,42,55,23,80,38,69,71,25
56,72,82,61,68,2,13,44,22,54,17,73,28,80,52,23,59,72,33,42,52,71,58,55,33,81,39,52,36,85,41,74,56,39,11,54,30,36,29,43,39,30,84,34,49,18,81,34,0,86,87,45,45,55,42,17,3,70,93,48,81,51,78,66,43,34,22,75,27,45,29,37,35,38,32,53,57,91,28,64,67,8
123,69,36,25,22,88,99,69,83,68,102,13,58,13,104,76,129,59,86,44,62,24,80,89,104,28,55,57,112,86,55,35,62,55,97,89,55,49,83,60,101,69,57,86,58,87,52,52,86,0,17,51,55,55,86,102,89,16,83,50,84,114,42,41,44,103,106,18,79,104,76,69,74,70,87,86,29,86,82,99,100,78
116,56,20,27,35,89,101,62,89,58,102,24,58,8,96,73,123,45,93,45,53,16,70,79,100,13,63,49,109,71,50,22,52,63,99,79,58,52,90,69,96,76,41,94,50,92,36,55,87,17,0,60,49,46,79,102,90,21,68,61,70,108,27,30,44,99,105,12,75,98,72,78,83,64,95,77,37,71,78,88,89,80
97,77,65,34,29,47,57,58,33,64,62,37,28,52,85,49,101,72,34,27,59,49,75,78,74,60,5,55,79,95,42,58,62,5,54,78,23,20,32,9,76,18,79,34,53,38,74,20,45,51,60,0,47,56,69,62,48,39,99,3,91,90,66,55,31,74,67,48,54,81,53,18,23,54,36,75,22,99,57,90,92,36
68,30,38,30,48,46,57,15,57,17,56,46,23,44,49,25,74,28,66,20,12,32,29,35,51,38,45,8,60,48,4,30,14,45,56,35,26,27,61,54,47,51,38,67,6,57,35,27,45,55,49,47,0,10,31,56,47,39,53,50,44,59,32,21,16,50,59,38,27,49,23,56,60,15,66,33,38,52,29,46,48,40
70,21,32,34,52,55,65,16,67,12,64,48,33,43,49,33,77,18,76,28,7,31,25,33,56,34,54,2,66,39,15,25,7,54,65,33,36,36,71,63,50,61,29,77,5,67,26,36,55,55,46,56,10,0,33,64,56,41,43,59,35,61,25,16,24,54,66,37,33,51,30,66,69,20,76,31,43,43,34,43,44,50
37,37,64,62,78,41,47,17,63,22,42,77,41,75,17,21,44,43,74,47,26,63,18,13,26,67,65,30,35,46,32,58,28,65,48,11,45,50,69,72,18,64,56,75,29,61,55,48,42,86,79,69,31,33,0,42,41,71,55,73,41,28,58,49,44,23,42,69,16,18,15,71,72,16,73,10,67,52,14,22,24,43
43,77,94,77,85,15,8,50,36,59,0,89,44,95,46,30,44,80,46,57,60,85,60,54,22,94,57,61,21,88,52,86,63,57,11,53,46,53,43,60,31,47,92,48,58,31,90,50,17,102,102,62,56,64,42,0,13,86,97,66,83,40,89,77,58,24,4,89,31,37,34,53,51,44,45,52,74,94,30,61,63,26
53,72,84,64,71,1,10,44,25,54,13,76,31,83,50,23,55,73,36,45,53,74,57,54,29,83,43,54,32,85,43,76,57,43,9,53,33,40,32,47,36,34,85,37,50,21,82,37,3,89,90,48,47,56,41,13,0,73,93,52,80,48,80,68,46,31,18,78,26,43,29,41,39,38,35,51,61,91,27,63,65,12
107,58,31,9,15,72,84,54,69,54,86,7,42,12,89,60,113,49,73,28,48,14,66,75,88,24,42,43,96,76,39,26,49,42,82,74,40,34,70,48,86,55,50,73,43,72,45,36,70,16,21,39,39,41,71,86,73,0,75,40,73,98,35,30,28,87,90,10,63,89,61,57,62,54,74,72,16,78,66,85,86,62
83,22,48,71,90,93,101,49,109,39,97,83,76,70,61,70,90,27,119,71,42,61,37,44,81,55,98,44,90,10,58,49,39,97,102,45,80,80,114,107,72,104,26,120,47,109,31,80,93,83,68,99,53,43,55,97,93,75,0,102,14,76,41,46,67,78,98,67,67,69,64,110,113,55,119,45,84,5,66,44,43,91
101,80,67,36,28,50,60,62,35,68,66,37,32,53,89,53,105,75,36,30,62,50,78,82,78,62,9,59,83,99,46,60,65,9,57,81,27,23,34,9,80,20,81,35,56,40,76,24,48,50,61,3,50,59,73,66,52,40,102,0,95,94,68,58,34,78,70,49,58,85,57,19,24,58,37,79,23,102,61,93,95,40
69,15,50,67,87,80,88,37,98,28,83,81,67,70,47,57,76,24,108,64,32,60,23,30,67,56,90,36,76,4,49,48,29,89,89,31,70,72,103,98,57,94,30,109,38,97,33,72,81,84,70,91,44,35,41,83,80,73,14,95,0,61,42,43,60,64,84,66,54,54,51,101,103,43,108,31,79,10,53,30,29,79
8,63,93,89,104,49,48,45,73,50,40,104,63,103,14,41,15,70,84,73,54,91,42,32,18,96,85,59,21,65,59,87,56,85,51,32,67,73,80,91,13,80,82,86,57,70,82,71,51,114,108,90,59,61,28,40,48,98,76,94,61,0,86,78,71,17,37,97,36,9,38,87,86,44,83,33,92,71,33,31,33,57
95,28,7,32,50,78,90,41,86,35,89,42,52,28,73,58,101,18,94,41,31,20,45,55,82,14,67,28,91,44,36,8,29,66,89,55,53,50,89,75,76,76,15,94,30,88,10,52,78,42,27,66,32,25,58,89,80,35,41,68,42,86,0,11,38,80,91,25,59,76,55,81,85,46,94,53,46,44,60,63,63,72
87,28,16,25,44,67,78,32,74,28,77,37,40,28,66,47,93,19,82,29,23,16,39,49,72,18,56,18,81,46,25,9,22,55,77,49,41,39,78,64,67,65,23,83,20,76,18,40,66,41,30,55,21,16,49,77,68,30,46,58,43,78,11,0,26,70,80,23,48,68,45,69,74,35,83,47,38,48,50,58,59,60
79,45,40,19,33,45,56,30,48,34,58,33,15,37,62,31,85,40,55,3,28,27,45,51,59,37,30,24,67,64,13,32,30,30,55,50,15,13,51,39,58,39,48,56,22,50,44,14,43,44,44,31,16,24,44,58,46,28,67,34,60,71,38,26,0,58,61,31,35,61,32,43,47,28,56,48,22,67,38,62,64,36
22,61,86,77,90,32,32,38,56,46,24,92,49,93,21,27,26,67,67,60,48,82,41,34,3,88,69,51,11,68,48,79,51,69,34,33,53,59,63,75,7,64,79,69,49,53,78,57,34,103,99,74,50,54,23,24,31,87,78,78,64,17,80,70,58,0,22,87,23,13,26,70,70,34,66,33,79,74,21,38,40,40
40,78,97,80,89,19,11,52,41,61,4,93,48,99,44,33,40,82,50,61,62,88,60,55,20,97,61,64,17,89,55,89,65,61,15,53,50,57,47,64,30,52,94,52,61,36,92,54,22,106,105,67,59,66,42,4,18,90,98,70,84,37,91,80,61,22,0,93,33,36,36,58,56,46,49,53,78,94,32,61,63,30
106,51,20,14,26,76,88,52,76,50,89,17,46,6,87,61,112,41,81,32,44,6,62,71,89,13,51,39,98,68,39,17,44,51,86,71,45,40,78,58,85,63,40,82,40,79,35,42,75,18,12,48,38,37,69,89,78,10,67,49,66,97,25,23,31,87,93,0,64,87,61,66,71,53,83,69,26,69,66,81,81,67
44,46,65,54,67,26,34,19,46,28,31,68,27,70,31,5,49,49,58,36,29,59,30,28,24,66,50,31,33,59,25,57,32,50,34,27,31,37,53,57,22,48,61,59,28,44,59,35,27,79,75,54,27,33,16,31,26,63,67,58,54,36,59,48,35,23,33,64,0,27,3,55,56,13,57,26,56,64,2,38,41,27
18,54,83,79,94,43,45,35,68,41,37,94,54,93,8,32,25,61,79,63,45,81,33,24,16,86,77,49,22,58,49,77,46,77,47,23,59,64,75,83,6,73,73,80,47,64,73,62,45,104,98,81,49,51,18,37,43,89,69,85,54,9,76,68,61,13,36,87,27,0,29,80,80,34,78,24,83,64,24,26,28,50
46,43,61,51,65,28,37,16,48,25,34,66,25,67,32,6,52,46,59,34,25,55,28,27,28,62,49,27,36,56,22,54,29,49,37,26,30,35,54,57,25,48,58,60,24,46,56,33,29,76,72,53,23,30,15,34,29,61,64,57,51,38,55,45,32,26,36,61,3,29,0,55,56,10,58,24,54,61,5,38,40,28
93,87,81,51,47,39,47,65,18,72,53,55,34,70,86,50,96,84,16,40,68,65,81,83,69,77,14,65,73,105,52,74,71,15,43,82,30,30,15,9,74,6,92,16,63,24,88,29,37,69,78,18,56,66,71,53,41,57,110,19,101,87,81,69,43,70,58,66,55,80,55,0,5,59,18,80,40,109,58,93,96,30
92,90,86,56,52,38,44,67,15,75,51,61,36,75,86,50,94,87,11,44,71,70,83,84,68,82,19,68,71,108,55,78,74,20,41,83,33,34,10,14,74,8,96,11,66,20,92,33,35,74,83,23,60,69,72,51,39,62,113,24,103,86,85,74,47,70,56,71,56,80,56,5,0,61,13,81,45,112,58,95,97,30
52,33,52,45,61,37,47,6,54,16,44,60,26,59,34,14,59,35,65,31,15,47,21,24,36,53,51,17,45,48,15,44,18,50,47,23,31,34,60,59,31,53,48,66,15,53,46,33,38,70,64,54,15,20,16,44,38,54,55,58,43,44,46,35,28,34,46,53,13,34,10,59,61,0,65,21,50,53,14,35,37,36
88,97,96,68,65,34,37,71,10,80,45,74,43,87,85,52,89,95,2,53,76,81,86,86,64,93,32,75,66,113,61,88,80,32,33,85,41,44,5,28,71,19,104,3,72,13,100,42,32,87,95,36,66,76,73,45,35,74,119,37,108,83,94,83,56,66,49,83,57,78,58,18,13,65,0,83,58,118,59,96,98,29
41,30,61,63,81,51,58,18,72,19,52,78,47,74,19,30,48,37,83,51,24,62,9,3,36,65,72,29,44,36,35,55,25,72,59,2,52,56,79,80,26,73,49,85,28,71,49,55,53,86,77,75,33,31,10,52,51,72,45,79,31,33,53,47,48,33,53,69,26,24,24,80,81,21,83,0,70,41,24,14,16,53
101,63,44,13,11,59,71,52,53,55,74,16,30,29,85,52,106,56,56,19,49,27,67,73,80,38,26,44,87,82,35,38,51,25,68,73,27,21,53,32,79,39,60,56,43,57,55,23,57,29,37,22,38,43,67,74,61,16,84,23,79,92,46,38,22,79,78,26,56,83,54,40,45,50,58,70,0,85,59,84,86,49
78,22,51,73,92,90,98,46,107,37,94,85,75,73,56,67,85,28,118,71,41,63,33,40,77,58,98,44,86,5,57,51,38,97,99,41,79,80,113,106,67,103,30,119,46,107,34,80,91,86,71,99,52,43,52,94,91,78,5,102,10,71,44,48,67,74,94,69,64,64,61,109,112,53,118,41,85,0,63,39,38,89
41,46,66,56,70,27,34,19,48,29,30,71,30,72,28,8,47,50,60,39,29,61,29,27,22,68,53,32,31,58,27,59,33,53,35,25,34,40,55,60,20,51,62,61,29,46,60,38,28,82,78,57,29,34,14,30,27,66,66,61,53,33,60,50,38,21,32,66,2,24,5,58,58,14,59,24,59,63,0,36,38,29
39,35,70,76,95,63,67,32,85,30,61,92,62,86,17,44,46,45,96,65,36,74,18,11,41,75,86,41,49,33,49,66,36,86,69,11,66,70,92,94,31,87,55,98,41,83,57,69,64,99,88,90,46,43,22,61,63,85,44,93,30,31,63,58,62,38,61,81,38,26,38,93,95,35,96,14,84,39,36,0,2,66
40,35,71,78,96,65,70,33,87,31,63,93,64,87,20,46,47,45,99,67,37,75,19,13,43,76,88,42,51,32,50,67,37,88,72,14,68,72,94,96,33,89,55,100,43,85,57,71,67,100,89,92,48,44,24,63,65,86,43,95,29,33,63,59,64,40,63,81,41,28,40,96,97,37,98,16,86,38,38,2,0,68
63,69,76,53,59,10,22,42,19,51,26,64,21,73,56,22,66,68,30,35,49,64,57,56,39,74,31,48,43,84,36,67,52,31,19,55,22,28,25,35,44,23,79,31,45,17,76,25,8,78,80,36,40,50,43,26,12,62,91,40,79,57,72,60,36,40,30,67,27,50,28,30,30,36,29,53,49,89,29,66,68,0
