71,47,63,42,91,71,27,63,36,89,12,56,29,33,57,8,75,14,21,89,73,25,73,61,32,86,69,24,17,12,25,46,16,10,64,18,0,90,24,28,25,34,54,17,44,42,25,75,30,14,39,9,34,13,87,48,11,50,75,42,39,46,93,11,77,53,60,69,4,56,25,14,55,31
44,59,71,91,22,34,78,49,73,30,84,90,61,95,82,98,29,94,93,1,18,68,47,77,58,3,77,108,105,85,77,62,106,81,89,108,90,0,70,96,99,99,82,85,65,72,86,17,74,101,83,97,74,101,2,77,85,93,68,80,53,96,18,94,28,66,32,68,89,87,110,82,41,91
46,44,41,55,76,47,36,56,16,75,27,66,16,50,64,31,51,24,40,69,55,24,65,65,19,66,72,49,42,29,33,23,39,21,72,41,24,70,0,47,46,52,61,14,20,46,18,53,35,31,49,34,15,38,67,29,15,63,75,25,29,60,76,34,64,54,38,69,21,65,49,12,44,47
90,39,88,16,90,87,17,55,62,85,19,31,40,4,35,31,89,43,6,95,77,29,64,41,41,93,49,18,24,18,18,70,32,25,40,31,28,96,47,0,6,6,32,45,68,28,54,85,22,39,17,21,60,22,93,74,39,24,59,69,42,18,93,17,75,39,71,52,32,32,20,41,55,6
91,44,87,22,95,89,21,61,61,90,19,37,42,10,42,26,91,39,6,98,81,31,70,47,43,96,55,11,18,17,22,69,26,25,46,25,25,99,46,6,0,10,39,43,67,33,51,88,26,35,24,17,59,17,97,73,37,30,65,67,46,24,98,13,80,45,74,58,30,38,14,39,59,12
95,41,94,13,92,92,21,57,68,87,25,27,45,3,33,36,94,49,13,98,80,34,65,39,46,96,47,21,28,24,22,75,37,31,36,36,34,99,52,6,10,0,30,51,73,28,60,89,25,45,17,27,66,27,97,80,45,20,57,75,46,14,95,23,77,39,76,51,38,29,23,47,58,7
92,24,100,17,69,86,27,33,78,63,42,8,47,28,3,60,86,69,36,80,63,37,39,8,46,79,16,51,56,41,29,80,63,46,10,63,54,82,61,32,39,30,0,67,79,15,75,76,26,68,16,51,77,53,80,90,62,13,27,86,39,18,73,47,56,15,68,21,58,5,53,62,41,26
58,55,46,57,91,61,40,69,20,90,26,70,29,49,70,20,65,10,38,84,70,32,77,73,32,81,80,42,33,28,38,32,27,21,78,30,17,85,14,45,43,51,67,0,29,53,8,68,41,18,53,27,18,30,82,30,5,66,85,24,41,62,91,29,78,63,53,78,13,70,41,5,57,47
30,59,20,75,77,35,56,67,9,79,48,85,32,70,82,49,39,38,61,65,55,43,74,82,33,61,88,69,61,49,53,3,56,42,90,59,44,65,20,68,67,73,79,29,0,64,25,47,54,47,68,54,11,58,62,13,33,82,88,15,42,80,76,54,68,69,34,83,40,84,69,30,52,68
77,12,84,18,64,72,15,28,63,58,30,21,31,25,17,49,72,56,28,71,53,22,36,19,30,69,27,45,48,30,16,65,54,32,26,54,42,72,46,28,33,28,15,53,64,0,61,65,12,57,11,41,61,44,70,75,48,21,33,71,25,23,67,37,49,11,54,26,45,19,47,48,30,22
55,62,40,66,94,59,48,75,15,94,35,79,34,58,78,27,64,14,47,86,73,39,83,80,37,82,88,49,40,36,46,28,33,30,86,36,25,86,18,54,51,60,75,8,25,61,0,69,49,22,61,35,13,38,83,24,14,74,92,17,47,70,94,37,82,70,54,86,21,78,49,13,62,56
28,53,53,83,34,18,68,47,55,39,71,85,47,85,77,83,14,78,81,17,16,56,48,74,44,14,76,95,92,72,66,45,91,67,86,93,75,17,53,85,88,89,76,68,47,65,69,0,63,85,75,83,57,87,14,59,69,86,69,62,42,88,32,81,32,61,15,68,74,82,97,66,35,81
72,19,75,21,69,68,5,36,52,64,18,30,22,21,29,37,69,44,20,73,55,11,45,31,22,71,39,36,37,18,4,56,42,20,37,43,30,74,35,22,26,25,26,41,54,12,49,63,0,44,14,30,51,34,71,64,36,28,45,60,21,26,71,26,54,23,51,38,33,29,39,36,33,17
76,62,63,55,104,78,41,78,38,102,26,69,41,44,71,8,82,8,33,100,85,39,87,75,44,97,83,29,19,27,40,50,11,25,77,14,14,101,31,39,35,45,68,18,47,57,22,85,44,0,52,18,35,18,98,47,15,63,90,40,52,58,105,22,91,68,69,83,12,69,28,18,69,44
85,24,89,7,75,81,13,39,65,70,27,17,37,14,19,44,82,53,20,82,65,25,47,23,36,81,32,35,40,26,15,70,47,31,25,47,39,83,49,17,24,17,16,53,68,11,61,75,14,52,0,35,64,37,81,78,47,13,41,74,33,13,78,31,61,22,64,34,42,17,38,48,42,11
80,49,73,37,96,80,26,66,46,93,13,52,36,26,55,9,83,22,15,96,79,29,75,59,38,93,67,15,8,12,25,56,12,15,60,12,9,97,34,21,17,27,51,27,54,41,35,83,30,18,35,0,44,4,94,58,21,45,75,51,44,40,98,4,82,53,68,68,13,52,15,24,60,26
42,59,28,70,85,46,51,70,2,85,41,81,31,64,79,38,50,27,54,74,62,39,77,80,33,71,87,59,51,42,49,14,46,35,87,48,34,74,15,60,59,66,77,18,11,61,13,57,51,35,64,44,0,48,71,14,23,78,89,9,42,75,84,46,74,69,42,84,31,80,59,20,56,61
85,53,77,38,101,85,29,70,50,97,17,53,40,27,57,10,88,24,17,100,83,33,79,61,43,98,69,11,4,16,29,60,10,20,62,9,13,101,38,22,17,27,53,30,58,44,38,87,34,18,37,4,48,0,98,61,25,46,78,55,49,41,102,7,86,56,72,71,17,54,11,27,64,27
42,57,68,89,23,32,76,48,70,30,81,88,58,93,80,95,27,91,90,2,16,66,46,76,55,0,76,105,103,83,75,60,103,78,88,105,87,2,67,93,97,97,80,82,62,70,83,14,71,98,81,94,71,98,0,74,82,91,68,77,51,94,19,91,27,64,29,67,86,86,107,79,39,89
38,71,16,84,90,44,65,80,12,92,55,95,43,78,93,51,50,38,68,77,68,53,87,93,45,73,100,73,64,56,63,14,58,49,101,60,48,77,29,74,73,80,90,30,13,75,24,59,64,47,78,58,14,61,74,0,36,92,101,6,54,89,89,59,81,81,47,96,44,94,72,34,66,75
61,51,52,52,90,63,34,65,25,88,21,65,27,43,65,16,67,9,32,84,69,27,74,68,30,81,76,36,28,22,33,36,23,16,72,26,11,85,15,39,37,45,62,5,33,48,14,69,36,15,47,21,23,25,82,36,0,60,80,30,39,56,90,23,76,58,54,74,7,65,36,3,55,42
99,33,103,8,82,94,27,46,79,76,39,7,50,19,15,55,94,65,30,92,74,39,52,21,50,91,28,41,48,38,29,84,56,44,16,55,50,93,63,24,30,20,13,66,82,21,74,86,28,63,13,45,78,46,91,92,60,0,40,87,46,6,86,41,68,27,76,34,54,9,44,61,52,19
91,30,106,44,50,83,49,22,90,42,63,33,58,55,25,82,82,89,61,67,53,53,21,18,56,67,12,77,81,63,50,88,87,65,27,87,75,68,75,59,65,57,27,85,88,33,92,69,45,90,41,75,89,78,68,101,80,40,0,99,46,46,55,70,40,22,66,6,78,31,80,80,38,53
43,69,23,80,92,49,60,79,9,93,49,91,41,73,89,45,54,32,62,80,70,49,87,90,43,76,97,66,58,51,58,17,51,44,97,54,42,80,25,69,67,75,86,24,15,71,17,62,60,40,74,51,9,55,77,6,30,87,99,0,52,84,91,54,82,78,49,93,38,90,66,28,65,70
52,17,61,41,52,47,25,27,43,49,31,46,12,43,41,47,48,48,39,52,35,15,36,40,9,50,46,54,53,32,24,42,55,29,50,56,39,53,29,42,46,46,39,41,42,25,47,42,21,52,33,44,42,49,51,54,39,46,46,52,0,47,53,41,38,27,30,41,40,44,56,37,16,39
98,36,101,5,86,94,24,49,77,80,35,13,49,13,21,49,95,61,24,94,77,38,57,27,49,93,34,35,42,34,26,82,51,40,22,50,46,96,60,18,24,14,18,62,80,23,70,88,26,58,13,40,75,41,94,89,56,6,46,84,47,0,89,36,71,31,77,40,50,15,38,57,54,14
60,54,85,85,4,50,76,40,83,12,85,81,64,91,73,101,46,100,91,17,21,69,34,67,61,20,66,107,107,86,76,74,109,83,79,110,93,18,76,93,98,95,73,91,76,67,94,32,71,105,78,98,84,102,19,89,90,86,55,91,53,89,0,95,17,58,42,56,93,79,110,88,38,88
80,45,74,32,93,79,21,62,48,89,10,47,34,22,50,13,82,25,11,93,76,26,71,54,36,91,62,14,11,9,21,57,16,14,55,17,11,94,34,17,13,23,47,29,54,37,37,81,26,22,31,4,46,7,91,59,23,41,70,54,41,36,95,0,78,49,66,64,16,47,16,25,56,21
59,36,81,68,14,49,59,22,73,11,69,64,49,74,55,86,46,86,74,26,16,53,18,50,46,27,49,91,90,69,58,66,93,67,62,94,77,28,64,75,80,77,56,78,68,49,82,32,54,91,61,82,74,86,27,81,76,68,40,82,38,71,17,78,0,40,35,40,78,61,93,74,22,70
78,10,89,28,54,71,27,18,69,48,41,24,37,36,16,60,71,67,40,65,48,31,25,13,35,64,18,57,60,41,28,70,65,43,24,66,53,66,54,39,45,39,15,63,69,11,70,61,23,68,22,53,69,56,64,81,58,27,22,78,27,31,58,49,40,0,53,15,56,21,59,58,26,33
25,44,45,71,43,18,55,43,41,45,56,75,32,72,69,68,18,63,67,31,21,42,47,67,30,28,70,81,77,58,53,32,76,52,78,78,60,32,38,71,74,76,68,53,34,54,54,15,51,69,64,68,42,72,29,47,54,76,66,49,30,77,42,66,35,53,0,63,58,73,82,51,28,68
88,24,102,38,52,81,42,20,84,45,57,28,52,48,19,76,79,82,55,67,52,46,22,13,50,67,9,70,74,57,43,83,81,59,23,81,69,68,69,52,58,51,21,78,83,26,86,68,38,83,34,68,84,71,67,96,74,34,6,93,41,40,56,64,40,15,63,0,72,25,73,73,34,46
68,49,59,46,92,69,30,65,33,89,15,60,29,37,61,9,73,11,26,88,72,26,74,64,31,85,72,28,20,16,28,43,17,12,68,19,4,89,21,32,30,38,58,13,40,45,21,74,33,12,42,13,31,17,86,44,7,54,78,38,40,50,93,16,78,56,58,72,0,60,28,10,56,35
97,29,104,15,75,91,30,39,81,68,44,2,51,27,6,61,91,71,36,86,69,41,45,12,50,85,18,50,56,43,32,85,64,48,8,63,56,87,65,32,38,29,5,70,84,19,78,82,29,69,17,52,80,54,86,94,65,9,31,90,44,15,79,47,61,21,73,25,60,0,52,65,47,26
96,57,88,36,108,95,34,74,62,103,26,51,50,25,56,21,98,35,19,109,92,41,84,62,52,107,70,2,8,24,34,72,17,30,60,15,25,110,49,20,14,23,53,41,69,47,49,97,39,28,38,15,59,11,107,72,36,44,80,66,56,38,110,16,93,59,82,73,28,52,0,39,71,27
58,50,49,53,87,60,35,64,22,86,22,65,25,45,65,19,64,12,34,82,67,27,73,67,27,78,75,39,31,23,33,33,26,17,73,29,14,82,12,41,39,47,62,5,30,48,13,66,36,18,48,24,20,27,79,34,3,61,80,28,37,57,88,25,74,58,51,73,10,65,39,0,53,43
54,18,69,49,36,46,38,15,56,33,47,49,28,54,42,64,45,65,53,40,22,31,21,39,25,39,42,69,68,47,37,52,71,45,50,72,55,41,44,55,59,58,41,57,52,30,62,35,33,69,42,60,56,64,39,66,55,52,38,65,16,54,38,56,22,26,28,34,56,47,71,53,0,50
88,33,88,11,85,85,13,50,63,80,21,25,38,3,30,35,86,46,10,90,72,27,58,35,39,88,43,24,29,19,15,69,37,26,34,36,31,91,47,6,12,7,26,47,68,22,56,81,17,44,11,26,61,27,89,75,42,19,53,70,39,14,88,21,70,33,68,46,35,26,27,43,50,0
