54,26,53,54,71,93,44,33,38,35,85,45,80,71,23,47,53,22,33,30,83,72,49,58,16,65,35,57,19,42,38,60,74,59,64,0,42,25,44,75,57,44,18,27,74,69,62,13,65,54,89,82,34,78,81,15,35,72,61,88,65,10,29,30,58,28,6,74,51,12,46,25,41,47,43,45,18,53,26,77,84,30,30,43,56,9,64,80,74,56
60,47,18,14,36,58,85,13,36,23,79,75,86,43,28,81,41,62,60,69,90,74,45,76,59,24,57,55,40,62,39,32,66,77,22,42,0,20,77,72,16,80,32,37,48,56,29,37,27,17,87,82,60,66,45,56,13,42,52,55,46,45,69,73,19,42,45,71,20,34,40,22,2,38,37,70,60,65,64,58,53,23,13,73,59,34,24,66,82,54
62,40,36,29,55,78,70,19,21,12,87,66,90,60,23,70,50,47,52,55,93,78,50,73,42,45,51,60,20,57,40,48,75,74,43,25,20,0,66,79,37,68,11,18,64,67,48,26,47,36,94,88,52,76,65,37,21,59,60,74,59,25,55,56,39,38,26,78,36,22,46,3,18,45,43,63,43,65,50,72,71,24,6,64,62,16,44,77,84,60
41,30,78,91,89,106,21,63,83,78,70,4,54,82,48,4,59,25,16,18,55,54,51,28,32,91,23,50,63,23,45,77,66,27,93,44,77,66,0,61,85,8,63,72,83,67,82,40,88,79,68,62,17,73,99,45,64,86,59,101,71,52,21,32,85,35,48,59,74,44,51,68,77,55,51,14,32,33,19,78,95,55,68,5,45,53,91,75,48,50
22,50,59,84,56,61,83,62,101,90,9,57,19,42,57,65,31,73,52,72,23,8,28,35,77,68,45,18,91,40,39,47,9,36,74,75,72,79,61,0,67,69,85,95,40,19,53,62,62,60,15,10,50,16,60,87,61,48,20,56,31,85,75,87,65,47,82,2,55,64,33,82,74,34,36,47,78,28,69,27,50,55,75,56,19,78,68,18,20,19
60,55,8,19,20,42,96,23,52,40,72,83,84,31,38,89,37,74,68,80,88,70,43,79,72,8,63,53,57,66,41,21,60,80,8,57,16,37,85,67,0,89,48,54,36,49,16,49,11,6,82,77,67,57,29,72,22,28,47,39,37,61,81,86,2,49,61,67,12,47,39,39,19,36,37,75,73,67,75,48,37,30,30,80,58,50,7,57,80,52
49,34,82,94,95,113,14,67,82,79,78,12,62,89,52,5,66,22,22,14,62,62,58,35,30,96,29,58,62,30,51,83,73,35,98,44,80,68,8,69,89,0,63,71,90,75,88,42,94,84,76,70,23,81,105,42,68,93,66,107,78,51,16,26,90,40,47,67,79,46,58,69,80,61,58,22,29,41,18,86,102,59,71,13,52,53,96,83,56,58
66,40,47,40,66,89,63,29,20,17,93,63,93,70,27,66,57,41,50,49,96,83,56,74,34,56,50,66,8,58,45,58,82,75,54,18,32,11,63,85,48,63,0,10,74,74,58,25,59,47,99,92,50,84,76,27,31,70,67,85,67,15,48,47,50,40,17,83,47,22,52,9,30,52,49,62,35,67,44,80,81,31,18,61,66,9,56,85,87,65
77,50,54,42,73,96,69,37,11,16,104,73,104,78,38,74,67,48,60,57,107,94,67,84,41,62,61,76,9,68,56,67,92,85,59,27,37,18,72,95,54,71,10,0,83,84,66,36,65,54,110,103,61,94,83,32,39,78,78,92,77,20,55,52,57,50,24,94,55,33,62,15,35,62,59,72,42,77,53,90,89,41,25,70,77,19,61,95,98,76
45,58,30,55,17,23,101,45,84,72,41,80,59,4,51,88,24,83,68,87,63,46,32,66,84,33,61,35,82,60,40,16,31,67,39,74,48,64,83,40,36,90,74,83,0,21,19,61,26,31,52,50,66,25,20,89,43,8,26,17,11,82,88,97,33,52,80,40,28,61,32,67,51,29,33,70,85,54,82,14,12,44,58,78,41,71,33,24,58,35
26,48,41,67,36,43,87,48,88,77,22,63,38,23,47,72,17,73,54,74,42,24,19,46,75,49,46,17,82,44,31,28,10,47,55,69,56,67,67,19,49,75,74,84,21,0,34,55,43,43,33,29,52,9,41,82,46,28,8,38,12,78,76,87,47,42,75,19,38,57,23,70,59,22,25,53,76,35,70,11,32,43,62,62,22,69,49,10,37,16
51,53,11,35,8,30,96,30,66,53,57,79,72,15,40,87,26,76,66,81,76,58,34,71,75,14,59,42,67,61,36,6,45,72,20,62,29,48,82,53,16,88,58,66,19,34,0,52,8,12,68,64,64,42,18,78,27,12,35,26,22,69,82,89,13,47,67,53,11,51,31,50,32,28,30,71,77,59,76,32,23,32,41,77,48,58,14,41,69,41
41,14,43,51,60,81,47,25,45,38,71,40,68,58,11,44,39,25,25,31,70,59,36,48,23,56,25,43,29,32,24,49,60,49,57,13,37,26,40,62,49,42,25,36,61,55,52,0,56,45,75,69,25,64,70,27,27,60,47,76,52,23,32,37,50,15,19,60,41,3,32,28,37,34,30,37,24,41,26,64,72,19,28,37,42,17,56,66,62,43
59,59,12,30,9,30,102,31,63,51,65,86,80,21,44,93,34,81,72,86,84,66,42,78,79,6,66,50,67,68,43,14,53,80,13,65,27,47,88,62,11,94,59,65,26,43,8,56,0,11,76,72,70,50,17,80,29,17,43,28,30,70,87,93,8,53,69,62,14,54,39,50,30,35,38,77,80,67,81,40,26,36,40,83,56,59,7,49,77,49
53,49,1,24,18,41,91,20,54,41,65,77,77,26,33,84,30,70,62,76,81,63,36,72,68,12,57,46,56,60,35,15,53,73,15,54,17,36,79,60,6,84,47,54,31,43,12,45,11,0,75,71,61,51,28,69,18,24,40,37,31,59,76,82,6,43,58,60,5,43,32,39,20,30,31,69,69,60,70,42,35,25,29,74,51,48,11,51,73,45
34,63,74,99,69,71,90,77,116,105,11,64,15,56,71,72,46,84,62,82,17,16,43,40,89,82,56,33,105,50,53,61,22,40,88,89,87,94,68,15,82,76,99,110,52,33,68,75,76,75,0,6,60,27,73,99,76,61,35,67,45,99,85,96,80,60,95,16,70,78,48,97,90,49,51,55,89,37,79,38,62,70,90,64,32,92,83,28,20,34
27,56,69,94,66,70,84,71,110,99,12,57,11,53,65,65,41,77,55,75,14,9,37,34,82,78,49,27,98,43,47,57,19,34,84,82,82,88,62,10,77,70,92,103,50,29,64,69,72,71,6,0,53,25,71,92,70,58,30,65,42,92,78,90,76,54,88,10,66,71,42,91,84,44,45,48,83,30,73,37,60,64,84,57,26,85,79,27,14,28
28,12,60,74,71,89,34,46,71,64,60,15,49,65,31,22,42,23,2,22,51,44,34,24,29,73,5,35,53,10,27,59,53,25,76,34,60,52,17,50,67,23,50,61,66,52,64,25,70,61,60,53,0,59,81,40,47,69,44,84,55,43,25,36,67,17,39,48,56,29,34,54,60,37,34,11,29,22,19,63,78,37,53,13,31,41,73,61,43,35
32,56,50,76,42,45,93,58,98,86,15,69,36,28,57,77,26,81,61,81,40,24,28,49,83,56,53,23,91,50,40,36,8,50,63,78,66,76,73,16,57,81,84,94,25,9,42,64,50,51,27,25,59,0,45,91,56,34,17,39,20,88,84,94,55,51,84,17,46,66,32,80,68,31,35,58,85,40,77,11,34,53,72,68,28,79,57,2,36,23
64,71,29,46,10,13,114,48,81,69,61,96,80,18,58,104,40,95,83,99,84,66,48,84,94,22,76,54,85,77,53,22,51,85,28,81,45,65,99,60,29,105,76,83,20,41,18,70,17,28,73,71,81,45,0,96,46,13,45,11,30,87,101,108,26,65,86,61,29,69,47,67,48,44,47,86,95,73,94,34,12,51,58,94,60,76,23,44,79,53
65,36,68,67,86,108,37,48,44,44,96,47,89,86,38,46,67,19,39,27,91,83,63,65,12,80,43,69,23,50,51,75,87,65,79,15,56,37,45,87,72,42,27,32,89,82,78,27,80,69,99,92,40,91,96,0,50,87,74,103,80,12,25,20,73,40,11,85,66,27,60,37,55,61,57,50,12,62,25,91,99,45,43,45,67,22,79,93,83,69
47,34,17,27,35,58,74,2,42,30,68,63,74,38,16,69,30,52,48,59,77,61,32,62,50,29,43,43,39,48,25,27,55,64,30,35,13,21,64,61,22,68,31,39,43,46,27,27,29,18,76,70,47,56,46,50,0,39,41,54,38,41,59,64,23,29,40,59,16,25,28,24,14,26,25,57,51,52,53,51,50,9,15,60,46,30,29,57,69,42
50,60,24,47,9,20,102,41,78,66,49,83,67,5,49,91,27,84,70,88,71,53,35,71,84,24,63,41,78,64,41,12,39,72,31,72,42,59,86,48,28,93,70,78,8,28,12,60,17,24,61,58,69,34,13,87,39,0,32,15,17,79,89,97,25,53,77,48,23,60,34,62,45,31,34,74,85,59,83,23,11,42,53,81,47,68,25,33,65,40
19,39,39,64,38,49,78,42,82,71,26,55,37,26,40,64,11,64,46,65,41,23,11,39,66,49,38,9,74,36,23,28,14,41,54,61,52,60,59,20,47,66,67,78,26,8,35,47,43,40,35,30,44,17,45,74,41,32,0,43,14,70,68,78,45,34,67,19,35,49,15,64,54,15,18,45,68,28,61,19,38,36,56,54,15,61,49,18,34,9
63,75,38,58,19,5,118,56,91,79,55,97,75,18,65,106,41,99,85,103,79,62,49,83,99,33,78,53,93,78,57,27,46,84,39,88,55,74,101,56,39,107,85,92,17,38,26,76,28,37,67,65,84,39,11,103,54,15,43,0,29,95,105,113,36,69,93,57,37,75,49,77,58,46,50,88,101,72,98,28,5,57,67,95,59,84,34,38,75,52
33,47,30,55,24,35,89,39,80,68,34,68,50,12,42,76,13,73,57,75,54,36,20,54,74,36,49,23,75,48,29,16,23,55,43,65,46,59,71,31,37,78,67,77,11,12,22,52,30,31,45,42,55,20,30,80,38,17,14,29,0,74,77,87,35,41,71,31,26,52,21,62,49,18,22,58,75,42,71,12,24,36,53,66,30,64,37,20,48,23
64,36,58,55,77,99,48,39,32,32,94,53,90,78,31,54,62,28,42,36,93,82,59,68,21,69,45,67,11,52,47,67,84,69,68,10,45,25,52,85,61,51,15,20,82,78,69,23,70,59,99,92,43,88,87,12,41,79,70,95,74,0,35,32,63,38,4,83,57,21,55,25,44,56,53,54,21,63,32,86,91,37,32,51,66,11,68,89,84,66
53,29,75,83,90,110,15,58,67,65,85,24,72,86,43,21,64,7,23,2,73,69,57,46,13,89,30,60,46,35,48,78,78,46,89,29,69,55,21,75,81,16,48,55,88,76,82,32,87,76,85,78,25,84,101,25,59,89,68,105,77,35,0,11,82,36,31,73,73,35,56,55,69,59,55,30,13,47,6,87,100,51,58,22,56,39,88,86,66,60
64,39,81,85,98,118,18,63,64,64,96,35,84,95,49,31,73,14,34,14,85,81,67,58,14,94,41,71,43,46,57,86,89,58,94,30,73,56,32,87,86,26,47,52,97,87,89,37,93,82,96,90,36,94,108,20,64,97,78,113,87,32,11,0,87,45,29,84,79,39,65,56,72,68,64,42,13,59,17,97,108,57,61,34,67,40,93,97,78,71
59,55,7,22,18,39,97,25,54,42,70,83,82,28,38,90,35,75,68,81,86,69,42,78,73,6,63,52,59,66,41,18,58,79,9,58,19,39,85,65,2,90,50,57,33,47,13,50,8,6,80,76,67,55,26,73,23,25,45,36,35,63,82,87,0,49,62,65,11,48,38,41,21,35,37,75,74,66,76,46,35,31,32,80,57,52,5,55,79,51
26,6,42,57,55,74,49,29,59,50,56,33,53,50,15,40,28,31,18,34,56,44,22,35,32,55,14,29,44,19,12,42,46,36,58,28,42,38,35,47,49,40,40,50,52,42,47,15,53,43,60,54,17,51,65,40,29,53,34,69,41,38,36,45,49,0,34,45,39,17,20,40,43,23,19,27,33,27,29,52,64,19,37,31,27,31,55,53,47,28
60,31,57,56,75,98,45,38,36,34,91,49,86,76,29,50,59,24,38,32,88,78,55,64,17,69,41,63,15,48,44,65,80,64,67,6,45,26,48,82,61,47,17,24,80,75,67,19,69,58,95,88,39,84,86,11,40,77,67,93,71,4,31,29,62,34,0,80,56,18,52,26,44,53,49,50,18,59,28,83,89,35,32,47,62,10,68,86,80,62
20,48,58,83,56,62,80,61,100,89,11,54,19,43,55,63,30,71,50,70,23,6,27,33,75,68,43,17,89,38,37,47,10,34,73,74,71,78,59,2,67,67,83,94,40,19,53,60,62,60,16,10,48,17,61,85,59,48,19,57,31,83,73,84,65,45,80,0,55,62,32,81,73,33,35,45,76,26,67,28,51,53,74,54,17,76,68,20,18,18
48,45,4,29,19,41,87,18,55,43,60,72,72,24,29,79,25,66,58,72,75,58,31,66,65,16,52,41,56,55,30,12,48,68,20,51,20,36,74,55,12,79,47,55,28,38,11,41,14,5,70,66,56,46,29,66,16,23,35,37,26,57,73,79,11,39,56,55,0,40,27,39,22,24,25,64,66,55,66,39,34,22,30,70,45,46,16,47,68,40
44,18,42,48,59,80,50,23,41,34,73,43,71,58,10,47,40,27,29,34,74,62,37,51,25,54,28,45,27,35,26,48,62,52,55,12,34,22,44,64,47,46,22,33,61,57,51,3,54,43,78,71,29,66,69,27,25,60,49,75,52,21,35,39,48,17,18,62,40,0,33,24,34,34,31,40,26,44,29,64,71,18,24,41,45,13,54,67,65,45
20,26,31,53,38,55,68,29,68,57,41,48,46,30,24,56,7,51,36,54,49,33,4,39,53,43,29,15,59,29,8,25,29,40,48,46,40,46,51,33,39,58,52,62,32,23,31,32,39,32,48,42,34,32,47,60,28,34,15,49,21,55,56,65,38,20,52,32,27,33,0,49,42,3,3,39,54,27,49,31,44,21,42,46,18,46,43,33,42,14
65,42,39,30,58,80,70,22,18,9,90,68,93,63,26,71,53,48,54,56,96,81,54,76,42,47,53,64,18,60,44,51,78,77,44,25,22,3,68,82,39,69,9,15,67,70,50,28,50,39,97,91,54,80,67,37,24,62,64,77,62,25,55,56,41,40,26,81,39,24,49,0,20,48,46,65,43,67,51,75,74,27,9,65,65,16,46,81,87,63
62,47,20,14,39,61,84,14,33,21,81,76,88,46,28,81,43,61,61,69,92,76,47,77,58,27,57,57,38,62,40,35,69,78,24,41,2,18,77,74,19,80,30,35,51,59,32,37,30,20,90,84,60,68,48,55,14,45,54,58,49,44,69,72,21,43,44,73,22,34,42,20,0,40,39,70,59,67,63,61,55,23,11,73,61,33,26,68,84,56
23,29,28,51,34,52,71,27,67,56,41,52,48,27,25,59,5,54,39,57,52,35,6,42,55,40,32,17,59,33,10,22,29,44,45,47,38,45,55,34,36,61,52,62,29,22,28,34,35,30,49,44,37,31,44,61,26,31,15,46,18,56,59,68,35,23,53,33,24,34,3,48,40,0,3,42,56,31,52,30,41,21,41,50,21,47,40,33,44,16
23,25,29,51,37,55,68,26,65,54,44,49,49,31,21,56,9,50,35,53,52,36,7,41,51,42,28,18,56,30,6,25,32,42,46,43,37,43,51,36,37,58,49,59,33,25,30,30,38,31,51,45,34,35,47,57,25,34,18,50,22,53,55,64,37,19,49,35,25,31,3,46,39,3,0,40,52,29,48,33,44,18,39,46,21,43,42,36,44,17
26,23,68,84,77,93,35,56,82,75,56,10,42,69,42,18,46,31,11,27,42,40,38,15,38,81,13,36,64,9,34,65,51,15,84,45,70,63,14,47,75,22,62,72,70,53,71,37,77,69,55,48,11,58,86,50,57,74,45,88,58,54,30,42,75,27,50,45,64,40,39,65,70,42,40,0,38,18,26,64,82,47,64,9,30,52,81,61,35,36
56,28,68,72,85,106,27,49,54,52,88,34,79,82,36,33,62,7,27,14,80,73,56,53,1,81,33,61,33,40,46,73,79,54,81,18,60,43,32,78,73,29,35,42,85,76,77,24,80,69,89,83,29,85,95,12,51,85,68,101,75,21,13,13,74,33,18,76,66,26,54,43,59,56,52,38,0,52,12,86,96,44,48,32,58,27,80,86,72,61
