60,78,21,22,48,84,69,79,51,66,105,96,53,50,41,13,37,83,89,85,78,84,0,44,22,102,34,64,41,41,56,57,29,62,82,10,33,17,63,53,71,73,103,53,47,59,53,67,10,18,48,40,61,77,48,26,30,59,33,96,53,49,10,9,47,55,58,112,81,54,61,11,59,66,56,97,41,99,61,89,22,41,63,58,22,65,43,34,24,74,33,40,88,20,24,80,33,94,12,51,90,25,68,75
73,52,25,38,43,60,26,85,39,44,71,58,24,20,8,39,34,90,54,50,37,62,44,0,27,70,69,69,37,61,57,64,38,61,62,55,57,59,52,14,56,66,66,43,10,18,9,82,35,27,22,59,65,72,75,26,53,78,12,77,23,66,53,53,32,77,41,76,63,71,31,55,53,24,25,60,73,101,51,85,47,48,80,77,29,61,74,12,20,78,49,7,69,28,22,75,75,83,46,33,75,47,75,69
52,55,5,10,29,62,48,67,30,44,82,73,45,41,28,12,17,72,66,63,57,62,22,27,0,79,41,51,22,36,40,45,14,46,61,30,30,33,43,31,51,55,80,33,26,37,37,60,18,7,25,34,47,60,48,26,27,54,15,76,45,42,27,28,25,52,36,89,60,48,38,30,41,51,47,74,45,86,42,73,20,27,57,53,1,48,47,22,11,62,24,26,67,20,18,63,49,76,20,28,70,20,56,58
80,25,82,82,59,23,50,75,54,37,6,18,91,88,79,90,66,78,17,20,39,26,102,70,79,0,105,69,64,86,62,69,75,59,28,108,89,108,47,56,40,50,16,53,61,52,70,87,97,85,54,85,66,54,98,95,87,90,75,28,90,83,105,106,55,94,46,14,32,85,42,107,53,74,89,16,104,77,49,59,89,71,88,89,80,55,103,81,83,69,80,78,29,94,90,55,120,46,96,51,37,86,73,52
37,80,44,31,46,83,88,56,52,69,110,105,85,81,69,30,42,59,97,94,94,81,34,69,41,105,0,45,43,20,45,41,34,50,79,26,16,19,59,71,67,62,111,52,67,77,79,40,43,43,61,21,45,63,17,60,18,31,57,90,85,27,24,26,53,25,59,118,77,29,70,24,53,93,87,106,7,76,56,72,22,34,36,30,40,54,9,63,50,54,25,67,83,53,55,65,16,82,24,57,81,23,47,62
11,46,56,43,27,46,75,15,31,40,75,76,93,89,75,51,36,21,67,66,75,43,64,69,51,69,45,0,32,26,12,6,37,11,41,63,32,58,25,62,29,19,80,28,61,65,77,18,66,58,49,26,4,18,32,77,34,21,62,48,92,18,59,61,38,26,33,83,37,17,50,61,19,91,94,75,41,35,23,26,42,24,18,20,50,14,39,71,62,10,30,73,42,72,70,19,62,36,52,39,37,39,5,18
35,38,26,19,7,43,48,48,10,26,67,62,61,56,42,28,4,53,53,51,52,43,41,37,22,64,43,32,0,27,19,26,12,24,41,45,27,44,22,32,30,33,68,12,30,37,46,45,39,29,20,26,27,38,41,47,24,41,30,55,60,30,41,43,10,42,17,75,40,35,27,44,19,60,62,62,43,65,20,51,24,11,43,40,21,26,44,39,31,41,18,40,47,42,39,41,56,54,32,13,49,22,37,36
19,60,40,25,28,63,75,38,34,50,90,87,81,77,63,30,28,42,79,76,79,61,41,61,36,86,20,26,27,0,24,20,23,29,59,38,7,33,38,59,46,41,93,33,56,64,70,26,46,41,47,1,25,43,14,60,10,18,50,70,81,8,34,36,38,16,40,99,56,13,54,35,32,85,83,87,17,59,36,52,19,16,22,17,34,33,17,58,47,35,11,61,62,53,54,45,36,61,29,40,60,17,28,42
20,38,45,34,14,39,62,28,18,29,67,66,81,76,62,43,24,33,57,56,63,37,56,57,40,62,45,12,19,24,0,8,27,6,35,57,29,54,15,49,22,18,71,15,48,52,65,29,57,47,36,23,8,21,35,66,29,28,50,45,80,21,53,55,25,32,21,76,32,23,37,55,9,78,82,66,42,45,13,32,35,14,28,28,39,9,41,59,51,21,23,60,38,61,59,23,60,39,45,26,36,31,18,19
11,45,50,37,21,46,70,22,26,38,75,74,87,83,69,45,30,27,65,64,72,43,57,64,45,69,41,6,26,20,8,0,31,10,41,57,27,53,23,57,29,21,79,23,56,60,72,20,60,52,44,20,4,22,29,71,28,20,56,50,87,14,53,55,33,24,30,83,38,15,46,55,17,86,88,74,37,41,21,31,35,18,19,20,44,14,36,65,56,16,24,67,43,65,64,24,57,41,46,34,40,32,11,21
37,50,19,7,18,55,54,53,22,38,79,72,59,54,40,16,9,58,64,62,60,55,29,38,14,75,34,37,12,23,27,31,0,33,53,33,19,32,33,37,42,43,79,24,33,43,47,46,29,20,27,21,33,48,36,40,16,40,27,67,58,29,29,31,20,39,29,86,52,34,37,31,30,62,60,73,36,72,31,60,13,13,43,39,13,36,36,35,25,48,11,38,59,34,33,51,45,65,20,24,60,11,42,45
21,35,51,40,18,36,64,24,21,29,64,64,85,81,66,49,29,30,56,54,63,33,62,61,46,59,50,11,24,29,6,10,33,0,31,63,35,60,13,52,19,12,69,17,52,54,68,29,63,53,39,29,7,14,39,72,35,31,55,40,84,25,59,61,28,35,22,73,27,26,38,61,8,81,86,64,47,41,12,26,41,21,29,30,45,3,46,64,56,18,30,65,33,67,64,17,66,33,51,28,30,38,16,12
52,11,65,61,35,6,52,47,31,18,34,38,86,83,70,69,45,51,29,30,46,2,82,62,61,28,79,41,41,59,35,41,53,31,0,87,63,85,21,49,12,22,40,29,52,47,66,59,79,68,41,58,38,26,70,83,62,62,62,14,85,56,83,84,36,66,24,42,3,57,30,85,26,75,86,36,77,53,23,33,65,46,60,61,61,27,76,70,68,41,56,69,7,80,76,28,95,24,74,33,14,62,44,24
57,83,30,26,52,89,79,77,55,72,111,103,64,60,52,18,42,81,96,93,87,88,10,55,30,108,26,63,45,38,57,57,33,63,87,0,30,7,66,62,75,75,111,57,56,68,64,63,21,27,56,37,61,78,42,37,28,55,43,100,64,46,4,2,53,50,63,119,85,51,68,2,62,77,67,105,33,97,64,89,22,42,60,54,29,67,36,45,34,73,33,50,92,31,35,81,23,96,12,56,93,25,66,76
27,63,35,20,30,66,73,46,35,52,93,88,76,72,59,23,27,50,80,78,79,65,33,57,30,89,16,32,27,7,29,27,19,35,63,30,0,25,42,57,50,47,95,35,53,62,67,33,39,35,45,6,31,49,17,54,3,25,46,74,76,16,26,29,37,22,42,101,60,21,54,28,36,81,78,89,16,66,40,59,12,17,30,24,29,39,17,53,41,42,9,57,67,47,47,51,31,68,21,40,65,11,35,48
52,83,34,26,50,88,82,71,55,71,112,105,71,66,57,20,42,75,97,94,90,87,17,59,33,108,19,58,44,33,54,53,32,60,85,7,25,0,65,65,73,72,112,56,59,71,68,57,27,31,57,32,57,74,36,44,24,48,47,98,70,41,6,7,53,43,62,119,83,45,69,5,60,82,73,106,26,92,62,85,20,40,53,47,32,64,28,50,39,68,30,55,90,37,41,77,16,93,13,57,90,23,61,73
35,22,48,41,14,24,51,37,13,15,52,51,76,72,59,50,26,42,42,40,50,22,63,52,43,47,59,25,22,38,15,23,33,13,21,66,42,65,0,41,8,14,56,9,42,42,58,43,61,51,29,38,21,20,51,67,41,44,48,33,75,36,62,64,20,48,10,60,18,38,25,65,6,70,77,50,56,50,2,33,45,25,43,43,43,11,56,57,52,30,35,57,25,63,60,23,74,33,54,18,26,41,30,17
68,38,31,40,35,46,17,77,31,31,57,45,37,34,22,44,30,82,40,36,25,49,53,14,31,56,71,62,32,59,49,57,37,52,49,62,57,65,41,0,44,55,52,34,6,6,17,77,45,35,13,58,57,62,73,39,54,74,20,63,36,63,59,60,23,74,31,62,49,67,18,61,44,28,36,46,73,92,41,74,49,44,75,73,33,52,74,25,29,70,48,22,56,40,34,65,80,71,51,23,62,48,68,59
40,17,55,49,23,17,52,39,20,14,45,46,81,77,64,58,34,43,37,36,49,14,71,56,51,40,67,29,30,46,22,29,42,19,12,75,50,73,8,44,0,12,50,17,47,45,62,48,69,58,34,46,26,19,58,74,50,50,54,25,80,43,71,72,27,54,15,54,10,45,27,73,14,73,81,45,64,48,10,30,53,33,48,49,51,15,64,63,59,32,43,62,17,71,67,21,82,26,62,24,19,50,34,16
31,29,60,51,26,27,64,26,26,26,56,58,91,86,73,60,38,30,50,49,62,24,73,66,55,50,62,19,33,41,18,21,43,12,22,75,47,72,14,55,12,0,62,22,56,56,72,37,73,63,43,41,17,6,50,80,47,40,62,28,90,36,71,73,34,45,24,64,18,36,39,73,14,84,91,58,58,36,14,19,53,32,38,40,55,8,58,71,64,19,41,71,22,76,73,9,78,21,63,33,18,49,22,3
91,33,82,85,65,34,42,88,59,42,10,7,83,81,74,92,70,92,14,17,30,38,103,66,80,16,111,80,68,93,71,79,79,69,40,111,95,112,56,52,50,62,0,59,58,47,63,98,96,85,55,92,76,67,106,92,93,100,73,44,82,92,107,108,58,104,52,10,44,94,42,110,62,64,81,6,111,92,58,73,93,77,99,99,81,66,111,78,81,81,86,74,43,92,87,68,124,61,98,55,52,90,84,65
35,27,38,31,6,31,47,42,4,16,57,53,68,64,50,40,16,47,45,42,48,30,53,43,33,53,52,28,12,33,15,23,24,17,29,57,35,56,9,34,17,22,59,0,34,37,51,44,51,41,22,32,23,28,47,58,34,43,39,42,67,33,54,55,11,45,7,65,27,37,22,56,9,63,69,54,51,57,8,41,36,18,43,42,33,17,51,48,42,35,27,48,34,54,50,31,66,42,45,11,36,33,33,25
66,42,26,35,34,50,22,77,31,34,62,51,34,30,18,39,28,82,45,42,31,52,47,10,26,61,67,61,30,56,48,56,33,52,52,56,53,59,42,6,47,56,58,34,0,12,16,75,39,29,12,54,57,63,70,34,50,72,14,67,33,60,54,54,23,72,32,68,53,65,21,56,44,29,34,52,69,92,42,75,45,41,74,71,27,52,70,20,23,70,45,17,59,34,28,66,75,73,46,23,65,43,67,60
71,36,38,46,39,44,11,79,34,30,52,39,39,36,27,50,35,84,35,31,19,47,59,18,37,52,77,65,37,64,52,60,43,54,47,68,62,71,42,6,45,56,47,37,12,0,18,81,51,41,16,62,60,63,78,45,59,78,26,61,38,67,65,66,27,79,32,57,49,72,17,68,46,27,38,41,79,93,43,75,55,48,79,77,39,54,79,30,35,72,53,26,55,45,40,66,86,71,57,26,61,53,70,60
82,55,34,47,50,63,21,93,47,48,69,56,20,18,13,49,43,98,53,49,33,66,53,9,37,70,79,77,46,70,65,72,47,68,66,64,67,68,58,17,62,72,63,51,16,18,0,91,44,36,28,69,73,79,84,32,63,87,21,80,20,75,62,62,39,87,47,73,67,81,35,64,60,14,19,58,82,108,58,91,57,57,89,86,38,68,83,19,29,86,59,13,73,35,30,82,85,88,56,39,79,56,83,75
9,65,65,50,42,64,91,18,47,58,93,94,105,100,86,56,48,20,85,84,92,61,67,82,60,87,40,18,45,26,29,20,46,29,59,63,33,57,43,77,48,37,98,44,75,81,91,0,72,66,64,27,22,34,22,85,36,8,74,64,104,18,59,62,53,15,50,102,55,12,67,61,37,105,106,94,33,36,41,37,45,34,3,9,59,32,31,82,71,20,36,84,59,79,79,34,55,50,55,54,53,43,14,35
64,73,14,22,47,80,60,82,48,62,99,89,43,39,31,15,35,87,83,79,70,81,10,35,18,97,43,66,39,46,57,60,29,63,79,21,39,27,61,45,69,73,96,51,39,51,44,72,0,11,42,45,63,77,55,16,35,64,24,94,43,54,20,19,43,61,55,105,78,59,55,22,59,56,46,90,49,101,60,90,26,42,69,63,18,65,51,24,15,77,36,30,86,10,14,80,44,94,18,46,88,28,70,75
58,62,3,15,36,69,51,74,37,51,88,78,41,37,25,12,24,79,71,68,60,69,18,27,7,85,43,58,29,41,47,52,20,53,68,27,35,31,51,35,58,63,85,41,29,41,36,66,11,0,31,39,54,68,52,19,31,59,15,83,41,48,25,25,32,57,43,94,67,54,43,27,48,50,44,79,48,93,49,80,23,34,63,58,7,55,50,19,7,68,30,24,75,13,12,71,48,84,19,35,77,24,63,65
55,32,27,31,22,40,28,64,18,22,57,47,47,43,29,37,18,69,40,37,33,41,48,22,25,54,61,49,20,47,36,44,27,39,41,56,45,57,29,13,34,43,55,22,12,16,28,64,42,31,0,45,44,50,61,42,43,61,21,56,46,50,52,53,10,62,19,63,41,55,12,55,31,41,47,49,62,79,29,62,40,31,63,60,26,39,63,29,28,57,36,28,48,40,35,53,71,61,44,10,53,38,55,47
20,59,39,24,27,62,74,39,33,49,89,86,80,75,62,29,27,43,77,75,78,60,40,59,34,85,21,26,26,1,23,20,21,29,58,37,6,32,38,58,46,41,92,32,54,62,69,27,45,39,45,0,24,42,15,59,9,20,49,69,79,9,33,36,36,17,39,98,56,14,53,35,31,83,82,86,18,59,35,52,18,15,24,18,33,33,18,57,45,36,10,60,62,52,52,45,37,61,28,39,60,16,28,41
14,43,52,40,22,43,70,20,26,36,72,72,89,84,70,48,32,25,63,62,70,40,61,65,47,66,45,4,27,25,8,4,33,7,38,61,31,57,21,57,26,17,76,23,57,60,73,22,63,54,44,24,0,18,33,73,32,23,58,46,88,19,57,59,33,28,29,80,35,19,45,59,15,86,90,72,41,38,19,28,39,20,22,23,46,11,40,67,58,14,27,68,39,68,66,20,61,37,49,34,36,36,10,17
29,35,65,55,31,33,71,20,33,33,60,64,97,93,79,64,43,24,56,55,68,28,77,72,60,54,63,18,38,43,21,22,48,14,26,78,49,74,20,62,19,6,67,28,63,63,79,34,77,68,50,42,18,0,50,86,50,38,68,30,96,36,74,76,40,44,31,69,23,35,46,76,19,90,97,63,59,29,20,12,56,36,35,38,60,12,58,77,70,14,44,77,25,81,78,3,79,19,66,39,19,52,19,3
21,73,53,37,42,75,89,40,48,63,103,101,94,89,76,40,42,42,92,90,93,72,48,75,48,98,17,32,41,14,35,29,36,39,70,42,17,36,51,73,58,50,106,47,70,78,84,22,55,52,61,15,33,50,0,71,21,14,64,79,93,14,39,41,52,7,54,111,67,14,68,40,44,99,96,101,10,59,48,57,29,30,19,13,47,43,8,71,59,39,25,75,72,64,65,52,32,69,37,54,69,28,31,50
77,75,20,35,54,82,52,93,54,64,96,85,27,23,19,30,42,98,80,76,63,83,26,26,26,95,60,77,47,60,66,71,40,72,83,37,54,44,67,39,74,80,92,58,34,45,32,85,16,19,42,59,73,86,71,0,50,79,20,97,27,67,37,36,47,76,59,102,82,73,54,38,66,43,30,86,65,112,66,98,41,53,83,78,27,74,67,14,15,88,49,19,89,6,7,89,60,100,35,50,93,43,82,83
29,62,31,16,28,65,70,48,34,51,91,87,72,68,55,20,24,53,78,76,76,64,30,53,27,87,18,34,24,10,29,28,16,35,62,28,3,24,41,54,50,47,93,34,50,59,63,36,35,31,43,9,32,50,21,50,0,29,42,74,72,18,24,26,35,26,41,99,60,24,52,26,36,78,74,87,19,68,39,60,8,16,33,28,25,39,20,49,37,44,7,53,66,43,44,52,32,68,18,38,66,7,37,48
9,66,59,44,39,67,89,25,45,58,95,95,99,95,81,49,44,28,86,85,91,64,59,78,54,90,31,21,41,18,28,20,40,31,62,55,25,48,44,74,50,40,100,43,72,78,87,8,64,59,61,20,23,38,14,79,29,0,68,69,99,11,51,53,51,6,50,104,58,6,65,52,37,101,101,95,24,44,42,44,38,30,5,1,53,34,23,76,65,26,29,79,63,72,72,39,46,56,47,52,58,36,19,39
64,54,13,26,36,61,36,78,35,44,76,65,31,26,12,27,26,83,60,56,46,63,33,12,15,75,57,62,30,50,50,56,27,55,62,43,46,47,48,20,54,62,73,39,14,26,21,74,24,15,21,49,58,68,64,20,42,68,0,77,30,56,41,41,28,67,39,82,62,62,34,43,48,36,32,67,61,96,47,80,35,39,71,67,17,56,62,9,9,72,39,11,69,19,14,71,63,81,34,30,74,35,67,65
59,24,80,74,48,17,64,49,45,33,34,43,101,97,85,83,59,52,37,39,57,14,96,77,76,28,90,48,55,70,45,50,67,40,14,100,74,98,33,63,25,28,44,42,67,61,80,64,94,83,56,69,46,30,79,97,74,69,77,0,100,65,96,98,50,74,39,42,15,65,45,98,38,88,100,42,87,49,35,31,78,58,66,68,76,36,86,85,83,45,68,84,8,95,91,30,106,18,87,47,10,75,50,29
95,75,40,56,66,82,40,108,63,67,89,75,0,4,17,54,56,113,72,69,52,85,53,23,45,90,85,92,60,81,80,87,58,84,85,64,76,70,75,36,80,90,82,67,33,38,20,104,43,41,46,79,88,96,93,27,72,99,30,100,0,87,64,63,56,97,65,92,86,93,54,65,77,20,3,77,89,125,75,109,64,70,102,98,46,85,91,22,34,102,69,19,92,33,29,99,87,107,60,57,98,65,98,93
11,58,47,32,29,60,78,30,35,49,88,87,88,83,69,38,32,34,78,76,81,58,49,66,42,83,27,18,30,8,21,14,29,25,56,46,16,41,36,63,43,36,92,33,60,67,75,18,54,48,50,9,19,36,14,67,18,11,56,65,87,0,42,45,40,12,40,97,53,5,55,44,30,90,89,87,22,50,34,45,27,18,15,10,41,29,21,64,54,27,18,67,58,61,61,38,43,55,37,42,55,25,20,36
54,80,28,22,48,85,76,73,52,68,108,100,64,60,50,15,38,77,93,90,85,84,10,53,27,105,24,59,41,34,53,53,29,59,83,4,26,6,62,59,71,71,107,54,54,65,62,59,20,25,52,33,57,74,39,37,24,51,41,96,64,42,0,2,49,46,59,115,81,47,64,2,58,76,67,101,31,93,60,85,18,38,56,50,26,63,33,44,32,69,29,49,88,31,34,76,23,92,8,53,88,21,62,72
56,81,28,24,49,86,76,75,53,69,109,101,63,59,50,16,39,79,94,90,85,86,9,53,28,106,26,61,43,36,55,55,31,61,84,2,29,7,64,60,72,73,108,55,54,66,62,62,19,25,53,36,59,76,41,36,26,53,41,98,63,45,2,0,50,48,60,116,82,49,65,2,60,75,66,102,33,95,62,87,20,40,58,52,27,64,35,43,32,71,31,48,90,29,33,78,24,94,10,54,90,23,64,74
44,30,29,27,11,36,38,53,7,18,58,51,56,52,38,35,11,58,43,41,41,37,47,32,25,55,53,38,10,38,25,33,20,28,36,53,37,53,20,23,27,34,58,11,23,27,39,53,43,32,10,36,33,40,52,47,35,51,28,50,56,40,49,50,0,52,11,66,35,44,16,52,21,52,57,52,54,69,19,53,34,21,52,50,25,29,54,36,32,46,28,36,42,44,40,43,66,53,40,3,46,31,44,37
15,70,57,41,41,71,90,32,47,61,100,98,98,93,80,46,44,35,90,88,93,68,55,77,52,94,25,26,42,16,32,24,39,35,66,50,22,43,48,74,54,45,104,45,72,79,87,15,61,57,62,17,28,44,7,76,26,6,67,74,97,12,46,48,52,0,52,108,63,9,67,47,41,101,100,98,18,51,45,50,34,30,11,6,51,39,16,75,63,32,28,78,68,69,70,45,40,62,43,54,64,33,25,44
41,21,40,36,12,26,41,47,7,9,50,46,66,62,49,45,20,52,38,35,41,26,58,41,36,46,59,33,17,40,21,30,29,22,24,63,42,62,10,31,15,24,52,7,32,32,47,50,55,43,19,39,29,31,54,59,41,50,39,39,65,40,59,60,11,52,0,58,23,44,16,61,13,59,66,46,58,60,10,43,42,25,50,49,36,21,58,48,43,40,34,47,31,55,52,34,73,42,50,9,34,39,39,27
