68,75,52,88,114,67,86,68,47,37,0,89,71,24,59,37,66,44,25,48,97,73,31,51,38,28,51,89,100,27,27,37,49,17,60,75,71,108,60,82,101,32,73,45,78,29,93,79,52,59,70,57,74,58,88,85,73,65,88,53,62,27,65,100,72,73,66,36,91,50,91,90,75,28,32,20,85,66,92,40
28,18,54,45,51,24,37,29,94,56,89,0,77,64,97,54,102,46,89,90,16,47,59,82,58,78,78,36,39,67,66,55,40,74,50,82,54,39,34,19,36,70,56,67,58,71,32,34,60,43,22,47,26,31,64,6,54,42,13,85,70,88,89,14,44,38,41,68,20,39,48,60,43,63,57,81,27,52,23,92
80,59,88,40,63,56,102,80,34,73,71,77,0,59,28,48,29,50,91,30,93,30,51,22,78,86,20,103,111,46,72,46,65,56,28,6,22,65,48,58,110,82,22,92,21,42,103,44,93,84,75,87,84,68,25,70,23,35,65,21,9,46,16,78,32,39,90,36,93,66,40,30,34,51,54,82,94,24,61,38
45,51,35,67,92,43,65,45,48,18,24,64,59,0,58,14,65,20,33,47,73,53,8,45,21,27,43,67,79,13,13,16,25,11,41,65,53,85,36,58,79,23,55,34,60,19,71,56,38,39,46,38,51,34,71,60,55,44,63,48,50,32,59,76,52,51,46,23,67,26,71,72,54,7,8,24,62,47,68,43
92,79,92,67,91,73,115,93,11,76,59,97,28,58,0,53,7,59,83,11,111,54,53,14,79,82,18,116,126,44,71,51,74,49,46,27,47,92,64,80,126,80,47,93,48,38,118,67,96,92,90,94,97,79,53,90,48,55,87,12,28,31,12,101,55,61,99,36,110,75,68,58,58,51,56,76,109,46,85,18
41,39,40,53,77,31,63,41,45,25,37,54,48,14,53,0,60,8,48,43,65,39,6,38,29,40,36,65,75,12,25,2,21,20,26,54,39,71,23,45,75,35,41,43,46,17,67,42,45,39,40,40,46,28,57,49,41,29,51,41,38,34,51,64,37,37,46,17,61,22,56,58,39,8,6,38,58,33,55,41
99,84,100,70,93,79,121,99,18,83,66,102,29,65,7,60,0,66,90,18,117,58,60,21,87,89,24,123,132,52,78,58,81,57,51,27,50,95,69,84,132,88,50,100,51,46,124,71,104,100,96,101,104,86,54,95,51,60,92,18,32,38,13,105,59,66,106,43,115,82,70,60,61,59,63,83,115,50,89,25
33,30,37,48,71,22,56,33,52,24,44,46,50,20,59,8,66,0,52,50,57,35,13,44,29,43,41,57,68,21,28,9,15,28,25,56,37,64,15,38,67,37,40,43,44,25,59,36,43,34,31,36,39,20,55,41,39,25,43,47,41,42,56,56,33,31,40,24,53,16,52,55,35,16,12,43,50,31,47,49
63,80,40,101,124,72,75,63,72,33,25,89,91,33,83,48,90,52,0,72,93,87,42,73,31,11,73,79,90,44,24,49,49,35,75,96,87,116,68,88,92,19,89,28,94,49,84,89,37,50,67,47,68,58,104,87,89,77,92,76,82,52,88,102,85,84,56,55,85,50,104,106,87,41,42,9,78,81,98,65
83,72,82,65,91,66,106,84,3,65,48,90,30,47,11,43,18,50,72,0,104,51,42,9,69,71,13,108,118,34,60,41,64,38,41,32,45,90,57,75,117,69,46,82,48,27,109,63,86,83,81,83,89,70,55,84,46,50,82,9,27,20,18,96,52,57,90,26,102,65,67,59,55,41,46,64,100,42,81,8
29,33,54,61,65,38,27,30,108,61,97,16,93,73,111,65,117,57,93,104,0,63,69,97,62,81,93,24,24,78,71,66,47,83,65,98,71,52,47,36,21,73,72,67,75,82,19,50,59,43,26,47,24,38,80,22,71,57,30,99,86,100,105,24,61,54,38,80,8,46,65,77,60,73,67,86,18,68,39,105
55,30,70,15,41,29,76,56,55,60,73,47,30,53,54,39,58,35,87,51,63,0,44,42,64,79,38,76,83,45,63,37,46,56,13,35,8,39,24,27,81,72,8,78,12,45,75,13,77,64,49,67,58,45,20,40,7,10,35,43,26,58,45,47,2,8,67,39,64,46,18,20,3,46,45,77,67,9,30,56
43,44,39,59,83,36,65,43,44,23,31,59,51,8,53,6,60,13,42,42,69,44,0,39,27,35,37,67,78,9,21,7,23,14,32,57,44,77,29,51,78,31,47,41,51,15,70,48,43,40,43,41,49,31,62,55,46,35,57,42,42,31,53,70,43,43,47,17,65,25,62,63,45,3,3,33,61,38,61,40
78,64,78,56,81,59,100,78,13,62,51,82,22,45,14,38,21,44,73,9,97,42,39,0,66,71,3,102,111,31,58,36,59,38,32,25,35,81,49,66,111,68,36,80,38,26,103,54,83,78,75,79,83,64,45,76,37,41,74,3,17,24,14,87,43,48,85,22,95,60,57,50,45,38,42,65,94,33,72,15
32,50,14,76,97,43,47,32,70,4,38,58,78,21,79,29,87,29,31,69,62,64,27,66,0,19,64,50,62,35,11,31,20,32,54,83,66,88,41,59,63,11,69,14,73,41,55,62,16,21,36,19,38,27,84,56,68,53,62,69,68,54,80,72,62,59,28,44,55,20,80,84,64,28,24,23,48,60,70,65
51,69,29,92,114,61,64,51,71,21,28,78,86,27,82,40,89,43,11,71,81,79,35,71,19,0,69,67,79,40,15,42,38,32,67,92,79,106,58,78,80,8,82,18,86,45,73,79,26,38,56,35,56,46,97,75,81,68,81,74,77,52,85,91,77,75,45,50,73,39,95,98,79,35,34,8,66,73,88,65
74,60,76,52,78,55,97,74,17,60,51,78,20,43,18,36,24,41,73,13,93,38,37,3,64,69,0,98,108,30,57,34,56,37,29,24,31,77,45,62,107,67,33,78,35,24,99,50,81,75,71,77,79,61,43,72,33,37,70,6,14,25,15,83,39,44,82,20,91,57,54,47,41,36,40,64,90,29,68,18
24,46,38,79,87,47,3,23,110,51,89,36,103,67,116,65,123,57,79,108,24,76,67,102,50,67,98,0,11,76,61,66,43,79,74,109,83,75,55,53,13,60,84,50,88,82,6,65,42,29,27,32,19,37,96,40,83,68,49,104,95,98,112,48,74,67,22,82,16,42,82,93,73,70,64,74,9,79,59,106
34,52,49,84,89,54,14,34,120,63,100,39,111,79,126,75,132,68,90,118,24,83,78,111,62,79,108,11,0,87,73,77,54,90,83,117,90,76,63,58,3,71,92,61,95,92,8,71,53,41,36,43,28,47,102,44,90,75,53,114,103,109,121,48,81,74,34,92,19,53,87,99,80,81,75,85,17,87,62,117
53,51,48,61,86,43,74,53,35,31,27,67,46,13,44,12,52,21,44,34,78,45,9,31,35,40,30,76,87,0,27,12,33,10,32,52,43,81,35,57,87,37,46,48,50,6,79,51,52,49,52,50,58,40,60,62,45,37,63,34,37,22,45,76,44,46,57,10,74,34,64,63,47,7,12,35,70,38,66,30
42,55,25,77,100,47,58,41,61,10,27,66,72,13,71,25,78,28,24,60,71,63,21,58,11,15,57,61,73,27,0,27,25,22,52,78,64,91,43,64,74,10,67,21,71,32,66,64,27,32,45,30,47,34,82,63,66,53,67,61,63,43,73,78,62,60,39,37,65,26,80,83,64,21,19,15,58,58,74,55
42,39,42,51,76,31,64,42,44,27,37,55,46,16,51,2,58,9,49,41,66,37,7,36,31,42,34,66,77,12,27,0,23,20,25,52,37,70,23,45,77,37,39,45,44,16,68,41,47,41,41,42,48,29,55,49,39,28,51,40,36,33,49,64,36,35,48,15,62,24,55,56,38,9,8,40,59,31,54,40
20,30,23,57,77,23,41,20,67,17,49,40,65,25,74,21,81,15,49,64,47,46,23,59,20,38,56,43,54,33,25,23,0,36,38,71,50,67,22,39,54,30,52,32,57,38,46,43,30,19,20,21,26,8,67,37,51,36,42,62,56,55,71,53,44,40,25,38,42,1,61,66,45,26,20,41,37,44,49,63
56,59,46,71,96,51,76,56,39,29,17,74,56,11,49,20,57,28,35,38,83,56,14,38,32,32,37,79,90,10,22,20,36,0,42,60,54,90,43,65,91,31,56,44,60,13,82,61,49,50,57,50,62,45,71,69,56,47,71,41,46,21,52,84,55,55,58,19,78,37,74,73,57,11,16,27,74,48,75,33
51,32,62,28,54,28,73,52,45,50,60,50,28,41,46,26,51,25,75,41,65,13,32,32,54,67,29,74,83,32,52,25,38,42,0,34,12,51,19,33,82,61,14,68,19,31,74,22,68,57,47,60,55,39,30,44,14,8,41,35,20,45,39,54,12,16,62,26,65,39,31,31,15,33,33,65,66,6,39,45
86,65,94,44,66,62,108,86,35,79,75,82,6,65,27,54,27,56,96,32,98,35,57,25,83,92,24,109,117,52,78,52,71,60,34,0,27,69,54,63,116,88,27,98,25,47,109,49,99,90,81,93,90,74,27,76,28,41,71,23,15,49,15,83,37,44,96,41,99,72,44,32,39,57,59,87,100,30,65,40
61,38,74,20,46,36,82,62,48,62,71,54,22,53,47,39,50,37,87,45,71,8,44,35,66,79,31,83,90,43,64,37,50,54,12,27,0,45,29,35,89,74,2,80,7,42,82,21,80,68,56,71,64,50,17,48,1,15,43,36,18,53,37,56,10,16,73,35,71,50,22,19,11,45,45,77,74,5,38,50
64,37,87,25,12,44,76,65,94,84,108,39,65,85,92,71,95,64,116,90,52,39,77,81,88,106,77,75,76,81,91,70,67,90,51,69,45,0,48,28,73,98,45,99,44,82,70,29,95,78,57,82,63,61,42,36,44,43,27,82,64,96,81,28,38,35,78,76,58,67,25,37,36,79,76,107,66,48,18,95
32,16,46,34,56,9,54,32,60,37,60,34,48,36,64,23,69,15,68,57,47,24,29,49,41,58,45,55,63,35,43,23,22,43,19,54,29,48,0,22,62,51,31,55,35,37,55,21,53,39,27,42,36,21,45,28,30,14,28,52,40,54,58,41,22,18,43,34,46,22,38,44,23,32,28,58,46,24,31,58
37,9,59,25,38,16,53,38,78,56,82,19,58,58,80,45,84,38,88,75,36,27,51,66,59,78,62,53,58,57,64,45,39,65,33,63,35,28,22,0,56,70,36,71,38,59,50,14,66,50,30,54,38,33,44,13,35,24,7,68,52,75,71,21,25,18,51,55,38,39,29,40,24,54,50,79,43,34,10,77
34,51,51,81,86,53,16,34,120,64,101,36,110,79,126,75,132,67,92,117,21,81,78,111,63,80,107,13,3,87,74,77,54,91,82,116,89,73,62,56,0,73,90,64,93,93,8,69,55,42,36,45,29,47,100,42,89,74,50,114,102,110,120,45,79,72,35,92,17,53,85,97,78,81,75,87,17,85,60,117
43,61,21,85,107,54,57,43,70,13,32,70,82,23,80,35,88,37,19,69,73,72,31,68,11,8,67,60,71,37,10,37,30,31,61,88,74,98,51,70,73,0,76,13,81,42,65,72,20,31,48,28,48,38,91,67,75,62,73,71,73,52,83,83,70,68,37,47,66,31,89,92,72,31,29,13,58,68,80,64
63,39,76,19,45,37,84,64,50,65,73,56,22,55,47,41,50,40,89,46,72,8,47,36,69,82,33,84,92,46,67,39,52,56,14,27,2,45,31,36,90,76,0,83,4,44,84,22,82,70,58,73,66,52,15,49,1,17,44,37,19,55,37,56,11,17,75,37,73,53,21,16,12,48,47,80,75,8,38,51
38,61,13,89,109,55,47,38,83,18,45,67,92,34,93,43,100,43,28,82,67,78,41,80,14,18,78,50,61,48,21,45,32,44,68,98,80,99,55,71,64,13,83,0,88,54,56,75,8,24,44,20,42,37,98,65,82,67,72,83,82,65,94,80,76,73,29,58,59,32,93,98,77,41,38,26,50,75,81,77
67,42,80,19,43,41,88,68,52,69,78,58,21,60,48,46,51,44,94,48,75,12,51,38,73,86,35,88,95,50,71,44,57,60,19,25,7,44,35,38,93,81,4,88,0,48,87,24,87,75,61,78,70,56,10,52,5,21,46,39,21,58,37,58,14,20,79,42,76,57,19,12,14,52,52,84,79,13,39,54
58,54,54,60,86,46,80,58,29,37,29,71,42,19,38,17,46,25,49,27,82,45,15,26,41,45,24,82,92,6,32,16,38,13,31,47,42,82,37,59,93,42,44,54,48,0,84,52,58,55,57,56,64,45,58,65,44,38,66,29,33,17,40,79,44,46,62,6,78,39,63,61,47,13,18,40,75,37,67,25
26,44,44,76,83,46,10,26,112,56,93,32,103,71,118,67,124,59,84,109,19,75,70,103,55,73,99,6,8,79,66,68,46,82,74,109,82,70,55,50,8,65,84,56,87,84,0,63,48,34,28,37,20,39,94,37,82,67,45,106,95,101,113,43,72,66,27,84,12,45,80,91,72,73,67,79,9,78,55,109
47,19,65,14,35,21,66,48,67,59,79,34,44,56,67,42,71,36,89,63,50,13,48,54,62,79,50,65,71,51,64,41,43,61,22,49,21,29,21,14,69,72,22,75,24,52,63,0,73,58,40,61,49,39,30,27,21,14,21,56,39,67,58,34,12,6,60,47,52,43,18,27,10,50,47,79,56,21,17,67
32,57,7,87,105,51,38,31,87,20,52,60,93,38,96,45,104,43,37,86,59,77,43,83,16,26,81,42,53,52,27,47,30,49,68,99,80,95,53,66,55,20,82,8,87,58,48,73,0,17,38,13,35,33,97,60,81,66,67,86,84,70,96,74,74,70,21,61,51,30,91,97,76,45,40,34,42,74,76,82
14,40,11,72,89,36,26,13,85,21,59,43,84,39,92,39,100,34,50,83,43,64,40,78,21,38,75,29,41,49,32,41,19,50,57,90,68,78,39,50,42,31,70,24,75,55,34,58,17,0,21,4,18,18,84,42,69,53,50,81,75,71,90,57,61,56,7,56,35,18,76,83,62,42,37,44,27,63,59,80
7,21,31,54,69,20,26,7,84,35,70,22,75,46,90,40,96,31,67,81,26,49,43,75,36,56,71,27,36,52,45,41,20,57,47,81,56,57,27,30,36,48,58,44,61,57,28,40,38,21,0,25,8,12,70,21,56,41,30,78,67,74,85,36,47,41,20,56,21,19,58,68,47,46,40,60,19,51,39,81
18,45,7,76,93,40,28,18,85,20,57,47,87,38,94,40,101,36,47,83,47,67,41,79,19,35,77,32,43,50,30,42,21,50,60,93,71,82,42,54,45,28,73,20,78,56,37,61,13,4,25,0,22,22,88,47,72,56,55,82,77,71,92,61,64,60,9,58,38,20,80,87,66,43,37,42,30,66,64,81
5,29,29,63,75,28,18,6,91,37,74,26,84,51,97,46,104,39,68,89,24,58,49,83,38,56,79,19,28,58,47,48,26,62,55,90,64,63,36,38,29,48,66,42,70,64,20,49,35,18,8,22,0,18,78,27,65,49,36,85,76,80,93,40,56,50,15,63,17,24,66,76,56,52,46,62,11,60,46,88
13,23,26,53,71,18,35,13,73,25,58,31,68,34,79,28,86,20,58,70,38,45,31,64,27,46,61,37,47,40,34,29,8,45,39,74,50,61,21,33,47,38,52,37,56,45,39,39,33,18,12,22,18,0,66,29,51,35,35,67,59,62,75,44,42,38,22,44,33,7,57,65,43,34,28,49,30,45,43,69
76,49,90,19,38,50,96,76,58,80,88,64,25,71,53,57,54,55,104,55,80,20,62,45,84,97,43,96,102,60,82,55,67,71,30,27,17,42,45,44,100,91,15,98,10,58,94,30,97,84,70,88,78,66,0,58,16,31,50,46,28,67,41,61,23,28,88,52,83,67,18,5,22,63,63,95,86,23,43,61
28,11,53,39,48,18,41,29,88,54,85,6,70,60,90,49,95,41,87,84,22,40,55,76,56,75,72,40,44,62,63,49,37,69,44,76,48,36,28,13,42,67,49,65,52,65,37,27,60,42,21,47,27,29,58,0,48,35,8,78,64,82,83,15,38,31,42,62,25,36,43,54,37,58,52,78,31,46,19,86
62,38,75,19,44,36,83,62,50,64,73,54,23,55,48,41,51,39,89,46,71,7,46,37,68,81,33,83,90,45,66,39,51,56,14,28,1,44,30,35,89,75,1,82,5,44,82,21,81,69,56,72,65,51,16,48,0,16,42,38,20,55,38,55,9,16,74,37,71,52,20,17,10,47,47,79,74,7,37,52
46,24,59,23,48,21,67,46,54,49,65,42,35,44,55,29,60,25,77,50,57,10,35,41,53,68,37,68,75,37,53,28,36,47,8,41,15,43,14,24,74,62,17,67,21,38,67,14,66,53,41,56,49,35,31,35,16,0,32,43,28,53,47,46,8,8,57,32,57,36,27,30,10,37,35,67,59,11,30,53
36,12,60,31,39,20,50,37,86,59,88,13,65,63,87,51,92,43,92,82,30,35,57,74,62,81,70,49,53,63,67,51,42,71,41,71,43,27,28,7,50,73,44,72,46,66,45,21,67,50,30,55,36,35,50,8,42,32,0,76,60,82,79,13,33,26,50,62,33,42,34,47,31,60,55,83,40,41,10,85
80,67,82,57,82,61,103,81,12,65,53,85,21,48,12,41,18,47,76,9,99,43,42,3,69,74,6,104,114,34,61,40,62,41,35,23,36,82,52,68,114,71,37,83,39,29,106,56,86,81,78,82,85,67,46,78,38,43,76,0,18,26,11,89,44,50,88,25,97,63,58,50,47,41,45,68,97,35,73,16
71,53,78,39,64,48,94,72,30,64,62,70,9,50,28,38,32,41,82,27,86,26,42,17,68,77,14,95,103,37,63,36,56,46,20,15,18,64,40,52,102,73,19,82,21,33,95,39,84,75,67,77,76,59,28,64,20,28,60,18,0,39,19,73,27,33,81,27,85,57,40,32,29,42,44,73,86,18,56,33
75,71,68,73,99,64,96,75,19,51,27,88,46,32,31,34,38,42,52,20,100,58,31,24,54,52,25,98,109,22,43,33,55,21,45,49,53,96,54,75,110,52,55,65,58,17,101,67,70,71,74,71,80,62,67,82,55,53,82,26,39,0,37,96,58,61,78,20,96,56,75,71,60,28,34,45,92,49,83,13
88,72,92,56,80,67,111,89,21,76,65,89,16,59,12,51,13,56,88,18,105,45,53,14,80,85,15,112,121,45,73,49,71,52,39,15,37,81,58,71,120,83,37,94,37,40,113,58,96,90,85,92,93,75,41,83,38,47,79,11,19,37,0,92,46,52,97,35,104,72,56,47,48,52,56,80,104,37,75,26
42,25,68,41,40,33,50,43,100,69,100,14,78,76,101,64,105,56,102,96,24,47,70,87,72,91,83,48,48,76,78,64,53,84,54,83,56,28,41,21,45,83,56,80,58,79,43,34,74,57,36,61,40,44,61,15,55,46,13,89,73,96,92,0,46,39,55,75,31,52,44,57,44,73,68,94,39,55,18,99
53,28,68,16,42,27,73,53,56,58,72,44,32,52,55,37,59,33,85,52,61,2,43,43,62,77,39,74,81,44,62,36,44,55,12,37,10,38,22,25,79,70,11,76,14,44,72,12,74,61,47,64,56,42,23,38,9,8,33,44,27,58,46,46,0,6,65,38,62,44,19,22,2,45,43,76,64,9,29,56
47,21,64,16,40,21,67,48,61,55,73,38,39,51,61,37,66,31,84,57,54,8,43,48,59,75,44,67,74,46,60,35,40,55,16,44,16,35,18,18,72,68,17,73,20,46,66,6,70,56,41,60,50,38,28,31,16,8,26,50,33,61,52,39,6,0,60,41,55,40,20,26,6,45,42,75,58,15,23,61
13,42,16,74,89,39,19,13,92,29,66,41,90,46,99,46,106,40,56,90,38,67,47,85,28,45,82,22,34,57,39,48,25,58,62,96,73,78,43,51,35,37,75,29,79,62,27,60,21,7,20,9,15,22,88,42,74,57,50,88,81,78,97,55,65,60,0,63,30,24,78,87,66,50,44,51,21,68,60,87
58,50,56,54,80,43,80,58,28,40,36,68,36,23,36,17,43,24,55,26,80,39,17,22,44,50,20,82,92,10,37,15,38,19,26,41,35,76,34,55,92,47,37,58,42,6,84,47,61,56,56,58,63,44,52,62,37,32,62,25,27,20,35,75,38,41,63,0,77,39,57,54,41,16,20,46,75,30,63,25
22,33,45,64,71,36,19,23,105,54,91,20,93,67,110,61,115,53,85,102,8,64,65,95,55,73,91,16,19,74,65,62,42,78,65,99,71,58,46,38,17,66,73,59,76,78,12,52,51,35,21,38,17,33,83,25,71,57,33,97,85,96,104,31,62,55,30,77,0,40,68,79,61,68,62,79,9,68,43,102
18,29,23,57,76,22,40,18,68,17,50,39,66,26,75,22,82,16,50,65,46,46,25,60,20,39,57,42,53,34,26,24,1,37,39,72,50,67,22,39,53,31,53,32,57,39,45,43,30,18,19,20,24,7,67,36,52,36,42,63,57,56,72,52,44,40,24,39,40,0,61,67,45,27,21,42,36,45,49,64
65,37,84,4,24,39,83,66,71,76,91,48,40,71,68,56,70,52,104,67,65,18,62,57,80,95,54,82,87,64,80,55,61,74,31,44,22,25,38,29,85,89,21,93,19,63,80,18,91,76,58,80,66,57,18,43,20,27,34,58,40,75,56,44,19,20,78,57,68,61,0,13,16,64,62,95,73,26,26,72
74,47,90,15,33,48,93,75,63,80,90,60,30,72,58,58,60,55,106,59,77,20,63,50,84,98,47,93,99,63,83,56,66,73,31,32,19,37,44,40,97,92,16,98,12,61,91,27,97,83,68,87,76,65,5,54,17,30,47,50,32,71,47,57,22,26,87,54,79,67,13,0,21,65,64,96,84,25,38,66
53,27,69,13,39,27,73,54,58,60,75,43,34,54,58,39,61,35,87,55,60,3,45,45,64,79,41,73,80,47,64,38,45,57,15,39,11,36,23,24,78,72,12,77,14,47,72,10,76,62,47,66,56,43,22,37,10,10,31,47,29,60,48,44,2,6,66,41,61,45,16,21,0,47,45,78,64,12,27,59
46,47,41,61,86,39,67,46,42,24,28,63,51,7,51,8,59,16,41,41,73,46,3,38,28,35,36,70,81,7,21,9,26,11,33,57,45,79,32,54,81,31,48,41,52,13,73,50,45,42,46,43,52,34,63,58,47,37,60,41,42,28,52,73,45,45,50,16,68,27,64,65,47,0,5,31,64,40,64,38
40,43,36,59,83,35,62,40,48,20,32,57,54,8,56,6,63,12,42,46,67,45,3,42,24,34,40,64,75,12,19,8,20,16,33,59,45,76,28,50,75,29,47,38,52,18,67,47,40,37,40,37,46,28,63,52,47,35,55,45,44,34,56,68,43,42,44,20,62,21,62,64,45,5,0,32,58,39,59,43
56,71,35,91,115,63,70,56,64,25,20,81,82,24,76,38,83,43,9,64,86,77,33,65,23,8,64,74,85,35,15,40,41,27,65,87,77,107,58,79,87,13,80,26,84,40,79,79,34,44,60,42,62,49,95,78,79,67,83,68,73,45,80,94,76,75,51,46,79,42,95,96,78,31,32,0,72,71,89,58
17,37,37,69,78,38,10,17,103,48,85,27,94,62,109,58,115,50,78,100,18,67,61,94,48,66,90,9,17,70,58,59,37,74,66,100,74,66,46,43,17,58,75,50,79,75,9,56,42,27,19,30,11,30,86,31,74,59,40,97,86,92,104,39,64,58,21,75,9,36,73,84,64,64,58,72,0,70,50,100
56,35,68,24,50,32,78,57,46,56,66,52,24,47,46,33,50,31,81,42,68,9,38,33,60,73,29,79,87,38,58,31,44,48,6,30,5,48,24,34,85,68,8,75,13,37,78,21,74,63,51,66,60,45,23,46,7,11,41,35,18,49,37,55,9,15,68,30,68,45,26,25,12,40,39,71,70,0,38,47
46,19,69,23,29,26,60,47,84,66,92,23,61,68,85,55,89,47,98,81,39,30,61,72,70,88,68,59,62,66,74,54,49,75,39,65,38,18,31,10,60,80,38,81,39,67,55,17,76,59,39,64,46,43,43,19,37,30,10,73,56,83,75,18,29,23,60,63,43,49,26,38,27,64,59,89,50,38,0,84
83,74,78,71,96,68,105,83,6,61,40,92,38,43,18,41,25,49,65,8,105,56,40,15,65,65,18,106,117,30,55,40,63,33,45,40,50,95,58,77,117,64,51,77,54,25,109,67,82,80,81,81,88,69,61,86,52,53,85,16,33,13,26,99,56,61,87,25,102,64,72,66,59,38,43,58,100,47,84,0
