node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
41,34.75764012754566,97.69825678958873,-2,0,0,324,440,16,12,,,
27,40.69100349090221,23.740293072104578,2,0,0,272,353,7,12,,,
14,9.73660407748833,95.44841486595688,-2,0,0,186,264,19,13,,,
28,57.167861535927614,78.33898529023729,2,0,0,153,320,16,13,,,
95,11.106404822248583,4.755789988471726,-2,0,0,299,401,11,14,,,
29,48.63659777128858,33.362255693826185,2,0,0,174,288,15,14,,,
43,80.24162989195152,76.08416625168782,-3,0,0,310,370,8,15,,,
34,41.34865527904017,86.72995347085222,3,0,0,189,269,12,15,,,
92,66.12417110955047,28.06902767256264,-4,0,0,147,287,19,16,,,
37,37.94368992677219,54.76725604910465,4,0,0,320,439,7,16,,,
16,39.181789431320816,44.71713786004954,-3,0,0,94,184,9,17,,,
38,99.47287692291529,20.881489765928805,3,0,0,86,226,10,17,,,
13,82.58956818095743,55.811817809807195,-3,0,0,251,366,10,18,,,
39,13.049838327285713,59.49769864795068,3,0,0,7,128,18,18,,,
101,33.39709245413427,26.122726691216393,-3,0,0,229,303,8,19,,,
40,85.30489977581199,64.8215797878694,3,0,0,286,418,12,19,,,
68,45.36997923966324,62.835401787026214,-3,0,0,254,400,9,20,,,
44,25.766095800544452,15.02641388453826,3,0,0,166,306,12,20,,,
99,9.766079629238488,22.970658654125366,-2,0,0,68,198,12,21,,,
45,55.43535047583139,95.41461976365645,2,0,0,326,471,16,21,,,
42,99.50320846408792,77.06491027768476,-4,0,0,293,373,8,22,,,
47,5.699116652018343,87.37707877732396,4,0,0,310,462,16,22,,,
96,21.50352867047437,50.231796309248935,-3,0,0,58,184,9,23,,,
48,61.30150722099382,30.432104108857384,3,0,0,82,213,19,23,,,
89,51.85736586256511,74.92280947760351,-2,0,0,36,122,17,24,,,
49,56.17681489082016,22.166859160237486,2,0,0,64,153,15,24,,,
81,25.62207961778389,79.44503711399229,-4,0,0,179,333,19,25,,,
50,94.69518085075866,82.71976984650571,4,0,0,14,74,19,25,,,
32,92.08386129235956,59.423002514841805,-3,0,0,47,209,11,26,,,
52,84.36704262745806,56.02856219661058,3,0,0,327,503,10,26,,,
31,67.78830112816246,3.054579373549071,-2,0,0,26,183,18,27,,,
53,32.4991994975919,47.96633550355711,2,0,0,59,184,18,27,,,
104,5.958679397912459,71.2614470562556,-3,0,0,51,196,7,28,,,
54,94.43839754944659,69.14528873354637,3,0,0,336,430,8,28,,,
26,34.3890250922006,5.555749580856295,-3,0,0,120,235,17,29,,,
55,35.99155526795634,99.98996843022911,3,0,0,51,133,17,29,,,
36,77.71381074680353,25.835761511840794,-4,0,0,28,201,7,30,,,
56,34.57429203313879,81.3719783392098,4,0,0,208,275,6,30,,,
6,12.137240159137175,40.255327316554876,-2,0,0,246,372,6,31,,,
58,66.94362930015429,10.866539257879438,2,0,0,338,425,12,31,,,
87,40.22524450216983,30.671015399517675,-4,0,0,27,161,12,32,,,
59,99.49559437693898,16.104281653090947,4,0,0,234,295,16,32,,,
98,8.42710990778871,23.31046297225742,-3,0,0,232,367,6,33,,,
61,16.877751807186257,55.94653714523813,3,0,0,350,463,5,33,,,
62,83.63441651217336,37.694565646221534,-3,0,0,188,249,5,34,,,
63,7.7168893631758495,62.37589129084562,3,0,0,51,144,17,34,,,
83,71.64933689685883,16.5496803745687,-4,0,0,239,413,8,35,,,
66,36.14283883681766,47.41313917126456,4,0,0,307,433,6,35,,,
51,96.22380167978146,18.70571809566899,-3,0,0,75,243,15,36,,,
67,78.19636499714103,33.81417091585688,3,0,0,305,465,11,36,,,
103,82.20441894356647,2.6364636353801707,-2,0,0,139,295,19,37,,,
70,32.84747097504652,66.99246460955796,2,0,0,72,196,12,37,,,
80,74.85258268895717,2.9690928418485196,-2,0,0,305,392,7,38,,,
73,75.57754918871967,78.14596461052606,2,0,0,63,176,8,38,,,
100,70.33090268425275,57.5290794741414,-4,0,0,247,425,17,39,,,
74,65.32720194873326,47.82702112122315,4,0,0,180,252,16,39,,,
84,36.87195156186299,5.02126886114157,-2,0,0,69,230,10,40,,,
76,20.776121822591055,92.75310406435761,2,0,0,266,416,10,40,,,
30,15.255636586964505,2.683015082510365,-2,0,0,189,347,17,41,,,
77,92.21709828501851,72.38838249433441,2,0,0,167,230,15,41,,,
75,64.57996044274508,13.50445281441771,-3,0,0,271,337,15,42,,,
78,32.7047209028697,64.8840004444734,3,0,0,199,322,8,42,,,
65,69.05896751203478,7.579032244300277,-3,0,0,127,306,9,43,,,
85,63.98618033800685,44.98632356166318,3,0,0,261,422,16,43,,,
82,93.87004436893844,87.60878249181665,-4,0,0,230,368,9,44,,,
88,15.060459459176966,14.36098246056623,4,0,0,27,195,15,44,,,
46,87.82922892223849,10.68597354907056,-4,0,0,336,453,12,45,,,
90,56.44624632915005,87.32926652003145,4,0,0,226,326,13,45,,,
33,35.32953166521311,4.191359035776509,-2,0,0,245,388,15,46,,,
91,31.58724235225141,59.50465916773,2,0,0,265,361,9,46,,,
69,62.40799619903509,51.77602034034031,-4,0,0,20,159,5,47,,,
93,39.63041060948209,59.0939874300679,4,0,0,137,304,6,47,,,
19,69.6007810973377,20.348973741373644,-4,0,0,352,506,12,48,,,
94,2.0930649066047247,88.66109145985853,4,0,0,135,272,9,48,,,
71,83.71543451013387,15.381409000612711,-3,0,0,53,224,10,49,,,
97,32.869740381583334,44.014560790541324,3,0,0,130,225,10,49,,,
