58,76,39,37,33,29,59,39,51,50,60,47,84,0,66,21,54,43,33,59,75,21,68,34,17,64,77,23,52,70,46,66,46,14,33,89,37,10,46,53,15,27,77,81,13,18,70,17,57,22,82,3,79,63,87,76,74,34,49,25,94,43,45,67,59,66,41,33,53,16,70,29,30,51,28,59,48,41,52,31,73,34,17,32,31,80,75,63,73,30,48,20,41
61,98,29,65,80,45,28,94,93,73,14,23,54,66,0,87,12,23,97,15,89,46,48,51,62,3,31,56,43,25,81,67,24,54,98,38,76,56,20,97,55,87,38,41,75,52,14,49,24,88,42,68,52,59,46,62,62,78,63,77,43,84,79,82,96,86,47,68,21,77,96,37,36,37,64,28,18,26,97,62,53,43,63,97,98,106,32,26,48,91,52,68,66
73,81,60,49,36,47,79,34,51,59,81,68,102,21,87,0,75,65,17,79,84,42,86,51,32,86,97,40,70,91,52,79,67,34,15,109,43,30,67,51,34,20,96,101,16,37,92,38,77,4,102,19,97,78,106,92,89,40,62,28,114,46,52,76,60,73,57,43,73,18,75,50,51,70,38,78,69,62,50,44,90,52,31,13,10,83,95,83,91,22,62,31,53
52,89,17,54,67,35,22,81,81,62,10,11,52,54,12,75,0,10,85,15,81,34,43,39,50,12,33,43,34,25,70,59,17,41,85,42,64,44,9,85,42,74,38,41,63,39,19,36,23,76,42,55,49,51,47,57,56,66,53,64,48,72,67,73,85,76,40,56,18,64,86,24,24,27,54,28,6,13,85,50,49,34,50,85,85,96,32,22,44,78,47,55,54
46,81,6,44,57,29,22,71,71,53,16,5,53,43,23,65,10,0,74,23,74,26,41,29,39,23,37,32,28,29,60,53,17,31,74,48,54,34,8,75,31,63,40,44,54,28,27,26,28,66,45,45,49,46,50,54,52,55,44,54,54,62,57,65,75,68,37,46,22,54,77,14,13,22,48,32,4,2,75,40,46,30,39,75,75,88,36,24,43,67,45,44,45
71,72,69,47,30,62,84,21,40,55,89,76,103,33,97,17,85,74,0,92,76,54,87,54,36,96,103,44,72,97,44,76,79,43,2,114,37,43,78,39,42,13,100,105,33,45,100,50,90,20,105,30,98,77,110,91,88,34,60,25,119,37,45,70,49,65,73,41,86,20,65,60,61,74,55,92,79,71,38,44,90,67,36,24,15,72,100,89,92,11,79,32,51
68,104,29,67,78,33,38,92,94,76,24,25,67,59,15,79,15,23,92,0,96,37,58,52,59,11,45,54,50,38,83,74,12,49,92,53,76,49,15,98,50,83,51,54,66,48,29,42,9,80,55,61,64,67,60,72,72,77,67,74,58,85,80,88,98,91,33,69,7,72,100,32,33,43,52,13,19,24,97,62,64,30,59,88,90,111,45,37,59,87,37,65,68
28,11,68,38,47,91,61,55,37,25,75,70,52,75,89,84,81,74,76,96,0,81,45,47,58,91,69,54,46,70,31,22,91,67,78,76,40,77,82,40,65,64,62,64,88,64,80,75,102,88,64,73,49,31,65,35,33,44,30,55,78,38,31,8,30,10,104,42,96,65,15,72,70,53,101,106,77,73,41,44,42,95,58,96,90,19,67,64,48,65,113,55,34
57,85,24,43,48,10,46,58,65,56,43,30,75,21,46,42,34,26,54,37,81,0,61,33,27,44,63,27,45,55,57,65,25,15,54,74,48,11,26,68,18,47,65,69,29,17,53,6,36,42,70,24,70,60,75,71,70,48,51,41,80,56,55,72,72,73,23,42,31,36,80,12,15,41,23,38,29,23,67,37,66,15,27,50,52,90,61,49,64,51,32,33,47
20,55,38,41,59,67,20,73,63,39,34,35,16,68,48,86,43,41,87,58,45,61,0,34,54,51,24,45,16,25,51,22,58,54,89,32,52,63,48,68,53,74,17,20,82,50,36,57,67,89,21,68,10,14,24,13,13,55,29,62,35,57,49,39,62,45,78,46,61,68,55,48,45,19,84,71,41,41,68,42,5,69,54,99,95,63,22,21,5,77,86,55,37
24,53,23,14,29,43,31,44,41,24,39,28,50,34,51,51,39,29,54,52,47,33,34,0,19,52,48,11,18,43,30,32,45,22,55,60,25,32,37,46,20,41,46,50,48,18,48,28,57,54,51,33,45,28,55,41,39,27,17,29,64,33,27,39,45,40,56,17,51,34,48,24,22,20,55,61,34,28,45,11,38,47,19,64,61,59,46,35,39,45,65,22,15
42,60,33,20,20,37,48,32,38,33,53,40,70,17,62,32,50,39,36,59,58,27,54,19,0,62,66,8,38,60,31,49,48,11,37,78,21,19,44,41,9,24,65,69,30,10,63,20,60,35,70,15,64,47,74,60,58,20,32,15,83,29,29,50,45,49,50,17,55,15,54,26,26,38,43,63,43,36,40,14,58,42,0,45,41,65,64,53,59,28,59,6,24
63,100,29,66,80,42,31,94,94,74,16,23,58,64,3,86,12,23,96,11,91,44,51,52,62,0,35,55,45,28,82,69,21,53,97,42,77,55,18,98,54,86,42,44,73,51,18,47,20,87,45,66,55,61,49,65,64,78,64,77,47,85,80,84,97,88,44,69,18,76,97,36,36,38,61,24,18,25,97,63,56,40,62,95,96,107,35,29,51,90,49,68,67
44,80,38,60,77,66,18,92,85,61,22,32,24,77,31,97,33,37,103,45,69,63,24,48,66,35,0,58,31,8,73,47,50,63,104,11,72,70,41,90,62,90,8,9,89,59,17,62,55,100,10,78,23,39,14,36,37,74,51,78,16,78,70,64,85,70,73,64,51,82,80,50,48,28,85,59,35,39,90,59,28,66,67,109,107,88,2,14,21,94,80,70,58
35,58,26,16,24,37,40,38,40,29,45,33,61,23,56,40,43,32,44,54,54,27,45,11,8,55,58,0,29,52,31,42,44,12,45,69,23,22,38,44,10,32,56,61,37,9,55,20,56,43,61,22,56,39,66,52,50,23,26,21,74,31,29,46,46,46,50,15,51,24,53,22,21,29,46,60,37,30,43,10,49,42,8,53,50,63,55,44,50,36,59,12,20
18,55,24,28,46,52,16,61,54,31,29,24,32,52,43,70,34,28,72,50,46,45,16,18,38,45,31,29,0,28,41,24,46,38,74,42,40,47,36,58,36,59,28,32,65,34,36,41,56,73,33,51,27,17,37,26,25,43,20,47,46,47,39,38,55,43,64,33,51,53,53,32,30,6,68,61,31,28,58,28,21,55,38,82,79,62,28,20,21,63,72,40,26
43,80,31,55,73,58,12,88,82,59,14,24,29,70,25,91,25,29,97,38,70,55,25,43,60,28,8,52,28,0,69,47,42,56,98,18,68,62,33,87,56,84,13,16,82,53,11,55,47,93,17,71,27,39,22,39,39,70,48,73,24,74,67,63,83,69,65,60,43,76,79,43,40,23,77,52,27,31,86,54,30,58,61,102,101,88,7,7,24,88,72,65,54
31,30,53,16,15,68,58,25,12,12,68,58,65,46,81,52,70,60,44,83,31,57,51,30,31,82,73,31,41,69,0,34,74,42,47,82,9,50,67,17,39,32,68,71,58,39,77,51,86,56,72,44,60,37,75,50,47,12,21,23,86,7,2,25,15,21,81,15,81,34,24,53,51,46,74,90,64,58,17,20,52,72,30,64,58,33,70,62,56,33,89,26,15
7,33,48,30,46,74,38,59,45,22,52,49,33,66,67,79,59,53,76,74,22,65,22,32,49,69,47,42,24,47,34,0,71,54,78,54,38,64,61,49,52,63,40,42,79,50,57,60,81,83,42,64,28,8,44,16,13,42,17,51,57,41,32,17,42,23,87,35,76,60,33,55,52,31,88,86,56,53,50,34,20,78,49,92,87,41,44,41,26,65,95,48,25
63,97,22,58,68,21,38,81,84,69,27,22,69,46,24,67,17,17,79,12,91,25,58,45,48,21,50,44,46,42,74,71,0,37,79,59,67,36,9,88,39,71,55,58,53,37,35,29,12,67,59,49,65,64,64,71,70,67,61,63,65,75,72,82,89,85,23,59,7,60,93,21,23,40,40,16,16,18,87,53,64,18,48,75,77,104,49,39,60,75,30,54,60
47,70,26,28,32,26,44,43,49,41,46,33,70,14,54,34,41,31,43,49,67,15,54,22,11,53,63,12,38,56,42,54,37,0,43,74,33,10,34,52,2,33,63,67,27,4,57,9,49,36,68,14,65,51,73,63,61,32,38,26,80,40,40,58,56,58,39,27,44,23,64,17,17,36,34,52,35,28,51,22,59,31,11,46,45,75,61,49,59,37,47,17,32
73,74,69,49,32,61,85,24,42,57,90,77,105,33,98,15,85,74,2,92,78,54,89,55,37,97,104,45,74,98,47,78,79,43,0,115,40,43,78,42,43,15,102,106,31,46,100,50,90,18,107,30,100,79,111,93,90,36,62,27,120,40,48,72,52,68,72,43,86,21,68,60,61,75,54,92,79,72,40,46,92,67,37,21,13,75,101,90,94,13,78,33,53
52,87,50,70,88,77,30,103,95,71,32,43,25,89,38,109,42,48,114,53,76,74,32,60,78,42,11,69,42,18,82,54,59,74,115,0,82,81,51,100,74,101,14,11,101,71,24,74,63,111,12,89,27,47,11,41,42,85,61,89,5,88,80,71,94,78,83,75,59,94,88,61,59,39,96,67,46,50,100,70,34,77,78,121,119,95,13,25,28,105,89,81,68
34,40,47,12,7,59,55,21,17,17,64,53,68,37,76,43,64,54,37,76,40,48,52,25,21,77,72,23,40,68,9,38,67,33,40,82,0,41,61,21,30,24,68,72,48,31,74,42,79,47,72,34,62,40,76,53,51,3,23,14,86,8,9,33,23,30,72,7,74,25,33,45,44,44,64,83,59,52,20,14,54,64,21,56,49,43,69,60,57,26,80,16,14
57,79,31,38,39,19,52,48,57,51,51,38,79,10,56,30,44,34,43,49,77,11,63,32,19,55,70,22,47,62,50,64,36,10,43,81,41,0,36,59,12,36,70,75,19,14,62,7,47,31,76,12,74,61,80,73,71,39,48,31,87,48,49,68,64,68,32,36,43,25,74,20,21,45,24,49,38,32,58,32,69,25,19,40,41,84,68,56,68,40,40,24,42
54,89,14,51,63,26,28,76,78,61,19,12,59,46,20,67,9,8,78,15,82,26,48,37,44,18,41,38,36,33,67,61,9,34,78,51,61,36,0,82,35,68,45,49,55,33,28,28,20,68,50,48,55,54,55,61,60,62,52,59,57,69,65,73,82,76,32,53,14,58,85,17,17,30,45,24,6,9,81,47,54,25,44,76,77,96,40,30,50,72,39,50,53
48,33,68,31,20,78,75,17,4,28,85,74,82,53,97,51,85,75,39,98,40,68,68,46,41,98,90,44,58,87,17,49,88,52,42,100,21,59,82,0,50,30,85,88,62,51,94,62,100,56,89,50,77,54,92,65,63,20,38,28,103,13,19,37,10,30,92,28,95,37,27,66,65,63,81,104,80,73,1,35,69,84,40,62,54,33,87,79,73,29,100,35,32
45,67,26,26,30,28,44,41,47,39,46,33,69,15,55,34,42,31,42,50,65,18,53,20,9,54,62,10,36,56,39,52,39,2,43,74,30,12,35,50,0,32,62,66,28,2,57,11,51,37,67,15,64,49,72,61,59,30,36,24,79,38,38,56,54,56,41,24,46,22,62,18,18,35,36,54,36,28,49,20,58,33,9,46,45,72,60,48,58,36,50,15,30
58,61,57,34,17,56,72,14,30,42,78,65,90,27,87,20,74,63,13,83,64,47,74,41,24,86,90,32,59,84,32,63,71,33,15,101,24,36,68,30,32,0,88,92,32,35,88,41,83,25,93,23,85,64,97,77,75,21,47,12,106,26,33,58,39,53,68,28,78,10,55,50,50,61,53,85,68,61,29,31,77,61,24,32,25,63,87,77,79,4,75,19,38
38,73,40,56,74,69,19,89,80,56,27,35,16,77,38,96,38,40,100,51,62,65,17,46,65,42,8,56,28,13,68,40,55,63,102,14,68,70,45,85,62,88,0,4,90,59,24,63,61,99,5,77,15,32,10,28,29,70,46,75,18,74,65,57,79,63,78,61,56,81,73,52,49,26,88,65,39,42,85,56,20,70,65,109,106,81,6,16,14,91,85,68,53
41,75,44,60,78,73,23,93,84,60,30,39,15,81,41,101,41,44,105,54,64,69,20,50,69,44,9,61,32,16,71,42,58,67,106,11,72,75,49,88,66,92,4,0,94,63,26,68,64,104,1,82,15,35,5,29,31,75,50,80,14,77,69,59,83,66,81,65,59,85,76,56,54,31,92,68,43,46,89,60,22,74,70,113,111,84,9,20,16,95,88,72,57
72,88,51,50,43,33,71,46,60,63,71,58,98,13,75,16,63,54,33,66,88,29,82,48,30,73,89,37,65,82,58,79,53,27,31,101,48,19,55,62,28,32,90,94,0,31,81,27,62,14,95,15,92,77,100,90,87,46,62,35,106,53,57,80,69,78,41,46,59,24,82,39,41,64,22,63,58,51,61,45,86,37,30,22,24,91,87,75,86,35,46,32,55
43,67,23,25,31,28,41,43,48,38,43,30,66,18,52,37,39,28,45,48,64,17,50,18,10,51,59,9,34,53,39,50,37,4,46,71,31,14,33,51,2,35,59,63,31,0,54,11,49,40,64,18,61,46,69,59,57,30,34,26,76,39,37,55,54,55,41,24,44,25,62,15,15,32,37,52,33,26,50,19,55,33,11,49,48,72,57,45,55,39,50,17,29
52,90,31,62,78,54,19,93,89,67,10,23,40,70,14,92,19,27,100,29,80,53,36,48,63,18,17,55,36,11,77,57,35,57,100,24,74,62,28,94,57,88,24,26,81,54,0,54,38,93,27,72,38,49,31,50,50,76,57,77,29,81,74,73,91,79,59,66,35,79,88,42,40,30,74,42,23,30,93,60,41,53,64,102,102,98,18,15,35,92,65,68,61
53,79,23,37,41,16,44,52,59,50,43,30,73,17,49,38,36,26,50,42,75,6,57,28,20,47,62,20,41,55,51,60,29,9,50,74,42,7,28,62,11,41,63,68,27,11,54,0,41,39,69,19,68,56,73,68,65,41,45,35,79,50,49,66,65,67,30,36,36,31,73,12,14,38,27,43,31,24,61,31,63,21,21,48,49,84,60,48,62,45,38,27,41
74,109,34,70,80,29,46,93,96,81,33,32,76,57,24,77,23,28,90,9,102,36,67,57,60,20,55,56,56,47,86,81,12,49,90,63,79,47,20,100,51,83,61,64,62,49,38,41,0,77,65,60,73,74,69,80,79,80,73,75,68,87,84,94,102,97,26,72,5,72,105,34,35,50,46,4,25,29,100,66,72,25,61,84,87,116,55,46,68,87,29,67,72
76,86,62,53,41,47,81,38,55,64,83,69,105,22,88,4,76,66,20,80,88,42,89,54,35,87,100,43,73,93,56,83,67,36,18,111,47,31,68,56,37,25,99,104,14,40,93,39,77,0,104,22,100,82,109,95,93,44,66,33,117,50,56,80,65,77,56,47,74,22,79,51,53,72,36,78,70,63,55,48,93,52,35,9,9,88,97,86,94,26,61,35,57
41,75,45,60,78,75,24,93,84,60,31,40,14,82,42,102,42,45,105,55,64,70,21,51,70,45,10,61,33,17,72,42,59,68,107,12,72,76,50,89,67,93,5,1,95,64,27,69,65,104,0,82,15,35,4,29,30,75,50,80,14,78,69,59,83,66,82,66,61,86,76,57,55,32,93,69,44,47,89,61,22,75,70,114,112,83,10,21,16,96,89,73,58
57,74,40,35,30,32,59,36,47,47,61,48,84,3,68,19,55,45,30,61,73,24,68,33,15,66,78,22,51,71,44,64,49,14,30,89,34,12,48,50,15,23,77,82,15,18,72,19,60,22,82,0,78,62,87,75,72,31,47,21,94,40,43,65,56,63,44,31,56,13,68,30,31,51,31,62,49,42,49,29,72,37,15,31,30,77,75,64,72,27,51,17,39
29,60,47,51,69,77,27,84,72,48,39,43,5,79,52,97,49,49,98,64,49,70,10,45,64,55,23,56,27,27,60,28,65,65,100,27,62,74,55,77,64,85,15,15,92,61,38,68,73,100,15,78,0,22,16,14,15,65,39,72,28,67,58,45,70,52,86,57,68,79,61,58,55,29,94,77,49,50,77,53,8,78,65,109,106,69,21,26,5,88,94,66,48
6,41,41,30,47,69,30,61,49,25,44,42,27,63,59,78,51,46,77,67,31,60,14,28,47,61,39,39,17,39,37,8,64,51,79,47,40,61,54,54,49,64,32,35,77,46,49,56,74,82,35,62,22,0,38,13,10,44,17,52,50,44,35,24,47,30,81,36,68,60,40,49,46,23,83,79,48,46,54,33,14,72,47,91,87,49,36,33,19,66,89,47,26
44,77,50,64,82,79,29,97,87,63,36,45,13,87,46,106,47,50,110,60,65,75,24,55,74,49,14,66,37,22,75,44,64,73,111,11,76,80,55,92,72,97,10,5,100,69,31,73,69,109,4,87,16,38,0,30,32,79,53,84,12,81,73,61,86,68,87,69,65,90,78,62,59,36,98,74,49,52,92,65,24,80,75,119,116,85,14,25,18,100,94,77,61
19,46,50,43,60,79,34,74,61,37,48,49,17,76,62,92,57,54,91,72,35,71,13,41,60,65,36,52,26,39,50,16,71,63,93,41,53,73,61,65,61,77,28,29,90,59,50,68,80,95,29,75,14,13,30,0,2,57,30,65,43,57,48,31,58,39,90,49,75,74,48,59,57,31,95,85,55,54,66,47,8,82,60,105,100,54,34,35,14,80,99,60,39
16,45,49,41,58,77,34,71,58,35,48,47,19,74,62,89,56,52,88,72,33,70,13,39,58,64,37,50,25,39,47,13,70,61,90,42,51,71,60,63,59,75,29,31,87,57,50,65,79,93,30,72,15,10,32,2,0,54,28,63,44,54,45,29,55,36,89,46,74,71,46,58,55,30,93,84,54,53,63,44,9,80,58,102,98,53,34,35,15,77,97,58,37
37,42,48,14,3,58,57,18,17,20,66,55,71,34,78,40,66,55,34,77,44,48,55,27,20,78,74,23,43,70,12,42,67,32,36,85,3,39,62,20,30,21,70,75,46,30,76,41,80,44,75,31,65,44,79,57,54,0,26,11,89,8,12,36,24,33,71,9,74,22,36,45,44,46,62,83,60,53,20,15,58,63,20,52,46,45,71,62,61,23,80,15,17
11,36,38,13,30,61,37,44,34,10,49,41,44,49,63,62,53,44,60,67,30,51,29,17,32,64,51,26,20,48,21,17,61,38,62,61,23,48,52,38,36,47,46,50,62,34,57,45,73,66,50,47,39,17,53,30,28,26,0,35,65,28,19,21,34,24,74,18,67,43,33,42,39,26,72,77,48,43,38,17,31,65,32,75,70,43,48,41,34,49,82,31,9
46,53,47,21,8,51,60,17,26,31,67,54,78,25,77,28,64,54,25,74,55,41,62,29,15,77,78,21,47,73,23,51,63,26,27,89,14,31,59,28,24,12,75,80,35,26,77,35,75,33,80,21,72,52,84,65,63,11,35,0,94,18,23,47,34,44,64,16,70,10,47,42,41,50,53,78,58,51,27,19,65,56,14,41,35,56,75,65,67,15,72,9,26
56,89,55,74,92,83,35,108,99,74,38,49,26,94,43,114,48,54,119,58,78,80,35,64,83,47,16,74,46,24,86,57,65,80,120,5,86,87,57,103,79,106,18,14,106,76,29,79,68,117,14,94,28,50,12,43,44,89,65,94,0,92,84,74,98,80,89,80,65,99,90,67,65,44,102,72,51,56,103,75,36,82,83,126,124,98,19,30,31,110,95,86,72
38,35,55,19,9,66,62,17,9,19,72,61,72,43,84,46,72,62,37,85,38,56,57,33,29,85,78,31,47,74,7,41,75,40,40,88,8,48,69,13,38,26,74,77,53,39,81,50,87,50,78,40,67,44,81,57,54,8,28,18,92,0,9,32,16,28,80,15,82,29,29,53,52,51,71,91,67,60,12,22,59,71,28,58,51,38,75,67,63,26,88,23,20
29,31,51,13,15,66,55,26,15,10,66,56,63,45,79,52,67,57,45,80,31,55,49,27,29,80,70,29,39,67,2,32,72,40,48,80,9,49,65,19,38,33,65,69,57,37,74,49,84,56,69,43,58,35,73,48,45,12,19,23,84,9,0,24,17,21,79,13,78,34,25,50,49,44,72,88,62,56,19,18,50,71,29,65,58,35,67,59,54,34,88,25,13
21,16,59,30,40,82,54,50,33,17,68,62,49,67,82,76,73,65,70,88,8,72,39,39,50,84,64,46,38,63,25,17,82,58,72,71,33,68,73,37,56,58,57,59,80,55,73,66,94,80,59,65,45,24,61,31,29,36,21,47,74,32,24,0,27,7,95,34,88,58,16,64,61,45,92,98,69,64,37,36,37,86,50,89,83,24,61,57,43,59,104,47,26
42,23,68,31,26,82,71,27,9,24,83,73,75,59,96,60,85,75,49,98,30,72,62,45,45,97,85,46,55,83,15,42,89,56,52,94,23,64,82,10,54,39,79,83,69,54,91,65,102,65,83,56,70,47,86,58,55,24,34,34,98,16,17,27,0,20,96,30,96,44,16,68,66,60,87,105,79,73,11,36,62,87,44,72,64,23,82,76,67,39,104,39,30
26,12,62,29,36,83,59,44,27,16,72,65,56,66,86,73,76,68,65,91,10,73,45,40,49,88,70,46,43,69,21,23,85,58,68,78,30,68,76,30,56,53,63,66,78,55,79,67,97,77,66,63,52,30,68,39,36,33,24,44,80,28,21,7,20,0,96,32,91,55,9,65,63,49,92,101,72,67,31,35,44,87,49,85,79,19,67,63,49,54,105,45,26
79,108,40,67,71,13,60,80,89,80,51,43,91,41,47,57,40,37,73,33,104,23,78,56,50,44,73,50,64,65,81,87,23,39,72,83,72,32,32,92,41,68,78,81,41,41,59,30,26,56,82,44,86,81,87,90,89,71,74,64,89,80,79,95,96,96,0,66,26,57,103,32,34,59,21,25,38,36,91,61,84,9,51,61,66,114,72,62,81,71,8,57,70
30,43,39,5,12,52,48,27,24,16,56,45,62,33,68,43,56,46,41,69,42,42,46,17,17,69,64,15,33,60,15,35,59,27,43,75,7,36,53,28,24,28,61,65,46,24,66,36,72,47,66,31,57,36,69,49,46,9,18,16,80,15,13,34,30,32,66,0,66,25,37,38,36,36,60,75,51,44,28,6,49,57,16,57,51,48,62,52,51,31,74,13,9
69,103,28,65,75,26,41,88,91,75,29,26,71,53,21,73,18,22,86,7,96,31,61,51,55,18,51,51,51,43,81,76,7,44,86,59,74,43,14,95,46,78,56,59,59,44,35,36,5,74,61,56,68,68,65,75,74,74,67,70,65,82,78,88,96,91,26,66,0,67,100,28,30,44,44,10,20,23,94,60,67,23,56,81,83,110,50,41,63,82,30,61,67
54,64,48,30,19,45,64,23,36,41,68,55,85,16,77,18,64,54,20,72,65,36,68,34,15,76,82,24,53,76,34,60,60,23,21,94,25,25,58,37,22,10,81,85,24,25,79,31,72,22,86,13,79,60,90,74,71,22,43,10,99,29,34,58,44,55,57,25,67,0,58,40,40,54,44,74,58,51,36,26,72,50,15,31,26,67,80,69,74,14,64,13,35
36,6,71,36,38,90,69,44,25,24,82,75,65,70,96,75,86,77,65,100,15,80,55,48,54,97,80,53,53,79,24,33,93,64,68,88,33,74,85,27,62,55,73,76,82,62,88,73,105,79,76,68,61,40,78,48,46,36,33,47,90,29,25,16,16,9,103,37,100,58,0,73,71,59,97,109,81,76,28,42,54,94,54,87,80,10,77,72,59,55,112,50,33
47,77,11,37,46,19,33,59,62,49,31,18,62,29,37,50,24,14,60,32,72,12,48,24,26,36,50,22,32,43,53,55,21,17,60,61,45,20,17,66,18,50,52,56,39,15,42,12,34,51,57,30,58,49,62,59,58,45,42,42,67,53,50,64,68,65,32,38,28,40,73,0,2,28,36,37,19,12,65,32,54,23,27,60,60,84,48,36,52,54,40,33,40
44,75,9,35,45,22,30,58,61,47,29,16,60,30,36,51,24,13,61,33,70,15,45,22,26,36,48,21,30,40,51,52,23,17,61,59,44,21,17,65,18,50,49,54,41,15,40,14,35,53,55,31,55,46,59,57,55,44,39,41,65,52,49,61,66,63,34,36,30,40,71,2,0,26,39,39,18,10,64,30,51,25,26,62,62,81,46,34,49,54,43,32,37
24,61,18,32,49,48,11,64,59,37,22,18,34,51,37,70,27,22,74,43,53,41,19,20,38,38,28,29,6,23,46,31,40,36,75,39,44,45,30,63,35,61,26,31,64,32,30,38,50,72,32,51,29,23,36,31,30,46,26,50,44,51,44,45,60,49,59,36,44,54,59,28,26,0,65,55,24,22,63,31,25,50,38,82,80,69,25,16,23,65,67,42,31
80,103,47,62,61,19,69,67,79,75,64,53,99,28,64,38,54,48,55,52,101,23,84,55,43,61,85,46,68,77,74,88,40,34,54,96,64,24,45,81,36,53,88,92,22,37,74,27,46,36,93,31,94,83,98,95,93,62,72,53,102,71,72,92,87,92,21,60,44,44,97,36,39,65,0,45,50,46,80,56,90,21,43,41,46,108,84,72,88,56,24,47,66
