56,15,56,59,35,38,40,25,41,44,0,65,38,53,68,18,23,33,38,23,70,67,38,52,15,57,29,26,12,16,52,39,22,63,58,60,36,66,32,20,51,68,5,62,43,8,53,42,20,73,34,23,44,46,72,64,51,62,72,25,62,26,57,16,60,32,40,37,13,61,57,35,34,41,72,71,48,25,87,32,57
15,71,14,51,35,33,75,90,29,38,65,0,28,93,40,69,79,52,34,53,40,36,28,15,80,37,80,64,77,73,28,96,87,42,28,5,72,34,78,84,90,50,70,25,21,67,61,60,70,47,61,76,24,27,24,12,76,48,36,89,25,90,43,58,4,83,97,75,77,46,51,66,30,70,24,31,18,60,44,88,61
24,43,25,37,21,22,49,64,21,19,38,28,0,67,37,40,56,26,10,25,50,46,14,20,53,40,58,36,50,44,17,74,60,34,35,23,46,33,51,58,64,43,44,26,10,39,54,37,42,56,35,53,17,23,43,26,52,37,39,64,37,64,44,30,24,55,74,58,50,49,50,40,6,55,43,35,10,32,52,66,57
92,37,93,51,80,82,18,58,83,55,53,93,67,0,70,34,71,41,58,43,115,111,78,87,51,103,79,32,47,36,66,82,53,62,101,89,21,72,20,58,3,62,54,75,77,44,105,34,32,120,31,73,83,88,111,85,21,57,77,61,103,62,105,42,90,21,83,90,47,109,107,27,69,94,110,79,75,36,89,77,109
50,65,50,18,58,58,54,93,56,23,68,40,37,70,0,61,90,38,31,46,78,75,50,47,81,72,94,51,77,66,19,108,88,7,65,40,53,5,63,88,67,11,74,15,42,65,91,37,61,85,44,88,51,57,65,28,49,13,7,93,63,94,77,53,40,69,108,95,77,82,84,48,44,93,64,11,34,49,20,100,93
63,4,64,47,47,50,21,34,52,38,18,69,40,34,61,0,40,22,35,16,83,79,47,59,23,70,47,10,18,5,48,54,28,54,70,64,18,60,14,31,32,58,21,59,49,10,70,28,2,87,19,41,53,56,81,65,33,51,66,35,73,36,71,10,65,16,55,56,18,75,73,18,40,59,81,66,50,12,81,48,75
67,35,67,81,44,47,62,19,50,66,23,79,56,71,90,40,0,56,58,46,72,69,50,64,20,59,7,49,24,36,72,18,22,85,64,74,58,87,51,15,70,91,18,82,58,30,45,66,42,73,57,4,55,54,79,81,73,84,93,17,69,16,57,40,74,50,18,21,24,60,54,57,50,27,79,91,65,48,107,10,50
51,27,52,25,43,45,22,55,45,16,33,52,26,41,38,22,56,0,17,9,76,72,38,47,44,65,62,13,39,28,27,73,50,31,62,48,19,38,27,51,38,36,38,38,36,28,73,11,23,82,9,56,43,49,70,45,26,29,43,56,63,57,68,16,49,33,73,67,39,72,72,13,29,68,69,44,34,10,58,65,77
34,39,35,28,31,32,40,63,31,9,38,34,10,58,31,35,58,17,0,19,60,56,24,30,52,50,62,29,48,40,13,76,59,27,46,30,37,28,44,58,55,34,44,24,20,36,63,26,37,67,26,57,28,34,53,29,42,29,34,63,47,64,54,26,31,49,77,64,48,59,60,31,15,62,52,33,17,25,49,68,66
49,20,50,35,37,39,26,46,40,22,23,53,25,43,46,16,46,9,19,0,71,68,34,44,35,59,52,11,31,21,32,63,42,40,57,48,22,45,26,42,40,45,28,43,34,19,65,20,17,76,14,46,39,44,68,48,33,38,51,47,60,48,62,7,49,30,64,57,31,66,65,17,26,58,67,50,34,7,65,56,69
28,83,28,86,35,33,97,90,31,68,70,40,50,115,78,83,72,76,60,71,0,4,37,32,83,13,69,83,83,84,62,86,89,79,14,38,94,73,96,84,112,88,73,63,40,76,33,87,85,7,85,68,32,27,17,51,103,84,76,88,14,87,15,73,38,99,85,58,83,14,21,88,46,50,17,71,46,79,84,79,31
24,79,24,82,32,29,93,87,27,64,67,36,46,111,75,79,69,72,56,68,4,0,33,28,80,10,67,79,79,81,58,84,86,75,10,35,90,69,92,81,108,84,70,59,36,73,33,83,81,10,81,65,28,23,15,48,99,80,72,85,11,85,13,69,34,95,83,56,79,13,20,85,42,49,15,67,42,75,80,77,31
17,48,18,52,8,8,60,63,6,33,38,28,14,78,50,47,50,38,24,34,37,33,0,13,53,26,52,46,51,49,31,68,61,48,23,23,56,46,59,57,75,57,43,37,8,42,40,50,49,43,47,47,5,10,34,32,65,52,50,62,26,62,30,37,23,63,68,48,51,34,35,51,9,44,34,47,17,41,63,60,43
4,61,5,54,20,18,69,77,14,36,52,15,20,87,47,59,64,47,30,44,32,28,13,0,67,25,65,56,65,62,30,81,74,47,18,11,66,42,71,71,85,56,57,32,10,55,46,57,61,38,56,61,9,12,23,23,73,52,46,76,17,76,30,49,11,74,81,59,65,34,38,60,19,54,22,41,14,52,56,73,47
71,18,71,69,49,52,43,11,56,57,15,80,53,51,81,23,20,44,52,35,83,80,53,67,0,69,28,33,4,18,66,31,7,75,72,75,40,80,32,7,50,80,9,76,58,16,61,51,24,85,42,23,59,60,86,79,55,73,86,12,76,13,69,27,75,29,32,40,4,72,68,41,50,46,86,85,63,34,100,26,66
23,70,23,77,22,20,85,76,19,59,57,37,40,103,72,70,59,65,50,59,13,10,26,25,69,0,57,71,69,71,54,73,76,72,9,34,82,67,83,70,100,81,60,57,31,63,25,76,72,17,73,55,22,16,22,47,91,76,71,74,13,74,5,61,34,86,73,46,69,9,13,77,35,39,22,66,38,66,81,66,24
67,43,67,87,44,47,69,26,50,70,29,80,58,79,94,47,7,62,62,52,69,67,52,65,28,57,0,55,31,43,75,17,29,89,62,75,65,91,59,22,77,96,25,85,59,37,40,72,49,69,64,6,55,54,78,83,80,89,97,23,67,22,54,46,75,57,17,14,31,56,50,64,53,22,77,94,67,54,111,9,45
61,15,61,37,48,50,15,44,51,30,26,64,36,32,51,10,49,13,29,11,83,79,46,56,33,71,55,0,28,16,41,64,39,44,69,59,11,52,14,41,29,48,30,51,46,19,74,17,10,88,9,49,51,56,79,58,24,41,57,46,71,47,73,11,60,19,65,63,28,77,75,8,37,66,79,57,46,4,71,57,79
69,13,69,65,48,51,39,16,54,53,12,77,50,47,77,18,24,39,48,31,83,79,51,65,4,69,31,28,0,13,62,36,11,71,71,72,36,76,28,12,46,75,9,73,56,11,63,46,19,85,37,26,57,59,85,76,51,69,82,17,75,18,69,23,73,25,37,43,0,73,68,36,47,48,84,81,60,29,96,30,68
66,1,67,53,49,52,26,28,54,44,16,73,44,36,66,5,36,28,40,21,84,81,49,62,18,71,43,16,13,0,53,49,23,60,72,68,22,66,15,25,34,64,17,64,52,8,69,33,6,88,25,37,55,58,84,69,37,57,72,30,75,31,72,14,69,15,50,53,13,76,73,23,43,57,84,71,55,17,86,43,74
34,52,34,24,39,39,49,77,37,11,52,28,17,66,19,48,72,27,13,32,62,58,31,30,66,54,75,41,62,53,0,90,73,17,48,25,46,15,55,72,63,26,57,10,23,50,71,32,49,69,36,70,32,38,51,19,48,22,21,77,47,78,59,39,26,60,90,76,62,63,65,40,24,73,50,19,15,37,35,82,74
84,49,84,98,61,64,75,23,67,84,39,96,74,82,108,54,18,73,76,63,86,84,68,81,31,73,17,64,36,49,90,0,28,102,80,91,72,105,64,23,81,108,34,100,76,45,55,81,55,86,73,20,72,71,95,99,87,102,111,20,85,19,70,56,92,60,1,28,36,72,66,72,69,36,95,109,83,64,125,8,59
78,23,79,76,57,60,47,5,63,65,22,87,60,53,88,28,22,50,59,42,89,86,61,74,7,76,29,39,11,23,73,28,0,82,79,82,45,87,35,7,52,86,17,84,66,23,66,57,29,92,48,26,66,67,93,87,59,80,93,8,83,9,75,34,83,32,29,43,11,78,73,46,57,50,93,92,71,40,107,25,71
51,59,51,11,56,56,47,87,55,18,63,42,34,62,7,54,85,31,27,40,79,75,48,47,75,72,89,44,71,60,17,102,82,0,65,41,46,10,56,82,59,8,68,18,41,59,89,30,54,86,37,83,50,56,67,31,42,6,14,87,64,88,77,47,42,62,103,91,71,81,83,40,41,90,66,17,33,42,27,95,91
15,70,14,72,23,20,83,80,17,54,58,28,35,101,65,70,64,62,46,57,14,10,23,18,72,9,62,69,71,72,48,80,79,65,0,26,80,60,83,74,98,74,62,50,26,64,34,72,72,20,70,60,18,13,15,39,88,70,63,79,5,78,14,60,26,86,79,53,71,17,22,74,32,47,15,58,32,65,72,72,33
11,66,11,50,30,28,71,85,25,35,60,5,23,89,40,64,74,48,30,48,38,35,23,11,75,34,75,59,72,68,25,91,82,41,26,0,68,34,74,79,86,50,65,24,16,62,57,56,66,45,57,71,19,23,25,12,72,47,37,84,24,85,40,53,0,79,92,70,72,44,48,62,25,65,25,32,13,55,46,83,58
70,22,71,36,59,61,3,50,62,35,36,72,46,21,53,18,58,19,37,22,94,90,56,66,40,82,65,11,36,22,46,72,45,46,80,68,0,54,11,48,18,47,39,56,56,28,86,16,16,99,10,59,61,66,89,65,15,41,59,52,82,54,84,22,69,17,73,74,36,88,87,6,47,77,89,61,54,15,73,66,90
45,65,45,21,54,54,56,91,51,22,66,34,33,72,5,60,87,38,28,45,73,69,46,42,80,67,91,52,76,66,15,105,87,10,60,34,54,0,64,87,69,16,72,9,38,64,86,39,61,80,45,86,46,52,59,22,52,16,5,92,58,93,72,52,35,70,106,91,76,76,79,49,40,89,59,6,29,49,20,97,88
75,16,76,47,60,63,12,41,65,44,32,78,51,20,63,14,51,27,44,26,96,92,59,71,32,83,59,14,28,15,55,64,35,56,83,74,11,64,0,40,19,58,33,65,60,23,84,26,11,101,19,53,65,69,93,73,24,52,70,43,85,45,85,22,75,5,64,69,28,89,87,15,52,73,93,71,60,18,84,58,89
74,26,75,77,52,55,51,5,58,64,20,84,58,58,88,31,15,51,58,42,84,81,57,71,7,70,22,41,12,25,72,23,7,82,74,79,48,87,40,0,57,87,14,83,63,23,59,59,32,86,50,19,62,63,89,84,63,81,92,5,79,6,69,35,80,37,24,36,12,72,67,49,54,43,88,91,68,41,107,19,64
89,35,90,49,77,80,15,58,81,52,51,90,64,3,67,32,70,38,55,40,112,108,75,85,50,100,77,29,46,34,63,81,52,59,98,86,18,69,19,57,0,59,52,72,74,42,103,31,30,117,28,72,80,85,108,82,18,54,74,60,100,62,102,40,87,20,82,88,46,107,105,24,66,92,107,76,72,33,86,76,107
59,63,60,11,64,65,48,91,63,25,68,50,43,62,11,58,91,36,34,45,88,84,57,56,80,81,96,48,75,64,26,108,86,8,74,50,47,16,58,87,59,0,74,25,50,64,97,31,58,95,39,90,59,65,75,39,40,6,17,92,73,93,85,52,50,64,109,99,75,90,92,43,49,97,75,22,42,46,27,101,100
61,17,61,64,40,43,43,20,46,50,5,70,44,54,74,21,18,38,44,28,73,70,43,57,9,60,25,30,9,17,57,34,17,68,62,65,39,72,33,14,52,74,0,68,49,11,54,47,23,76,38,20,49,50,76,70,54,67,78,19,66,20,60,21,66,32,35,36,9,63,59,39,40,40,76,77,54,29,93,27,58
35,63,35,28,46,45,58,88,42,21,62,25,26,75,15,59,82,38,24,43,63,59,37,32,76,57,85,51,73,64,10,100,84,18,50,24,56,9,65,83,72,25,68,0,29,61,77,41,60,70,46,80,37,43,49,13,56,24,13,88,48,89,62,50,25,71,100,84,73,67,70,50,32,81,49,9,20,48,26,92,79
14,51,15,46,17,16,59,69,13,28,43,21,10,77,42,49,58,36,20,34,40,36,8,10,58,31,59,46,56,52,23,76,66,41,26,16,56,38,60,63,74,50,49,29,0,46,48,47,51,46,45,55,8,15,33,23,63,45,42,68,26,68,35,38,17,64,76,56,56,40,42,50,9,52,33,38,8,41,54,68,50
59,7,60,54,41,44,32,27,46,41,8,67,39,44,65,10,30,28,36,19,76,73,42,55,16,63,37,19,11,8,50,45,23,59,64,62,28,64,23,23,42,64,11,61,46,0,61,36,12,80,27,31,48,51,77,64,43,57,70,28,67,29,63,11,62,24,46,46,11,68,64,27,37,49,76,69,49,18,84,38,65
46,68,46,92,32,32,90,65,35,73,53,61,54,105,91,70,45,73,63,65,33,33,40,46,61,25,40,74,63,69,71,55,66,89,34,57,86,86,84,59,103,97,54,77,48,61,0,85,73,31,80,41,40,34,47,69,98,92,91,62,39,61,20,63,57,85,54,26,63,19,12,82,48,18,47,87,57,71,102,49,4
61,33,62,20,54,56,17,62,56,22,42,60,37,34,37,28,66,11,26,20,87,83,50,57,51,76,72,17,46,33,32,81,57,30,72,56,16,39,26,59,31,31,47,41,47,36,85,0,27,93,8,66,54,60,80,51,16,25,44,63,74,64,79,25,57,32,82,78,46,84,84,11,40,79,79,45,43,17,57,75,89
65,6,66,47,49,52,20,34,54,39,20,70,42,32,61,2,42,23,37,17,85,81,49,61,24,72,49,10,19,6,49,55,29,54,72,66,16,61,11,32,30,58,23,60,51,12,73,27,0,89,18,43,55,58,84,66,31,51,67,36,75,37,74,12,67,13,56,58,19,78,75,17,42,62,83,67,52,12,81,49,77
35,87,35,92,40,37,103,91,36,74,73,47,56,120,85,87,73,82,67,76,7,10,43,38,85,17,69,88,85,88,69,86,92,86,20,45,99,80,101,86,117,95,76,70,46,80,31,93,89,0,90,69,38,32,24,58,108,91,83,89,21,89,16,78,45,103,85,57,86,13,19,94,52,49,24,78,53,84,91,79,28
60,24,61,28,50,53,13,53,53,24,34,61,35,31,44,19,57,9,26,14,85,81,47,56,42,73,64,9,37,25,36,73,48,37,70,57,10,45,19,50,28,39,38,46,45,27,80,8,18,90,0,58,52,57,79,54,18,33,50,55,72,56,76,18,58,25,74,71,37,80,79,4,38,72,79,51,44,9,64,66,83
63,37,64,81,41,43,63,23,47,65,23,76,53,73,88,41,4,56,57,46,68,65,47,61,23,55,6,49,26,37,70,20,26,83,60,71,59,86,53,19,72,90,20,80,55,31,41,66,43,69,58,0,52,50,75,78,74,83,91,21,65,20,53,40,71,52,20,17,26,55,50,58,48,24,75,89,62,48,105,12,46
12,54,12,55,11,8,65,68,5,36,44,24,17,83,51,53,55,43,28,39,32,28,5,9,59,22,55,51,57,55,32,72,66,50,18,19,61,46,65,62,80,59,49,37,8,48,40,54,55,38,52,52,0,6,28,30,70,54,51,67,20,67,26,42,20,68,72,50,57,31,33,56,13,46,28,46,17,47,62,64,41
13,57,13,61,10,7,70,68,4,42,46,27,23,88,57,56,54,49,34,44,27,23,10,12,60,16,54,56,59,58,38,71,67,56,13,23,66,52,69,63,85,65,50,43,15,51,34,60,58,32,57,50,6,0,26,35,75,60,57,67,16,67,20,46,23,72,71,47,59,25,27,61,19,42,25,52,23,51,68,63,36
18,82,18,75,36,33,92,95,30,59,72,24,43,111,65,81,79,70,53,68,17,15,34,23,86,22,78,79,85,84,51,95,93,67,15,25,89,59,93,89,108,75,76,49,33,77,47,80,84,24,79,75,28,26,0,37,96,72,61,93,10,93,27,71,24,97,95,68,85,29,35,83,41,62,0,56,36,75,67,87,46
24,68,24,40,40,39,67,90,35,30,64,12,26,85,28,65,81,45,29,48,51,48,32,23,79,47,83,58,76,69,19,99,87,31,39,12,65,22,73,84,82,39,70,13,23,64,69,51,66,58,54,78,30,35,37,0,67,37,24,90,36,90,53,55,13,78,99,80,76,57,60,59,30,76,36,19,16,54,33,91,70
77,37,78,30,69,71,12,65,71,37,51,76,52,21,49,33,73,26,42,33,103,99,65,73,55,91,80,24,51,37,48,87,59,42,88,72,15,52,24,63,18,40,54,56,63,43,98,16,31,108,18,74,70,75,96,67,0,36,56,67,89,68,94,35,73,29,88,88,51,99,98,16,56,90,95,58,59,27,68,81,102
56,56,56,5,59,60,42,85,58,19,62,48,37,57,13,51,84,29,29,38,84,80,52,52,73,76,89,41,69,57,22,102,80,6,70,47,41,16,52,81,54,6,67,24,45,57,92,25,51,91,33,83,54,60,72,37,36,0,20,86,69,87,81,46,48,58,102,92,69,85,87,36,44,91,72,23,38,40,32,94,95
48,70,48,25,59,58,61,97,56,28,72,36,39,77,7,66,93,43,34,51,76,72,50,46,86,71,97,57,82,72,21,111,93,14,63,37,59,5,70,92,74,17,78,13,42,70,91,44,67,83,50,91,51,57,61,24,56,20,0,98,61,98,76,58,37,75,112,97,82,80,83,54,45,94,61,5,33,54,14,103,93
79,30,79,82,57,60,55,2,63,70,25,89,64,61,93,35,17,56,63,47,88,85,62,76,12,74,23,46,17,30,77,20,8,87,79,84,52,92,43,5,60,92,19,88,68,28,62,63,36,89,55,21,67,67,93,90,67,86,98,0,83,1,73,40,85,40,21,38,17,76,71,53,60,45,93,96,73,46,112,17,67
13,73,13,71,26,23,85,84,21,54,62,25,37,103,63,73,69,63,47,60,14,11,26,17,76,13,67,71,75,75,47,85,83,64,5,24,82,58,85,79,100,73,66,48,26,67,39,74,75,21,72,65,20,16,10,36,89,69,61,83,0,83,19,63,23,89,84,58,75,21,27,76,34,52,9,56,32,67,69,77,38
79,31,79,83,57,60,56,4,63,70,26,90,64,62,94,36,16,57,64,48,87,85,62,76,13,74,22,47,18,31,78,19,9,88,78,85,54,93,45,6,62,93,20,89,68,29,61,64,37,89,56,20,67,67,93,90,68,87,98,1,83,0,72,41,85,41,20,37,18,75,70,55,60,44,93,97,74,47,113,16,66
28,71,28,82,25,23,88,75,23,63,57,43,44,105,77,71,57,68,54,62,15,13,30,30,69,5,54,73,69,72,59,70,75,77,14,40,84,72,85,69,102,85,60,62,35,63,20,79,74,16,76,53,26,20,27,53,94,81,76,73,19,72,0,62,40,87,70,43,69,4,8,79,39,35,27,71,43,69,86,64,19
53,13,53,42,38,40,26,39,42,30,16,58,30,42,53,10,40,16,26,7,73,69,37,49,27,61,46,11,23,14,39,56,34,47,60,53,22,52,22,35,40,52,21,50,38,11,63,25,12,78,18,40,42,46,71,55,35,46,58,40,63,41,62,0,54,26,57,53,23,67,65,19,29,55,71,57,40,8,73,49,67
11,67,11,50,31,29,72,86,25,36,60,4,24,90,40,65,74,49,31,49,38,34,23,11,75,34,75,60,73,69,26,92,83,42,26,0,69,35,75,80,87,50,66,25,17,62,57,57,67,45,58,71,20,23,24,13,73,48,37,85,23,85,40,54,0,79,92,70,73,43,48,63,25,65,24,32,14,56,46,84,58
79,16,79,53,63,66,18,37,68,49,32,83,55,21,69,16,50,33,49,30,99,95,63,74,29,86,57,19,25,15,60,60,32,62,86,79,17,70,5,37,20,64,32,71,64,24,85,32,13,103,25,52,68,72,97,78,29,58,75,40,89,41,87,26,79,0,61,69,25,91,88,21,55,73,97,76,65,23,89,56,90
84,50,84,99,61,64,76,24,67,84,40,97,74,83,108,55,18,73,77,64,85,83,68,81,32,73,17,65,37,50,90,1,29,103,79,92,73,106,64,24,82,109,35,100,76,46,54,82,56,85,74,20,72,71,95,99,88,102,112,21,84,20,70,57,92,61,0,28,37,72,65,73,69,36,94,109,83,64,126,8,59
60,53,61,90,39,41,78,41,45,73,37,75,58,90,95,56,21,67,64,57,58,56,48,59,40,46,14,63,43,53,76,28,43,91,53,70,74,91,69,36,88,99,36,84,56,46,26,78,58,57,71,17,50,47,68,80,88,92,97,38,58,37,43,53,70,69,28,0,43,44,37,72,52,7,68,94,64,61,110,23,31
69,13,69,65,48,51,39,15,54,53,13,77,50,47,77,18,24,39,48,31,83,79,51,65,4,69,31,28,0,13,62,36,11,71,71,72,36,76,28,12,46,75,9,73,56,11,63,46,19,86,37,26,57,59,85,76,51,69,82,17,75,18,69,23,73,25,37,43,0,73,69,36,47,48,85,81,60,29,96,30,68
32,75,32,86,29,27,92,78,28,68,61,46,49,109,82,75,60,72,59,66,14,13,34,34,72,9,56,77,73,76,63,72,78,81,17,44,88,76,89,72,107,90,63,67,40,68,19,84,78,13,80,55,31,25,29,57,99,85,80,76,21,75,4,67,43,91,72,44,73,0,7,84,43,36,29,75,48,73,90,66,17
36,72,36,87,29,27,91,73,28,69,57,51,50,107,84,73,54,72,60,65,21,20,35,38,68,13,50,75,68,73,65,66,73,83,22,48,87,79,87,67,105,92,59,70,42,64,12,84,75,19,79,50,33,27,35,60,98,87,83,71,27,70,8,65,48,88,65,37,69,7,0,82,44,29,35,79,50,72,94,59,10
65,23,65,31,54,56,9,52,57,29,35,66,40,27,48,18,57,13,31,17,88,85,51,60,41,77,64,8,36,23,40,72,46,40,74,62,6,49,15,49,24,43,39,50,50,27,82,11,17,94,4,58,56,61,83,59,16,36,54,53,76,55,79,19,63,21,73,72,36,84,82,0,42,74,83,55,48,11,68,66,86
23,42,24,43,15,16,51,60,15,24,34,30,6,69,44,40,50,29,15,26,46,42,9,19,50,35,53,37,47,43,24,69,57,41,32,25,47,40,52,54,66,49,40,32,9,37,48,40,42,52,38,48,13,19,41,30,56,44,45,60,34,60,39,29,25,55,69,52,47,43,44,42,0,49,41,42,14,33,58,60,51
55,56,55,90,35,37,80,47,40,71,41,70,55,94,93,59,27,68,62,58,50,49,44,54,46,39,22,66,48,57,73,36,50,90,47,65,77,89,73,43,92,97,40,81,52,49,18,79,62,49,72,24,46,42,62,76,90,91,94,45,52,44,35,55,65,73,36,7,48,36,29,74,49,0,61,91,61,63,107,31,23
18,82,17,74,36,33,92,94,30,58,72,24,43,110,64,81,79,69,52,67,17,15,34,22,86,22,77,79,84,84,50,95,93,66,15,25,89,59,93,88,107,75,76,49,33,76,47,79,83,24,79,75,28,25,0,36,95,72,61,93,9,93,27,71,24,97,94,68,85,29,35,83,41,61,0,55,36,74,67,87,46
43,70,43,28,55,54,62,96,52,27,71,31,35,79,11,66,91,44,33,50,71,67,47,41,85,66,94,57,81,71,19,109,92,17,58,32,61,6,71,91,76,22,77,9,38,69,87,45,67,78,51,89,46,52,56,19,58,23,5,96,56,97,71,57,32,76,109,94,81,75,79,55,42,91,55,0,29,54,16,101,88
18,53,19,39,25,25,57,74,22,22,48,18,10,75,34,50,65,34,17,34,46,42,17,14,63,38,67,46,60,55,15,83,71,33,32,13,54,29,60,68,72,42,54,20,8,49,57,43,52,53,44,62,17,23,36,16,59,38,33,73,32,74,43,40,14,65,83,64,60,48,50,48,14,61,36,29,0,41,46,74,59
56,16,57,35,44,46,19,45,47,26,25,60,32,36,49,12,48,10,25,7,79,75,41,52,34,66,54,4,29,17,37,64,40,42,65,55,15,49,18,41,33,46,29,48,41,18,71,17,12,84,9,48,47,51,75,54,27,40,54,46,67,47,69,8,56,23,64,61,29,73,72,11,33,63,74,54,41,0,69,57,75
57,85,57,37,71,70,74,112,68,42,87,44,52,89,20,81,107,58,49,65,84,80,63,56,100,81,111,71,96,86,35,125,107,27,72,46,73,20,84,107,86,27,93,26,54,84,102,57,81,91,64,105,62,68,67,33,68,32,14,112,69,113,86,73,46,89,126,110,96,90,94,68,58,107,67,16,46,69,0,117,103
76,43,76,91,53,56,69,20,59,76,32,88,66,77,100,48,10,65,68,56,79,77,60,73,26,66,9,57,30,43,82,8,25,95,72,83,66,97,58,19,76,101,27,92,68,38,49,75,49,79,66,12,64,63,87,91,81,94,103,17,77,16,64,49,84,56,8,23,30,66,59,66,60,31,87,101,74,57,117,0,54
46,73,46,95,35,35,94,69,36,76,57,61,57,109,93,75,50,77,66,69,31,31,43,47,66,24,45,79,68,74,74,59,71,91,33,58,90,88,89,64,107,100,58,79,50,65,4,89,77,28,83,46,41,36,46,70,102,95,93,67,38,66,19,67,58,90,59,31,68,17,10,86,51,23,46,88,59,75,103,54,0
