24,48,28,41,35,37,29,56,42,35,45,14,3,39,24,32,43,9,56,42,0,48,36,53,49,50,67,33,42,35,36,45,45,42,34,36,48,27,16,39,27,11,35,33,18,44,65,9,59,48,42,35,16,27,33,74,33,35,41,51,53,34,36,39,38,50,25,33,28,26,56,21,67,56,42,35,62,19,65,12,53,51,47,23,42,52
70,11,39,20,28,34,45,81,17,29,92,41,47,32,63,44,49,40,91,8,48,0,77,96,7,38,62,70,90,38,51,14,53,34,31,12,9,46,46,10,33,39,67,82,53,67,97,51,16,94,28,41,32,24,50,60,66,84,89,96,29,82,85,59,27,89,72,44,74,32,99,66,100,13,14,82,28,61,69,49,27,92,3,29,18,29
13,80,64,61,71,49,35,29,75,71,23,51,39,52,51,38,43,44,22,69,36,77,0,19,75,58,62,57,25,45,34,68,41,78,49,66,72,62,51,67,63,40,15,32,23,27,30,43,90,19,57,71,47,61,33,74,62,33,23,20,88,43,30,29,55,14,38,69,41,45,22,14,33,79,74,44,96,45,54,28,88,15,74,58,63,87
28,99,81,79,89,67,53,35,94,89,20,68,57,70,64,56,60,62,20,88,53,96,19,0,94,75,75,68,25,63,51,86,57,96,68,85,91,78,68,86,80,58,32,38,42,40,25,59,109,11,76,88,66,80,50,88,74,38,22,8,107,49,35,45,74,10,48,85,51,64,3,31,26,98,93,50,115,59,65,47,106,5,93,76,82,105
69,18,44,15,34,29,41,77,24,35,92,44,48,27,67,40,43,41,87,7,49,7,75,94,0,31,55,74,90,34,46,7,47,41,27,15,2,51,49,11,38,39,63,83,51,62,93,53,23,93,22,47,32,28,46,52,71,85,89,94,37,84,85,54,22,86,74,50,76,29,96,65,95,7,21,84,35,64,62,48,35,89,4,33,12,37
58,48,61,18,56,12,24,50,50,57,80,53,51,10,74,21,15,46,63,31,50,38,58,75,31,0,24,82,80,15,23,24,19,65,16,37,29,66,59,33,55,39,43,78,40,37,68,58,54,78,11,67,37,45,25,26,81,80,78,79,65,83,79,30,14,66,74,68,77,23,77,55,70,30,47,84,66,69,30,41,64,70,34,48,20,65
67,72,83,42,80,33,37,42,74,80,86,74,69,33,92,34,23,66,59,55,67,62,62,75,55,24,0,100,87,32,32,48,23,88,38,61,52,87,79,57,78,58,47,89,52,35,60,76,78,81,35,90,58,68,35,13,100,91,85,81,90,97,89,33,37,65,88,90,92,44,77,64,62,53,71,98,90,86,12,55,88,70,58,71,44,89
44,65,33,70,45,69,62,84,57,45,51,30,31,71,8,65,76,36,79,67,33,70,57,68,74,82,100,0,46,68,68,72,77,46,65,59,74,25,25,63,37,42,63,31,49,75,88,24,74,59,73,34,45,46,65,107,7,32,48,63,60,22,35,71,69,70,19,30,17,58,71,43,90,81,58,21,71,13,97,44,60,68,70,40,71,58
21,90,66,78,76,69,56,54,84,76,5,54,44,72,44,59,66,51,42,83,42,90,25,25,90,80,87,46,0,65,57,84,65,81,68,78,88,61,52,80,67,51,40,14,40,52,49,44,101,14,77,72,58,69,55,99,53,14,2,17,94,25,10,54,74,30,27,68,28,62,27,25,51,95,84,26,104,39,79,42,94,27,88,65,80,92
43,46,51,18,49,4,9,43,46,49,66,41,37,7,60,6,11,33,53,30,35,38,45,63,34,15,32,68,65,0,12,26,14,57,7,33,31,54,46,30,46,25,31,63,25,28,59,44,55,64,13,57,26,37,12,39,68,65,64,65,61,68,64,20,12,54,59,58,62,11,65,40,62,36,43,69,65,55,34,26,60,58,35,39,21,60
36,57,57,31,57,17,7,30,56,58,57,46,38,19,60,6,9,37,41,42,36,51,34,51,46,23,32,68,57,12,0,38,9,66,19,44,43,59,50,42,53,29,19,58,20,16,47,45,67,54,25,64,32,45,2,42,70,60,55,55,72,64,58,8,24,42,56,64,60,20,54,33,49,48,54,66,76,55,28,24,70,46,47,46,33,70
63,24,44,7,35,21,33,69,27,36,85,41,44,19,64,32,35,37,79,7,45,14,68,86,7,24,48,72,84,26,38,0,39,43,19,16,5,50,47,11,38,34,56,78,44,55,85,49,30,86,14,48,28,27,38,47,69,80,83,88,42,79,80,46,14,79,70,50,73,22,89,59,88,11,24,80,42,61,55,42,40,82,10,32,5,41
44,61,64,32,63,18,15,30,61,64,64,54,47,20,69,13,4,45,44,45,45,53,41,57,47,19,23,77,65,14,9,39,0,72,22,48,44,67,58,45,60,37,26,66,29,17,48,54,69,61,25,71,39,51,12,33,78,68,63,61,76,73,67,11,25,47,65,71,69,25,59,42,50,48,58,75,79,64,20,33,75,52,49,53,34,75
67,24,15,46,8,55,59,94,17,8,85,27,38,55,42,59,69,34,98,36,42,34,78,96,41,65,88,46,81,57,66,43,72,0,51,27,42,21,28,32,15,40,74,69,57,80,106,37,30,90,53,11,34,20,64,90,40,71,82,93,14,64,73,73,50,92,56,15,57,46,99,64,108,47,20,64,25,43,92,51,14,93,36,20,45,12
46,39,45,11,42,4,14,50,38,42,69,37,35,5,57,13,18,29,60,23,34,31,49,68,27,16,38,65,68,7,19,19,22,51,0,26,24,49,42,23,40,23,37,64,27,35,66,41,47,68,9,51,21,30,19,42,65,66,66,70,54,68,66,27,5,60,58,52,62,7,70,42,68,30,36,69,57,52,41,26,52,63,28,33,14,53
58,13,28,19,19,30,37,74,12,20,81,29,35,29,51,37,44,27,82,9,36,12,66,85,15,37,61,59,78,33,44,16,48,27,26,0,15,35,34,4,22,27,58,70,43,60,89,38,24,83,26,32,20,12,43,62,55,72,78,85,28,69,73,52,24,79,60,35,62,24,88,55,92,23,10,70,31,49,66,38,27,82,11,18,18,27
67,20,44,12,35,26,38,74,25,35,90,43,47,24,66,37,40,40,84,6,48,9,72,91,2,29,52,74,88,31,43,5,44,42,24,15,0,51,48,11,38,37,61,81,49,60,90,52,25,91,19,48,31,28,43,50,70,84,87,92,39,82,84,52,19,84,73,50,75,27,94,63,93,7,22,83,37,63,59,46,37,87,6,33,10,38
49,40,7,50,20,54,52,83,32,19,65,13,23,55,20,54,65,22,83,44,27,46,62,78,51,66,87,25,61,54,59,50,67,21,49,35,51,0,10,40,13,30,62,48,45,70,92,18,49,71,55,10,28,23,56,92,20,50,62,74,35,42,52,64,52,76,35,7,36,43,81,47,94,58,34,43,46,22,88,38,35,76,47,18,50,33
39,42,13,45,24,47,42,72,34,23,56,5,12,48,17,45,56,13,72,42,16,46,51,68,49,59,79,25,52,46,50,47,58,28,42,34,48,10,0,37,15,21,51,40,34,60,81,8,52,62,49,19,21,21,47,85,22,42,53,65,41,37,44,54,45,65,28,17,30,35,71,37,83,56,35,38,52,16,78,28,41,66,45,16,46,40
60,15,33,14,24,27,35,73,16,25,82,32,37,25,55,35,41,30,81,4,39,10,67,86,11,33,57,63,80,30,42,11,45,32,23,4,11,40,37,0,27,29,57,72,43,58,88,42,24,84,22,37,22,17,41,57,59,74,79,86,32,72,75,50,20,79,63,40,65,23,89,56,90,18,14,73,34,53,63,39,30,82,8,22,13,31
51,27,6,39,9,45,45,79,19,8,70,12,23,45,31,46,57,19,82,32,27,33,63,80,38,55,78,37,67,46,53,38,60,15,40,22,38,13,15,27,0,25,59,55,42,66,90,22,37,75,45,11,20,10,50,81,33,57,67,78,27,52,59,59,41,77,43,12,45,34,83,48,93,45,21,52,37,31,80,36,26,78,34,7,38,25
31,40,28,29,31,27,21,54,35,32,53,16,11,28,34,24,35,7,58,32,11,39,40,58,39,39,58,42,51,25,29,34,37,40,23,27,37,30,21,29,25,0,34,44,17,41,66,18,51,55,31,36,7,21,26,64,42,46,50,58,48,46,46,34,27,53,36,35,39,15,61,27,68,45,34,47,56,29,57,11,48,55,37,19,31,47
22,72,62,48,66,36,22,21,68,66,39,49,39,39,56,24,28,40,24,59,35,67,15,32,63,43,47,63,40,31,19,56,26,74,37,58,61,62,51,57,59,34,0,44,17,12,31,44,82,35,44,69,40,55,18,59,67,46,38,35,83,53,43,14,42,23,47,68,50,34,34,20,34,67,67,54,89,50,39,23,82,27,63,54,51,81
22,81,54,73,65,66,54,62,74,64,19,43,35,69,29,57,67,42,52,76,33,82,32,38,83,78,89,31,14,63,58,78,66,69,64,70,81,48,40,72,55,44,44,0,38,57,61,33,91,28,73,59,50,60,55,100,38,2,16,31,82,11,4,56,70,42,13,55,14,57,40,24,62,89,74,12,93,26,83,37,82,39,80,55,75,81
18,56,45,38,49,28,16,38,52,49,41,32,22,31,42,19,29,23,40,45,18,53,23,42,51,40,52,49,40,25,20,44,29,57,27,43,49,45,34,43,42,17,17,38,0,26,48,28,67,41,36,52,24,38,17,61,52,40,39,43,66,44,39,21,33,36,36,51,40,22,45,15,51,56,51,46,73,36,47,6,65,38,50,37,40,65
34,74,70,47,72,33,22,14,72,72,51,57,48,35,67,23,21,48,26,59,44,67,27,40,62,37,35,75,52,28,16,55,17,80,35,60,60,70,60,58,66,41,12,57,26,0,31,54,83,46,41,77,46,60,17,48,77,59,50,45,87,66,56,8,40,30,59,76,63,35,42,33,33,64,70,67,92,61,26,32,86,35,63,60,49,86
44,103,93,78,98,64,52,18,100,98,45,79,68,67,82,53,52,71,8,89,65,97,30,25,93,68,60,88,49,59,47,85,48,106,66,89,90,92,81,88,90,66,31,61,48,31,0,73,113,36,72,100,72,87,47,73,93,61,47,33,114,72,58,39,71,18,69,98,72,65,25,45,2,95,98,73,121,76,48,54,113,22,94,85,80,113
31,48,22,46,32,45,39,66,41,31,48,10,7,47,15,41,53,12,65,46,9,51,43,59,53,58,76,24,44,44,45,49,54,37,41,38,52,18,8,42,22,18,44,33,28,54,73,0,58,53,49,28,21,27,43,83,24,35,44,56,50,31,36,49,45,57,21,25,23,34,62,28,76,60,41,31,60,11,74,22,49,57,50,22,48,48
82,10,41,37,28,51,60,97,17,29,104,48,56,49,68,60,65,49,106,24,59,16,90,109,23,54,78,74,101,55,67,30,69,30,47,24,25,49,52,24,37,51,82,91,67,83,113,58,0,107,45,41,44,31,66,75,69,93,101,109,19,89,94,75,44,103,80,45,82,47,112,78,115,26,17,89,12,68,85,62,18,106,20,36,35,20
24,96,75,79,84,69,55,44,90,84,9,62,51,72,56,57,63,57,30,87,48,94,19,11,93,78,81,59,14,64,54,86,61,90,68,83,91,71,62,84,75,55,35,28,41,46,36,53,107,0,77,81,62,76,52,94,65,28,11,3,102,39,24,49,74,19,39,78,41,63,13,28,37,98,90,40,111,51,72,45,101,14,92,72,82,100
55,37,50,7,45,8,22,55,39,46,78,44,43,5,65,20,21,37,66,21,42,28,57,76,22,11,35,73,77,13,25,14,25,53,9,26,19,55,49,22,45,31,44,73,36,41,72,49,45,77,0,56,28,34,25,36,72,75,75,78,54,77,75,33,3,67,67,57,70,16,78,51,74,23,36,78,56,61,40,35,53,71,24,38,9,54
59,33,7,50,13,56,57,90,25,12,76,20,31,57,31,58,68,28,92,41,35,41,71,88,47,67,90,34,72,57,64,48,71,11,51,32,48,10,19,37,11,36,69,59,52,77,100,28,41,81,56,0,32,21,62,93,28,60,72,85,25,53,63,70,53,85,46,4,46,46,91,56,103,55,28,53,37,32,91,45,26,86,43,18,49,23
38,33,25,25,26,26,24,59,28,26,60,15,16,27,37,26,36,9,64,26,16,32,47,66,32,37,58,45,58,26,32,28,39,34,21,20,31,28,21,22,20,7,40,50,24,46,72,21,44,62,28,32,0,14,29,63,43,52,57,65,42,51,53,38,24,60,41,32,44,14,69,34,74,39,27,52,49,33,59,18,41,62,30,14,26,41
51,21,16,28,11,35,38,74,14,12,72,17,25,35,39,39,48,18,79,21,27,24,61,80,28,45,68,46,69,37,45,27,51,20,30,12,28,23,21,17,10,21,55,60,38,60,87,27,31,76,34,21,14,0,43,71,42,62,69,78,27,58,63,52,31,75,49,23,51,25,83,48,89,35,14,59,35,37,71,32,26,76,24,5,28,26
33,56,55,30,55,17,5,31,54,55,55,43,35,20,57,6,12,34,41,42,33,50,33,50,46,25,35,65,55,12,2,38,12,64,19,43,43,56,47,41,50,26,18,55,17,17,47,43,66,52,25,62,29,43,0,44,67,57,53,53,70,62,55,9,24,41,53,61,57,18,53,30,49,48,53,63,75,52,31,21,69,45,46,44,33,69
78,71,87,43,81,38,46,56,74,82,98,79,76,36,99,43,32,72,72,55,74,60,74,88,52,26,13,107,99,39,42,47,33,90,42,62,50,92,85,57,81,64,59,100,61,48,73,83,75,94,36,93,63,71,44,0,107,102,97,93,89,106,100,45,40,78,97,94,101,49,90,75,75,48,71,107,88,94,25,64,87,83,57,74,44,89
48,60,27,68,40,69,63,88,52,39,57,28,31,70,10,66,77,35,84,64,33,66,62,74,71,81,100,7,53,68,70,69,78,40,65,55,70,20,22,59,33,42,67,38,52,77,93,24,69,65,72,28,43,42,67,107,0,39,54,69,54,29,42,73,68,75,25,24,24,57,77,47,95,78,54,29,65,16,99,46,54,74,66,37,68,52
24,83,55,75,67,68,56,63,76,66,19,45,37,71,31,59,69,44,53,78,35,84,33,38,85,80,91,32,14,65,60,80,68,71,66,72,84,50,42,74,57,46,46,2,40,59,61,35,93,28,75,60,52,62,57,102,39,0,16,31,84,11,3,58,72,42,14,57,15,59,40,26,63,91,76,12,94,28,85,39,84,39,83,57,77,82
20,90,66,77,76,68,54,51,84,76,3,55,44,71,45,57,65,51,39,83,41,89,23,22,89,78,85,48,2,64,55,83,63,82,66,78,87,62,53,79,67,50,38,16,39,50,47,44,101,11,75,72,57,69,53,97,54,16,0,15,94,27,12,52,72,28,28,69,30,60,24,24,48,94,84,28,104,40,77,41,94,24,87,65,79,92
26,98,78,81,87,70,56,42,93,87,12,65,54,73,59,58,64,60,27,89,51,96,20,8,94,79,81,63,17,65,55,88,61,93,70,85,92,74,65,86,78,58,35,31,43,45,33,56,109,3,78,85,65,78,53,93,69,31,15,0,105,43,28,49,76,17,43,82,45,65,9,30,34,99,92,44,113,54,71,47,104,12,94,75,83,103
78,18,28,47,17,58,64,101,15,18,98,39,50,57,56,65,73,44,107,34,53,29,88,107,37,65,90,60,94,61,72,42,76,14,54,28,39,35,41,32,27,48,83,82,66,87,114,50,19,102,54,25,42,27,70,89,54,84,94,105,0,78,86,79,52,102,70,29,71,51,110,75,117,42,18,78,11,57,95,60,1,104,32,30,45,1
31,79,49,75,61,71,60,72,71,61,30,41,35,73,22,63,73,42,64,77,34,82,43,49,84,83,97,22,25,68,64,79,73,64,68,69,82,42,37,72,52,46,53,11,44,66,72,31,89,39,77,53,51,58,62,106,29,11,27,43,78,0,14,64,73,53,9,49,7,60,52,33,74,90,72,1,89,21,91,42,78,50,81,53,77,76
22,84,57,75,68,68,55,60,77,68,15,47,38,70,33,58,67,45,50,79,36,85,30,35,85,79,89,35,10,64,58,80,67,73,66,73,84,52,44,75,59,46,43,4,39,56,58,36,94,24,75,63,53,63,55,100,42,3,12,28,86,14,0,56,71,39,17,59,18,59,37,25,60,91,77,15,96,30,83,39,86,36,83,58,77,84
34,65,63,39,64,25,14,22,64,64,53,51,42,27,63,14,14,42,33,51,39,59,29,45,54,30,33,71,54,20,8,46,11,73,27,52,52,64,54,50,59,34,14,56,21,8,39,49,75,49,33,70,38,52,9,45,73,58,52,49,79,64,56,0,32,35,56,69,60,27,47,31,41,56,62,65,84,57,27,26,78,40,55,52,41,78
52,36,47,6,42,7,20,55,36,42,75,40,39,5,61,18,21,33,65,19,38,27,55,74,22,14,37,69,74,12,24,14,25,50,5,24,19,52,45,20,41,27,42,70,33,40,71,45,44,74,3,53,24,31,24,40,68,72,72,76,52,73,71,32,0,65,63,54,67,12,76,48,74,24,34,74,54,57,42,32,51,69,23,34,9,51
26,93,78,71,85,59,45,25,89,85,27,65,53,62,65,47,50,58,11,81,50,89,14,10,86,66,65,70,30,54,42,79,47,92,60,79,84,76,65,79,77,53,23,42,36,30,18,57,103,19,67,85,60,75,41,78,75,42,28,17,102,53,39,35,65,0,50,83,53,56,11,28,20,90,88,54,110,59,55,42,101,5,86,72,74,101
25,70,41,66,53,61,51,66,62,52,32,32,25,64,16,54,65,32,60,67,25,72,38,48,74,74,88,19,27,59,56,70,65,56,58,60,73,35,28,63,43,36,47,13,36,59,69,21,80,39,67,46,41,49,53,97,25,14,28,43,70,9,17,56,63,50,0,42,3,51,51,26,71,80,63,10,80,13,83,33,70,48,71,43,67,68
56,37,7,51,17,57,56,89,28,16,73,19,29,58,27,58,69,27,90,44,33,44,69,85,50,68,90,30,68,58,64,50,71,15,52,35,50,7,17,40,12,35,68,55,51,76,98,25,45,78,57,4,32,23,61,94,24,57,69,82,29,49,59,69,54,83,42,0,43,46,88,54,101,57,31,49,41,29,92,44,30,83,45,19,51,27
29,72,42,69,54,65,55,70,64,53,33,34,28,67,16,58,68,35,63,69,28,74,41,51,76,77,92,17,28,62,60,73,69,57,62,62,75,36,30,65,45,39,50,14,40,63,72,23,82,41,70,46,44,51,57,101,24,15,30,45,71,7,18,60,67,53,3,43,0,54,53,29,74,83,65,7,82,14,87,36,71,51,73,45,70,69
40,38,39,16,37,11,13,50,36,38,63,30,27,13,50,13,22,22,58,24,26,32,45,64,29,23,44,58,62,11,20,22,25,46,7,24,27,43,35,23,34,15,34,57,22,35,65,34,47,63,16,46,14,25,18,49,57,59,60,65,51,60,59,27,12,56,51,46,54,0,66,36,67,34,34,61,56,45,45,19,50,59,29,27,18,50
31,102,84,82,92,70,56,36,97,92,22,71,60,73,67,58,62,65,20,91,56,99,22,3,96,77,77,71,27,65,54,89,59,99,70,88,94,81,71,89,83,61,34,40,45,42,25,62,112,13,78,91,69,83,53,90,77,40,24,9,110,52,37,47,76,11,51,88,53,66,0,35,26,100,96,53,118,62,66,50,109,7,96,79,84,108
3,68,49,53,57,44,31,40,62,57,26,36,25,46,37,33,42,30,36,59,21,66,14,31,65,55,64,43,25,40,33,59,42,64,42,55,63,47,37,56,48,27,20,24,15,33,45,28,78,28,51,56,34,48,30,75,47,26,24,30,75,33,25,31,48,28,26,54,29,36,35,0,47,70,62,34,83,31,58,17,74,29,64,44,55,73
46,105,95,80,100,66,54,20,102,100,46,82,71,69,84,55,54,74,11,92,67,100,33,26,95,70,62,90,51,62,49,88,50,108,68,92,93,94,83,90,93,68,34,62,51,33,2,76,115,37,74,103,74,89,49,75,95,63,48,34,117,74,60,41,74,20,71,101,74,67,26,47,0,98,101,75,123,79,50,57,116,23,96,88,83,116
74,24,51,18,41,31,44,79,30,42,97,51,55,28,74,43,44,48,90,14,56,13,79,98,7,30,53,81,95,36,48,11,48,47,30,23,7,58,56,18,45,45,67,89,56,64,95,60,26,98,23,55,39,35,48,48,78,91,94,99,42,90,91,56,24,90,80,57,83,34,100,70,98,0,27,91,39,71,61,53,41,93,11,41,15,43
65,6,26,28,14,40,47,84,3,15,87,31,39,39,52,47,54,32,91,16,42,14,74,93,21,47,71,58,84,43,54,24,58,20,36,10,22,34,35,14,21,34,67,74,51,70,98,41,17,90,36,28,27,14,53,71,54,76,84,92,18,72,77,62,34,88,63,31,65,34,96,62,101,27,0,73,22,51,76,46,16,90,16,19,27,17
32,79,49,76,62,72,61,73,72,61,31,42,36,74,22,64,75,43,65,77,35,82,44,50,84,84,98,21,26,69,66,80,75,64,69,70,83,43,38,73,52,47,54,12,46,67,73,31,89,40,78,53,52,59,63,107,29,12,28,44,78,1,15,65,74,54,10,49,7,61,53,34,75,91,73,0,89,21,92,43,78,51,81,53,78,76
86,18,39,48,27,61,69,106,20,28,107,49,59,59,67,69,75,53,113,35,62,28,96,115,35,66,90,71,104,65,76,42,79,25,57,31,37,46,52,34,37,56,89,93,73,92,121,60,12,111,56,37,49,35,75,88,65,94,104,113,11,89,96,84,54,110,80,41,82,56,118,83,123,39,22,89,0,67,96,67,10,111,31,38,46,13
32,58,28,58,40,56,48,71,50,39,44,20,17,58,6,51,62,23,68,57,19,61,45,59,64,69,86,13,39,55,55,61,64,43,52,49,63,22,16,53,31,29,50,26,36,61,76,11,68,51,61,32,33,37,52,94,16,28,40,54,57,21,30,57,57,59,13,29,14,45,62,31,79,71,51,21,67,0,83,31,57,58,60,32,59,55
60,78,85,48,83,36,35,31,79,83,77,74,67,37,89,33,23,65,47,61,65,69,54,65,62,30,12,97,79,34,28,55,20,92,41,66,59,88,78,63,80,57,39,83,47,26,48,74,85,72,40,91,59,71,31,25,99,85,77,71,95,91,83,27,42,55,83,92,87,45,66,58,50,61,76,92,96,83,0,52,93,60,65,73,50,94
20,51,38,36,43,29,18,44,47,43,43,25,15,31,36,21,32,17,46,42,12,49,28,47,48,41,55,44,42,26,24,42,33,51,26,38,46,38,28,39,36,11,23,37,6,32,54,22,62,45,35,45,18,32,21,64,46,39,41,47,60,42,39,26,32,42,33,44,36,19,50,17,57,53,46,43,67,31,52,0,59,44,46,30,38,59
77,16,28,45,17,57,63,100,14,17,97,39,49,56,56,63,71,44,106,32,53,27,88,106,35,64,88,60,94,60,70,40,75,14,52,27,37,35,41,30,26,48,82,82,65,86,113,49,18,101,53,26,41,26,69,87,54,84,94,104,1,78,86,78,51,101,70,30,71,50,109,74,116,41,16,78,10,57,93,59,0,103,30,29,43,2
