78,42,43,20,33,77,25,65,65,34,69,52,37,53,14,83,34,0,55,37,62,38,38,63,64,83,61,27,31,56,32,10,0,53,60,64,52,74,44,35,82,44,56,44,83,97,83,64,42,68,15,59,31,54,60,31,46,59,37,78,32,12,32,71,39,77,13,11,32,76,3,38,65,92,44,35,82,89,68,64,45,23,24,17,67,72,19,50,42,23,45,56,69,36,67,53,37
54,78,65,69,70,29,39,26,21,27,55,23,21,25,63,30,76,55,0,55,25,51,37,31,58,38,19,51,38,7,42,65,56,9,7,51,36,23,37,24,28,31,58,11,32,65,27,57,73,47,65,75,25,34,85,43,59,7,77,55,39,49,23,15,26,38,67,65,73,23,52,39,10,56,23,55,35,62,41,53,33,50,58,44,21,66,36,51,32,71,67,27,66,43,70,12,26
48,24,9,57,70,62,52,77,75,29,36,37,50,36,51,85,72,37,55,0,45,5,63,79,28,64,71,60,18,52,13,43,36,59,56,32,28,79,20,50,72,64,20,45,88,67,80,29,17,38,52,23,34,31,30,13,8,54,74,48,17,25,40,69,57,55,37,46,23,79,35,64,61,66,59,69,65,58,43,30,67,56,15,47,75,35,39,15,24,61,12,37,32,12,30,61,54
28,69,53,80,86,17,56,51,47,28,31,9,40,9,74,47,91,62,25,45,0,39,58,57,36,20,44,68,33,18,36,72,62,34,20,28,18,45,24,43,28,54,39,26,53,41,38,35,63,23,76,58,32,14,70,37,45,19,92,29,33,52,35,30,48,15,71,73,67,43,59,61,23,32,46,74,21,37,15,30,57,66,54,57,46,43,47,34,22,83,55,7,43,33,49,37,46
43,29,14,59,71,57,50,73,71,25,32,32,47,31,53,80,73,38,51,5,39,0,61,75,25,58,67,59,15,47,10,45,38,54,51,27,22,74,15,48,67,62,17,41,83,63,74,26,23,33,54,26,30,26,34,10,9,49,76,43,13,26,37,64,54,50,40,48,28,74,36,62,56,61,56,68,60,54,37,26,64,55,18,46,71,33,38,12,19,62,16,32,30,8,29,57,51
85,78,72,41,36,66,13,31,33,38,81,51,17,53,37,53,43,38,37,63,58,61,0,26,80,75,30,18,46,42,51,46,39,28,44,76,60,44,55,15,64,7,76,32,50,99,59,80,75,75,39,87,32,60,92,50,70,44,43,85,48,42,25,48,10,72,52,42,68,47,37,2,47,91,14,19,72,94,71,77,7,20,56,21,35,88,23,68,50,42,74,56,87,54,89,26,12
85,98,88,68,62,57,38,7,12,50,86,54,29,56,64,31,69,63,31,79,57,75,26,0,88,67,12,44,60,38,65,71,64,23,37,82,66,23,65,29,50,19,86,35,26,96,40,87,94,78,66,101,45,65,109,66,85,38,68,86,62,63,38,33,24,68,77,69,90,26,61,28,36,86,20,43,63,93,72,83,19,46,76,46,13,96,45,79,59,69,91,58,95,67,99,19,27
22,46,29,84,95,51,72,84,80,41,9,34,63,32,78,84,98,64,58,28,36,25,80,88,0,48,77,82,35,52,32,71,63,65,55,8,21,80,24,65,63,79,9,52,89,41,74,1,39,16,79,25,47,23,38,33,21,53,101,22,33,51,54,67,71,38,65,74,50,79,61,82,59,42,72,91,51,32,25,6,81,79,43,69,80,8,60,13,29,88,29,31,7,28,12,68,68
29,88,70,101,105,9,75,60,55,49,39,30,58,30,94,47,111,83,38,64,20,58,75,67,48,0,54,87,54,32,56,93,83,47,31,39,35,48,44,61,21,69,53,43,54,30,34,46,81,31,96,73,52,32,85,57,62,30,112,30,54,73,54,34,64,9,92,94,87,46,80,77,30,19,61,92,4,31,22,41,72,85,75,77,54,51,67,51,43,104,72,27,53,53,60,50,63
73,92,80,70,66,44,39,7,4,41,74,42,24,44,65,23,73,61,19,71,44,67,30,12,77,54,0,48,52,26,57,70,62,12,24,70,55,14,55,26,38,22,76,25,21,83,30,76,87,66,67,92,37,53,101,58,76,25,73,74,53,59,31,21,23,55,75,68,84,17,59,32,24,73,17,49,50,81,59,72,24,48,71,45,5,85,41,69,49,71,83,46,84,58,88,9,24
91,69,68,24,19,79,12,49,51,43,86,60,29,61,21,71,25,27,51,60,68,59,18,44,82,87,48,0,47,55,50,31,28,44,58,80,65,62,58,26,79,25,76,43,69,108,76,83,69,81,22,84,37,66,86,50,69,58,25,92,48,35,32,64,25,83,39,27,59,65,27,16,62,101,30,8,85,102,79,80,25,4,49,13,53,91,22,69,54,24,70,64,88,54,89,43,25
47,40,28,51,61,50,37,59,56,11,39,24,32,23,44,68,64,31,38,18,33,15,46,60,35,54,52,47,0,35,5,40,30,40,39,34,21,61,12,33,58,47,29,27,70,66,63,35,35,36,46,41,15,23,48,5,24,38,66,47,1,19,22,52,39,47,37,42,35,61,28,47,45,61,41,55,54,58,37,34,49,43,22,34,57,43,24,22,11,54,30,26,41,7,42,42,36
47,75,61,72,74,23,43,33,28,25,49,17,26,19,65,33,80,56,7,52,18,47,42,38,52,32,26,55,35,0,39,66,56,16,4,45,30,28,32,29,25,37,52,12,37,58,28,51,69,40,67,70,25,28,80,40,55,3,81,48,35,49,24,17,32,31,68,66,70,28,53,45,9,49,29,60,30,55,33,46,40,54,56,47,28,59,38,46,27,74,63,21,59,39,64,19,30
46,35,23,52,63,53,41,64,61,16,37,27,37,26,46,72,66,32,42,13,36,10,51,65,32,56,57,50,5,39,0,40,31,45,43,32,22,66,12,37,61,51,26,32,75,65,68,33,30,36,47,36,20,24,43,0,20,42,68,46,3,19,27,56,44,48,36,42,31,66,29,52,49,62,46,59,57,58,38,32,54,46,18,37,62,40,28,19,13,55,25,28,38,4,38,47,41
87,42,47,15,31,87,33,74,75,44,77,62,46,62,11,92,30,10,65,43,72,45,46,71,71,93,70,31,40,66,40,0,10,62,70,72,61,84,52,44,92,52,63,54,92,106,93,72,44,76,11,63,41,63,62,39,51,69,33,87,41,20,42,81,48,86,8,4,32,86,13,45,76,101,53,39,92,98,77,71,52,27,28,25,76,78,29,57,51,18,49,65,75,44,73,62,46
78,41,42,21,34,77,26,66,66,34,69,52,37,53,14,83,35,0,56,36,62,38,39,64,63,83,62,28,30,56,31,10,0,53,60,64,52,75,43,35,82,45,55,44,83,96,83,64,41,67,16,58,31,54,59,31,45,59,38,78,31,11,32,71,40,76,13,11,31,76,3,39,66,92,44,36,82,89,68,63,45,23,23,18,67,71,20,49,41,24,44,56,68,35,67,53,37
63,80,68,64,63,38,33,19,16,29,63,31,16,33,58,30,70,53,9,59,34,54,28,23,65,47,12,44,40,16,45,62,53,0,16,59,43,22,43,18,35,22,64,13,30,74,31,64,75,55,61,80,26,42,89,46,64,16,70,63,41,49,21,19,19,47,65,61,73,23,50,31,18,65,14,47,44,71,49,60,25,44,59,39,16,73,33,57,37,66,71,35,72,46,76,3,19
48,79,65,75,77,21,46,31,26,29,51,20,28,22,69,29,83,60,7,56,20,51,44,37,55,31,24,58,39,4,43,70,60,16,0,47,33,25,36,31,21,38,56,16,34,58,24,54,73,42,71,74,29,31,84,44,59,1,83,49,40,53,28,13,34,30,72,70,74,24,57,47,5,49,30,62,28,56,35,49,41,57,61,50,26,62,42,50,31,77,67,23,62,43,67,19,33
16,53,35,84,95,42,69,78,73,38,5,28,59,26,78,76,98,64,51,32,28,27,76,82,8,39,70,80,34,45,32,72,64,59,47,0,16,73,21,61,55,74,15,47,81,35,66,7,45,8,80,33,44,17,46,33,26,46,100,16,32,52,50,59,67,30,68,75,55,72,61,78,51,35,67,88,42,26,16,2,77,77,46,67,73,14,57,16,26,88,36,24,14,28,21,62,64
26,52,35,72,81,35,54,62,58,22,21,13,43,11,66,63,85,52,36,28,18,22,60,66,21,35,55,65,21,30,22,61,52,43,33,16,0,59,9,45,46,58,22,31,68,44,55,21,45,15,68,40,28,3,52,22,27,32,87,26,20,41,34,46,51,27,58,64,51,58,49,62,38,40,51,73,37,37,16,17,61,62,39,53,58,29,43,16,11,76,37,10,29,18,33,46,48
72,102,88,84,81,39,53,15,11,50,76,46,37,48,79,9,88,74,23,79,45,74,44,23,80,48,14,62,61,28,66,84,75,22,25,73,59,0,61,39,29,37,81,34,8,79,17,79,96,68,81,99,47,57,109,66,83,26,88,73,62,71,43,14,37,52,88,82,95,3,72,47,21,68,32,63,44,78,59,74,38,63,81,60,10,87,55,75,56,86,91,49,88,66,93,21,39
34,45,28,64,73,42,47,62,58,16,27,17,39,15,57,66,77,44,37,20,24,15,55,65,24,44,55,58,12,32,12,52,43,43,36,21,9,61,0,40,52,54,21,29,70,53,60,24,38,24,59,37,23,11,47,13,22,35,79,34,11,31,30,49,47,36,49,55,42,61,40,57,42,49,47,67,45,45,25,22,57,55,30,45,59,33,36,14,5,67,31,17,31,9,34,45,44
69,68,60,45,45,52,15,30,30,23,66,36,3,38,40,48,51,35,24,50,43,48,15,29,65,61,26,26,33,29,37,44,35,18,31,61,45,39,40,0,52,14,61,17,47,84,50,65,65,60,42,74,18,44,80,37,57,31,52,70,34,34,10,38,6,58,48,42,60,41,32,17,35,76,9,31,59,79,56,62,16,25,47,20,31,73,15,54,35,47,62,41,72,40,74,18,3
49,97,80,97,98,13,67,43,37,49,56,35,49,36,91,26,104,82,28,72,28,67,64,50,63,21,38,79,58,25,61,92,82,35,21,55,46,29,52,52,0,57,67,37,33,51,13,62,90,48,93,86,50,42,98,62,73,22,105,50,58,74,50,16,54,27,93,92,93,26,78,67,17,40,50,83,16,52,38,57,60,78,80,72,36,68,63,62,48,99,82,35,70,60,76,37,54
81,81,74,49,44,60,19,23,25,37,79,48,15,50,44,46,51,44,31,64,54,62,7,19,79,69,22,25,47,37,51,52,45,22,38,74,58,37,54,14,57,0,75,28,43,95,52,79,78,73,46,88,32,57,94,51,71,38,50,82,48,46,24,41,7,68,58,49,72,39,42,10,40,86,8,26,67,91,68,75,2,27,59,26,27,87,27,68,49,50,76,53,86,54,88,20,10
31,38,20,76,89,55,67,83,80,38,18,35,60,33,70,85,91,56,58,20,39,17,76,86,9,53,76,76,29,52,26,63,55,64,56,15,22,81,21,61,67,75,0,51,90,49,77,10,30,23,72,19,43,25,31,26,12,55,93,30,28,44,51,68,68,44,57,66,41,81,54,77,61,50,69,85,56,40,31,13,78,73,35,63,80,15,54,7,27,80,21,33,12,22,12,67,65
53,67,55,59,62,35,31,32,29,16,51,19,14,21,53,41,68,44,11,45,26,41,32,35,52,43,25,43,27,12,32,54,44,13,16,47,31,34,29,17,37,28,51,0,43,67,39,52,62,44,55,66,14,29,75,32,50,15,68,53,28,38,12,26,22,40,56,54,61,34,41,35,21,58,20,49,41,62,39,48,31,42,47,34,30,60,26,43,23,62,57,24,59,33,63,16,20
80,110,97,91,87,45,60,19,17,59,84,54,45,56,87,7,94,83,32,88,53,83,50,26,89,54,21,69,70,37,75,92,83,30,34,81,68,8,70,47,33,43,90,43,0,85,20,88,105,76,88,108,56,65,117,75,92,35,93,80,71,79,52,22,44,59,96,90,104,9,80,53,29,74,39,69,50,85,67,83,44,70,90,67,16,96,63,84,65,93,100,57,96,75,101,29,46
19,88,70,117,125,40,96,90,84,65,31,48,81,47,110,78,129,97,65,67,41,63,99,96,41,30,83,108,66,58,65,106,96,74,58,35,44,79,53,84,51,95,49,67,85,0,65,39,80,29,112,65,70,42,78,66,62,58,131,19,65,85,75,64,89,27,102,108,90,77,94,102,59,11,87,115,35,9,29,36,98,105,81,96,84,39,86,51,55,120,71,43,42,61,49,78,87
62,104,88,96,95,26,65,33,28,53,68,43,48,44,90,13,102,83,27,80,38,74,59,40,74,34,30,76,63,28,68,93,83,31,24,66,55,17,60,50,13,52,77,39,20,65,0,73,98,60,92,96,53,52,107,68,82,25,102,63,64,77,50,12,50,40,95,92,99,14,80,62,18,54,45,78,30,66,51,68,54,76,85,71,26,80,64,72,55,98,91,44,81,67,87,33,51
21,48,31,85,96,49,72,83,79,41,8,34,63,32,79,83,99,64,57,29,35,26,80,87,1,46,76,83,35,51,33,72,64,64,54,7,21,79,24,65,62,79,10,52,88,39,73,0,41,14,80,27,47,23,40,33,23,53,101,20,34,52,54,66,71,37,66,75,51,78,62,82,58,40,71,91,49,30,23,5,81,79,45,69,79,8,60,14,29,88,31,30,8,28,14,67,68
61,7,10,59,75,80,63,94,91,46,49,55,65,54,55,103,74,42,73,17,63,23,75,94,39,81,87,69,35,69,30,44,41,75,73,45,45,96,38,65,90,78,30,62,105,80,98,41,0,53,55,20,50,48,17,29,19,72,78,61,34,33,56,87,71,72,36,49,13,97,41,76,79,80,74,78,83,71,59,44,80,64,19,57,92,43,51,30,42,63,9,55,40,30,35,77,68
10,60,42,88,97,35,70,74,69,38,8,24,58,23,81,70,101,68,47,38,23,33,75,78,16,31,66,81,36,40,36,76,67,55,42,8,15,68,24,60,48,73,23,44,76,29,60,14,53,0,83,41,44,15,54,36,34,41,103,10,35,55,50,53,66,22,72,79,61,66,65,77,46,27,65,89,34,21,9,10,75,78,52,69,69,20,59,22,27,91,43,20,22,32,28,59,63
94,54,58,4,19,90,28,70,71,47,85,66,44,67,2,90,19,15,65,52,76,54,39,66,79,96,67,22,46,67,47,11,16,61,71,80,68,81,59,42,93,46,72,55,88,112,92,80,55,83,0,74,44,69,73,47,61,70,22,94,47,28,43,80,44,91,20,6,44,83,18,38,76,107,49,29,95,105,83,79,46,19,38,21,72,87,29,66,57,8,60,70,84,52,83,60,42
48,26,16,78,92,74,76,99,96,51,35,53,73,51,73,103,93,59,75,23,58,26,87,101,25,73,92,84,41,70,36,63,58,80,74,33,40,99,37,74,86,88,19,66,108,65,96,27,20,41,74,0,56,44,12,36,16,72,96,47,39,48,63,87,81,63,55,67,34,98,58,88,79,68,82,93,75,56,50,31,90,79,35,71,96,26,63,24,43,81,14,51,23,34,16,82,77
54,54,43,48,54,46,25,44,41,6,49,23,16,24,42,55,59,31,25,34,32,30,32,45,47,52,37,37,15,25,20,41,31,26,29,44,28,47,23,18,50,32,43,14,56,70,53,47,50,44,44,56,0,28,64,20,40,28,60,54,16,24,7,40,24,47,42,42,47,48,28,34,34,64,26,45,51,64,41,44,34,34,33,25,42,56,15,36,17,51,46,27,54,22,56,27,21
25,55,38,74,82,31,54,60,56,23,21,11,42,9,67,60,86,54,34,31,14,26,60,65,23,32,53,66,23,28,24,63,54,42,31,17,3,57,11,44,42,57,25,29,65,42,52,23,48,15,69,44,28,0,55,25,30,30,88,25,22,43,34,43,50,24,61,65,54,56,51,62,35,37,50,74,34,36,14,18,60,63,42,54,56,31,44,20,12,77,40,7,31,21,36,45,48
61,20,20,77,93,87,80,108,105,59,48,64,80,63,73,114,92,60,85,30,70,34,92,109,38,85,101,86,48,80,43,62,59,89,84,46,52,109,47,80,98,94,31,75,117,78,107,40,17,54,73,12,64,55,0,43,25,83,96,60,47,51,71,97,87,76,53,67,30,108,59,93,89,81,89,95,88,69,62,44,96,82,36,74,105,39,68,35,52,81,18,63,35,42,29,91,84
47,35,22,51,62,54,40,64,62,16,38,28,37,27,45,73,65,31,43,13,37,10,50,66,33,57,58,50,5,40,0,39,31,46,44,33,22,66,13,37,62,51,26,32,75,66,68,33,29,36,47,36,20,25,43,0,20,43,68,47,4,19,27,57,44,49,36,42,31,67,28,52,50,62,46,58,58,58,39,32,54,46,17,36,62,41,28,19,14,55,25,29,38,4,39,48,41
43,26,8,66,79,62,60,83,80,35,30,39,57,37,60,88,80,46,59,8,45,9,70,85,21,62,76,69,24,55,20,51,45,64,59,26,27,83,22,57,73,71,12,50,92,62,82,23,19,34,61,16,40,30,25,20,0,57,83,42,23,34,47,72,64,53,45,55,28,83,44,72,64,61,66,77,64,53,40,25,74,64,23,55,80,27,47,11,27,69,9,38,24,17,21,66,61
47,78,63,74,77,21,46,32,27,28,50,19,28,21,68,31,83,59,7,54,19,49,44,38,53,30,25,58,38,3,42,69,59,16,1,46,32,26,35,31,22,38,55,15,35,58,25,53,72,41,70,72,28,30,83,43,57,0,83,48,38,52,27,14,34,30,71,69,73,26,56,47,6,48,30,62,28,55,34,48,41,56,59,49,27,61,41,48,30,77,66,22,61,42,66,19,33
113,76,80,18,6,104,37,74,76,65,106,83,55,84,23,97,3,37,77,74,92,76,43,68,101,112,73,25,66,81,68,33,38,70,83,100,87,88,79,52,105,50,93,68,93,131,102,101,78,103,22,96,60,88,96,68,83,83,0,113,67,49,57,90,51,107,42,29,65,90,39,40,87,124,56,24,110,124,102,100,49,26,61,34,78,109,44,87,76,15,82,88,106,72,105,68,51
0,68,51,99,108,36,80,81,76,49,12,33,67,32,92,74,111,78,55,48,29,43,85,86,22,30,74,92,47,48,46,87,78,63,49,16,26,73,34,70,50,82,30,53,80,19,63,20,61,10,94,47,54,25,60,47,42,48,113,0,46,66,60,58,75,22,83,89,71,71,75,87,51,20,74,99,34,11,14,17,85,89,62,79,75,22,69,32,37,102,51,28,25,42,32,67,73
46,39,26,52,62,50,38,60,57,12,38,24,33,23,45,68,65,32,39,17,33,13,48,62,33,54,53,48,1,35,3,41,31,41,40,32,20,62,11,34,58,48,28,28,71,65,64,34,34,35,47,39,16,22,47,4,23,38,67,46,0,20,24,53,41,46,38,43,35,62,29,49,45,60,42,57,54,57,37,32,51,45,21,35,58,42,26,21,10,55,29,26,40,6,41,44,37
66,35,32,32,45,68,29,64,63,24,57,42,35,42,26,79,47,12,49,25,52,26,42,63,51,73,59,35,19,49,19,20,11,49,53,52,41,71,31,34,74,46,44,38,79,85,77,52,33,55,28,48,24,43,51,19,34,52,49,66,20,0,27,65,39,66,19,23,26,72,10,42,59,81,43,44,73,77,57,51,47,31,14,23,64,59,19,37,30,36,34,45,56,23,55,50,36
60,60,50,47,50,47,20,37,36,13,55,27,9,28,40,51,56,32,23,40,35,37,25,38,54,54,31,32,22,24,27,42,32,21,28,50,34,43,30,10,50,24,51,12,52,75,50,54,56,50,43,63,7,34,71,27,47,27,57,60,24,27,0,38,17,50,44,42,53,44,29,27,33,68,18,39,53,70,47,51,27,30,39,22,37,63,13,43,24,49,52,32,61,30,63,22,14
58,92,78,84,83,24,53,26,21,41,62,33,35,35,78,17,90,71,15,69,30,64,48,33,67,34,21,64,52,17,56,81,71,19,13,59,46,14,49,38,16,41,68,26,22,64,12,66,87,53,80,87,40,43,97,57,72,14,90,58,53,65,38,0,38,37,83,80,87,13,68,51,7,54,34,67,30,64,45,61,43,64,73,58,19,73,51,63,45,86,80,36,74,56,79,21,39
75,75,66,47,44,55,16,26,27,30,72,41,8,43,42,46,51,39,26,57,48,54,10,24,71,64,23,25,39,32,44,48,40,19,34,67,51,37,47,6,54,7,68,22,44,89,50,71,71,66,44,81,24,50,87,44,64,34,51,75,41,39,17,38,0,62,53,45,66,39,37,13,37,80,5,28,62,84,61,68,9,26,53,23,28,80,21,61,42,48,69,46,78,47,81,17,3
22,79,61,95,101,14,71,62,57,43,30,24,55,23,89,52,106,77,38,55,15,50,72,68,38,9,55,83,47,31,48,86,76,47,30,30,27,52,36,58,27,68,44,40,59,27,40,37,72,22,91,63,47,24,76,49,53,30,107,22,46,66,50,37,62,0,84,88,78,50,73,75,31,18,60,89,12,26,13,32,71,81,67,72,56,42,62,42,35,98,63,20,44,45,51,50,60
83,34,40,23,39,87,39,79,79,43,73,61,50,61,20,96,38,13,67,37,71,40,52,77,65,92,75,39,37,68,36,8,13,65,72,68,58,88,49,48,93,58,57,56,96,102,95,66,36,72,20,55,42,61,53,36,45,71,42,83,38,19,44,83,53,84,0,13,23,89,15,51,77,99,57,47,92,94,75,67,58,35,21,31,80,72,33,52,49,27,41,64,69,40,66,66,50
89,47,51,10,26,88,30,72,73,45,80,63,45,64,6,91,25,11,65,46,73,48,42,69,74,94,68,27,42,66,42,4,11,61,70,75,64,82,55,42,92,49,66,54,90,108,92,75,49,79,6,67,42,65,67,42,55,69,29,89,43,23,42,80,45,88,13,0,37,84,14,41,75,103,50,34,93,100,79,74,49,23,32,22,74,82,28,60,53,14,53,67,79,47,77,61,43
71,10,21,47,63,84,55,90,89,45,59,58,61,58,43,102,62,32,73,23,67,28,68,90,50,87,84,59,35,70,31,32,31,73,74,55,51,95,42,60,93,72,41,61,104,90,99,51,13,61,44,34,47,54,30,31,28,73,65,71,35,26,53,87,66,78,23,37,0,96,32,69,80,89,70,68,88,81,66,53,74,55,14,48,90,55,45,38,45,50,21,59,52,33,47,75,63
71,102,88,86,84,36,55,18,14,51,75,45,39,47,81,6,90,76,23,79,43,74,47,26,79,46,17,65,61,28,66,86,76,23,24,72,58,3,61,41,26,39,81,34,9,77,14,78,97,66,83,98,48,56,108,67,83,26,90,71,62,72,44,13,39,50,89,84,96,0,73,50,20,66,34,66,42,76,58,73,41,65,82,62,12,86,56,74,56,88,91,48,87,67,92,23,41
75,42,41,23,35,74,24,63,63,30,67,49,34,49,16,80,37,3,52,35,59,36,37,61,61,80,59,27,28,53,29,13,3,50,57,61,49,72,40,32,78,42,54,41,80,94,80,62,41,65,18,58,28,51,59,28,44,56,39,75,29,10,29,68,37,73,15,14,32,73,0,37,62,89,41,36,79,86,65,61,43,23,22,16,64,69,17,47,38,26,43,53,66,33,65,50,34
87,78,73,40,34,69,13,33,36,40,83,54,20,55,36,56,41,38,39,64,61,62,2,28,82,77,32,16,47,45,52,45,39,31,47,78,62,47,57,17,67,10,77,35,53,102,62,82,76,77,38,88,34,62,93,52,72,47,40,87,49,42,27,51,13,75,51,41,69,50,37,0,50,93,17,16,75,97,74,79,9,18,57,20,37,90,24,70,52,40,75,59,88,55,90,29,14
