113,101,103,103,35,67,94,111,61,85,0,77,97,50,23,19,34,84,106,81,57,118,38,26,76,60,77,42,58,69,22,110,69,42,27,84,50,13,21,36,88,53,99,78,51,53,30,76,51,84,76,75,52,78,28,116,43,25,104,74,30,53,41,51,37,86,16,28,40,96,69,90,91,46,19,110,89,84,94,71,82,85,78,71,10,62,15,10,98
37,55,29,30,41,47,26,34,35,45,77,0,63,50,68,66,44,26,29,49,61,42,38,75,41,17,27,36,48,9,56,37,9,63,59,53,64,66,82,51,62,27,56,38,38,51,62,54,33,40,61,8,43,35,59,44,62,52,26,9,47,24,67,42,52,66,65,74,68,22,55,19,38,31,74,33,14,15,17,33,60,8,54,5,68,64,65,74,48
66,14,57,53,72,29,44,71,92,18,97,63,0,102,75,78,70,89,69,111,42,67,73,76,25,61,90,65,104,68,88,53,68,56,69,13,50,83,86,94,9,77,11,26,49,104,67,20,84,103,22,71,45,98,98,53,55,79,67,72,77,68,59,47,59,15,80,74,60,55,27,50,27,63,81,70,58,50,68,95,15,64,115,64,86,39,94,88,20
86,99,80,81,34,75,76,81,17,85,50,50,102,0,59,54,38,42,76,31,78,91,31,66,77,42,34,39,8,41,30,88,41,68,53,89,75,48,67,15,97,25,98,76,55,3,59,85,18,36,89,43,61,31,22,95,68,35,75,43,32,33,71,59,56,98,50,67,71,73,81,70,83,39,61,80,64,65,63,26,92,57,27,45,48,83,35,55,93
102,80,91,90,31,47,79,101,64,65,23,68,75,59,0,5,26,83,96,87,34,106,34,7,56,51,77,33,66,63,29,96,63,18,9,62,26,13,13,44,65,52,78,60,34,63,8,54,52,87,53,69,33,80,41,101,20,24,94,69,28,47,17,32,18,63,10,7,17,84,47,77,73,37,7,100,78,72,85,74,60,76,86,63,15,38,29,13,78
101,82,90,89,27,49,79,100,59,67,19,66,78,54,5,0,23,79,94,82,38,105,30,12,58,48,72,30,61,60,24,95,60,23,9,65,30,7,15,39,69,47,80,61,34,57,11,57,48,82,56,66,35,76,35,101,24,19,92,66,23,44,22,33,19,66,4,13,22,83,50,76,74,35,8,98,77,71,83,69,63,74,81,61,9,42,23,10,80
79,70,69,69,4,41,60,78,39,55,34,44,70,38,26,23,0,56,72,62,39,84,8,33,46,26,50,8,44,37,17,76,37,30,17,56,36,22,39,25,63,25,69,47,20,41,22,51,27,60,53,43,25,54,28,82,30,10,70,43,7,20,33,22,17,62,21,33,33,62,45,56,59,12,31,76,55,50,61,48,58,52,62,38,24,44,25,30,67
49,80,46,49,52,72,50,43,25,72,84,26,89,42,83,79,56,0,38,25,84,54,48,90,67,35,7,50,36,23,61,55,24,82,73,80,85,76,94,50,88,31,82,64,58,40,78,79,33,15,86,18,64,13,59,62,81,60,38,18,55,36,86,63,70,92,76,89,87,41,80,42,64,46,87,42,34,40,28,16,86,27,32,26,77,88,69,85,74
10,56,13,17,70,65,25,5,59,55,106,29,69,76,96,94,72,38,0,64,83,15,67,102,55,46,44,64,72,37,85,20,37,88,86,64,87,95,110,79,72,55,59,51,63,76,89,68,61,53,76,33,66,52,88,26,86,81,2,33,76,53,92,67,79,78,93,101,93,14,72,22,43,60,102,4,17,25,12,53,72,20,70,34,97,84,94,103,50
74,104,72,75,57,90,75,68,23,93,81,49,111,31,87,82,62,25,64,0,98,79,54,95,87,51,22,59,23,42,60,81,43,92,80,100,97,77,97,45,109,39,105,85,72,29,85,99,35,10,104,40,79,13,53,88,92,63,63,40,59,47,95,77,79,111,79,95,96,67,97,67,87,57,90,68,60,64,53,16,106,52,7,46,78,102,66,86,97
85,50,74,71,44,19,60,87,75,37,57,61,42,78,34,38,39,84,83,98,0,88,46,34,30,48,81,39,82,61,54,76,60,15,30,31,8,45,44,65,32,59,47,34,25,80,26,23,63,93,19,66,19,87,66,79,14,46,80,66,46,50,17,20,23,29,41,32,18,69,15,61,48,41,40,85,65,57,75,82,27,67,99,59,47,5,58,47,50
5,52,14,16,82,69,28,11,74,55,118,42,67,91,106,105,84,54,15,79,88,0,80,111,59,58,60,76,87,51,98,13,51,95,96,65,94,106,119,93,72,69,55,54,72,91,98,70,75,69,78,47,74,67,102,15,94,93,16,48,88,66,100,75,88,78,104,110,101,21,76,28,42,71,112,11,28,33,27,69,73,34,86,48,108,89,106,114,47
75,72,65,65,3,44,57,73,30,57,38,38,73,31,34,30,8,48,67,54,46,80,0,42,48,21,42,8,36,30,18,72,30,38,26,59,43,28,46,20,66,17,71,49,24,34,31,54,18,52,57,36,29,46,25,79,38,13,65,36,8,14,41,27,25,67,28,42,41,58,50,52,59,9,39,71,51,47,55,39,62,46,54,32,30,51,27,37,67
108,83,96,95,38,49,84,107,71,68,26,75,76,66,7,12,33,90,102,95,34,111,42,0,60,58,84,40,74,70,36,101,69,20,16,65,26,19,9,51,67,59,81,63,39,70,13,56,60,94,54,76,38,88,47,106,21,32,100,76,36,54,16,37,23,64,16,2,16,90,49,83,77,44,7,106,84,78,92,81,61,82,93,70,20,38,35,16,82
56,25,45,42,48,11,31,59,67,9,76,41,25,77,56,58,46,67,55,87,30,59,48,60,0,36,66,40,79,45,64,46,44,40,48,12,36,62,69,69,21,52,23,4,25,79,48,13,59,80,20,48,23,75,73,49,39,56,53,49,53,43,45,25,39,24,59,58,45,41,16,33,18,38,63,57,40,32,51,71,18,44,90,41,65,30,71,68,22
53,56,44,44,24,38,36,51,31,43,60,17,61,42,51,48,26,35,46,51,48,58,21,58,36,0,32,18,42,12,40,51,12,47,41,49,49,48,64,38,57,16,56,35,23,43,45,47,23,46,52,18,28,39,45,58,46,35,44,18,30,9,51,27,36,60,47,57,52,37,45,31,41,14,57,50,29,25,34,35,54,25,54,12,50,52,48,57,51
54,82,51,53,46,70,53,49,17,72,77,27,90,34,77,72,50,7,44,22,81,60,42,84,66,32,0,45,28,21,54,60,22,77,68,79,81,69,88,43,88,25,83,64,55,33,72,78,26,13,84,18,61,8,52,67,77,54,43,17,49,31,81,60,65,91,69,84,82,45,78,45,65,41,81,48,38,41,32,9,85,30,27,25,70,84,62,78,75
71,64,61,61,7,36,52,70,36,49,42,36,65,39,33,30,8,50,64,59,39,76,8,40,40,18,45,0,43,30,24,68,29,32,23,51,37,30,46,28,58,21,63,41,16,42,27,46,24,56,50,36,21,50,33,74,32,17,62,36,13,14,36,19,20,59,28,39,36,54,42,48,52,4,38,68,47,42,53,44,54,44,60,31,32,44,32,38,60
82,99,77,78,39,78,75,77,13,86,58,48,104,8,66,61,44,36,72,23,82,87,36,74,79,42,28,43,0,39,37,86,40,74,60,91,80,55,75,22,99,26,99,78,58,5,65,88,19,28,92,41,65,24,30,93,74,41,71,40,38,35,77,63,61,101,57,74,77,70,85,68,84,42,68,76,62,63,60,19,95,54,19,44,55,87,43,63,93
46,61,38,40,34,49,35,43,26,50,69,9,68,41,63,60,37,23,37,42,61,51,30,70,45,12,21,30,39,0,48,47,0,60,53,57,62,59,76,42,66,18,62,42,35,41,57,57,24,35,63,5,41,29,50,54,59,44,35,5,39,16,64,40,48,69,58,69,64,32,56,28,45,25,68,42,23,23,25,26,63,17,46,4,61,64,56,68,55
93,88,84,84,16,58,76,91,38,73,22,56,88,30,29,24,17,61,85,60,54,98,18,36,64,40,54,24,37,48,0,91,48,42,25,74,49,17,37,15,80,31,87,65,38,33,31,68,28,61,70,53,42,55,11,98,42,8,83,52,10,32,43,40,31,80,19,37,43,77,62,71,76,28,31,89,69,65,73,49,75,64,57,50,17,59,8,25,84
13,39,9,7,75,57,16,19,72,42,110,37,53,88,96,95,76,55,20,81,76,13,72,101,46,51,60,68,86,47,91,0,47,84,87,51,82,97,110,88,58,65,42,41,61,89,88,57,71,71,65,45,63,68,96,7,83,85,19,45,81,60,88,64,78,64,95,100,89,15,63,20,29,63,103,18,23,25,27,69,60,31,87,43,100,76,100,105,33
46,61,38,39,34,48,35,43,26,50,69,9,68,41,63,60,37,24,37,43,60,51,30,69,44,12,22,29,40,0,48,47,0,59,53,57,61,59,76,42,65,18,61,42,35,42,57,56,24,36,62,6,40,30,50,54,58,44,35,6,39,16,63,40,48,69,58,69,64,31,56,28,45,25,68,41,23,23,25,27,63,16,47,3,61,64,56,67,54
92,63,80,78,35,30,67,92,68,49,42,63,56,68,18,23,30,82,88,92,15,95,38,20,40,47,77,32,74,60,42,84,59,0,16,44,7,30,29,54,47,54,61,44,25,71,12,36,57,89,34,65,21,83,54,88,1,34,85,66,36,46,4,20,12,44,26,17,5,74,29,67,58,36,25,91,70,62,78,77,41,69,92,59,33,19,44,32,62
92,73,81,80,22,40,70,91,56,58,27,59,69,53,9,9,17,73,86,80,30,96,26,16,48,41,68,23,60,53,25,87,53,16,0,56,24,14,23,39,60,43,71,52,25,57,5,48,44,78,48,59,25,72,37,92,17,18,84,59,21,37,17,24,9,58,10,16,17,75,41,68,65,28,16,90,69,62,76,65,55,66,79,54,17,35,28,19,71
63,19,52,49,59,16,39,67,80,9,84,53,13,89,62,65,56,80,64,100,31,65,59,65,12,49,79,51,91,57,74,51,57,44,56,0,39,70,74,80,8,65,16,15,36,91,54,8,71,93,14,61,32,87,84,53,43,66,62,61,64,56,48,34,46,13,67,62,49,50,16,43,22,50,69,66,50,42,61,83,8,55,103,54,73,29,80,75,20
91,58,79,77,41,25,65,92,73,44,50,64,50,75,26,30,36,85,87,97,8,94,43,26,36,49,81,37,80,62,49,82,61,7,24,39,0,38,36,61,40,58,55,41,26,77,19,30,62,93,27,68,21,87,61,86,7,41,85,68,42,50,9,21,18,37,34,24,10,73,23,66,55,40,32,90,70,62,79,81,35,70,97,61,40,12,52,40,58
102,87,91,90,25,54,81,100,55,72,13,66,83,48,13,7,22,76,95,77,45,106,28,19,62,48,69,30,55,59,17,97,59,30,14,70,38,0,19,32,75,45,85,65,37,51,18,63,44,78,63,65,39,72,28,103,31,15,92,64,20,42,30,37,24,73,3,20,29,84,56,78,78,34,13,99,77,72,83,65,69,74,75,60,2,49,15,8,84
116,93,105,103,42,59,93,115,74,78,21,82,86,67,13,15,39,94,110,97,44,119,46,9,69,64,88,46,75,76,37,110,76,29,23,74,36,19,0,52,76,63,90,73,48,70,21,66,63,97,63,82,47,91,46,115,30,34,107,82,39,59,26,45,31,73,18,11,25,98,58,91,86,50,7,113,92,86,99,84,71,89,95,77,19,47,33,12,91
88,92,80,81,22,65,74,85,25,77,36,51,94,15,44,39,25,50,79,45,65,93,20,51,69,38,43,28,22,42,15,88,42,54,39,80,61,32,52,0,87,23,92,69,45,18,44,75,18,48,78,46,50,42,9,95,55,20,77,45,18,29,56,48,42,88,34,52,57,73,71,69,78,30,46,83,65,63,66,36,83,59,42,45,32,70,20,40,87
71,22,60,57,66,22,47,75,88,17,88,62,9,97,65,69,63,88,72,109,32,72,66,67,21,57,88,58,99,66,80,58,65,47,60,8,40,75,76,87,0,73,18,24,42,99,58,12,79,102,13,70,38,96,91,59,46,72,70,70,70,64,50,40,51,6,71,65,51,58,18,51,29,58,72,73,59,51,70,92,5,64,112,63,78,29,86,79,25
64,73,56,57,20,52,52,61,15,60,53,27,77,25,52,47,25,31,55,39,59,69,17,59,52,16,25,21,26,18,31,65,18,54,43,65,58,45,63,23,73,0,73,52,34,26,48,62,6,35,67,22,40,29,32,72,53,29,53,22,24,9,57,38,41,75,45,59,57,49,59,45,58,18,56,60,41,40,43,23,69,35,40,21,46,63,39,53,68
55,3,46,42,71,31,34,60,87,14,99,56,11,98,78,80,69,82,59,105,47,55,71,81,23,56,83,63,99,62,87,42,61,61,71,16,55,85,90,92,18,73,0,22,49,100,70,24,80,96,30,64,46,91,97,42,59,79,57,65,77,65,65,48,61,25,82,79,65,45,32,40,17,61,85,59,48,42,59,89,22,55,109,58,88,46,94,91,9
52,23,40,37,49,15,26,54,66,8,78,38,26,76,60,61,47,64,51,85,34,54,49,63,4,35,64,41,78,42,65,41,42,44,52,15,41,65,73,69,24,52,22,0,27,78,51,17,58,78,24,45,26,72,74,44,43,58,48,46,55,43,49,28,42,28,62,62,50,36,21,29,13,39,67,53,36,27,46,69,22,40,89,39,68,35,72,71,19
68,50,57,55,23,20,45,68,49,35,51,38,49,55,34,34,20,58,63,72,25,72,24,39,25,23,55,16,58,35,38,61,35,25,25,36,26,37,48,45,42,34,49,27,0,57,26,30,39,68,33,41,6,61,48,67,23,30,60,41,28,25,29,4,16,43,34,38,30,50,26,43,40,16,41,66,45,38,53,56,38,44,74,34,40,29,45,44,47
86,100,80,81,36,77,77,81,16,87,53,51,104,3,63,57,41,40,76,29,80,91,34,70,79,43,33,42,5,41,33,89,42,71,57,91,77,51,70,18,99,26,100,78,57,0,62,87,19,33,91,44,63,29,25,96,71,38,74,43,35,35,74,61,59,100,53,70,74,73,84,70,85,41,64,80,65,65,63,24,95,57,24,46,51,85,38,58,94
94,72,83,82,27,38,71,94,61,57,30,62,67,59,8,11,22,78,89,85,26,98,31,13,48,45,72,27,65,57,31,88,57,12,5,54,19,18,21,44,58,48,70,51,26,62,0,46,49,83,45,63,25,77,42,93,12,24,87,63,27,42,12,24,10,55,14,12,12,77,39,69,65,32,15,93,71,65,79,71,52,69,84,57,20,31,32,21,70
69,27,57,54,53,10,43,71,77,15,76,54,20,85,54,57,51,79,68,99,23,70,54,56,13,47,78,46,88,57,68,57,56,36,48,8,30,63,66,75,12,62,24,17,30,87,46,0,68,92,7,61,25,86,79,60,35,60,66,61,58,53,40,28,39,13,59,54,41,54,7,46,28,46,61,70,53,45,64,82,7,57,101,53,66,21,74,67,28
70,80,63,64,22,58,58,66,11,67,51,33,84,18,52,48,27,33,61,35,63,75,18,60,59,23,26,24,19,24,28,71,24,57,44,71,62,44,63,18,79,6,80,58,39,19,49,68,0,34,72,27,45,28,27,78,56,28,59,27,24,15,60,43,44,81,44,60,60,56,65,52,65,22,56,65,47,47,48,21,75,41,35,28,45,68,36,52,74
64,95,62,65,56,84,65,58,23,85,84,40,103,36,87,82,60,15,53,10,93,69,52,94,80,46,13,56,28,35,61,71,36,89,78,93,93,78,97,48,102,35,96,78,68,33,83,92,34,0,98,32,74,6,56,78,89,62,53,31,58,43,93,73,77,105,79,94,93,57,91,58,79,53,90,57,50,55,43,12,99,42,17,39,79,98,68,86,89
76,33,65,62,56,14,51,79,82,22,76,61,22,89,53,56,53,86,76,104,19,78,57,54,20,52,84,50,92,63,70,65,62,34,48,14,27,63,63,78,13,67,30,24,33,91,45,7,72,98,0,67,28,92,81,67,33,61,73,68,60,57,37,30,39,10,59,51,38,61,7,54,35,50,59,78,60,52,71,87,7,64,106,60,65,16,75,66,34
42,63,36,37,39,53,35,38,27,53,75,8,71,43,69,66,43,18,33,40,66,47,36,76,48,18,18,36,41,5,53,45,6,65,59,61,68,65,82,46,70,22,64,45,41,44,63,61,27,32,67,0,46,27,54,52,64,50,31,0,45,22,70,46,54,73,64,75,70,29,61,27,47,31,74,37,21,23,20,25,67,13,45,7,66,69,61,73,56
70,48,59,57,28,15,46,71,56,32,52,43,45,61,33,35,25,64,66,79,19,74,29,38,23,28,61,21,65,41,42,63,40,21,25,32,21,39,47,50,38,40,46,26,6,63,25,25,45,74,28,46,0,68,53,68,20,34,64,47,32,31,25,2,16,37,36,36,26,53,20,45,39,22,40,69,49,41,58,62,33,49,80,39,42,23,48,45,45
62,90,59,62,49,78,61,56,17,80,78,35,98,31,80,76,54,13,52,13,87,67,46,88,75,39,8,50,24,29,55,68,30,83,72,87,87,72,91,42,96,29,91,72,61,29,77,86,28,6,92,27,68,0,51,75,82,56,51,26,52,37,86,66,70,99,72,88,87,54,85,54,74,47,84,56,46,50,41,6,93,38,19,33,73,91,62,80,84
97,97,88,89,25,69,82,93,34,82,28,59,98,22,41,35,28,59,88,53,66,102,25,47,73,45,52,33,30,50,11,96,50,54,37,84,61,28,46,9,91,32,97,74,48,25,42,79,27,56,81,54,53,51,0,103,54,19,86,54,20,36,55,50,43,90,30,48,55,81,73,76,84,35,41,92,73,71,75,45,86,67,50,53,27,71,13,34,93
17,39,16,14,81,60,22,24,79,44,116,44,53,95,101,101,82,62,26,88,79,15,79,106,49,58,67,74,93,54,98,7,54,88,92,53,86,103,115,95,59,72,42,44,67,96,93,60,78,78,67,52,68,75,103,0,87,92,25,53,87,67,93,69,83,65,101,105,94,22,66,26,32,70,108,23,30,32,34,76,61,38,94,50,106,80,106,111,34
90,62,79,77,35,28,66,91,68,47,43,62,55,68,20,24,30,81,86,92,14,94,38,21,39,46,77,32,74,59,42,83,58,1,17,43,7,31,30,55,46,53,59,43,23,71,12,35,56,89,33,64,20,82,54,87,0,35,84,65,36,45,5,19,12,43,27,19,6,73,27,65,57,35,26,90,69,61,77,76,40,68,92,58,33,18,45,33,61
88,81,79,78,10,50,70,86,40,65,25,52,79,35,24,19,10,60,81,63,46,93,13,32,56,35,54,17,41,44,8,85,44,34,18,66,41,15,34,20,72,29,79,58,30,38,24,60,28,62,61,50,34,56,19,92,35,0,79,49,4,27,36,32,23,71,16,32,36,71,54,65,69,21,27,85,64,60,69,50,67,60,61,46,16,51,14,24,77
11,54,11,15,68,62,23,7,58,52,104,26,67,75,94,92,70,38,2,63,80,16,65,100,53,44,43,62,71,35,83,19,35,85,84,62,85,92,107,77,70,53,57,48,60,74,87,66,59,53,73,31,64,51,86,25,84,79,0,32,74,51,90,64,77,75,91,99,90,12,70,19,40,57,100,6,15,22,11,52,70,18,70,32,95,82,92,101,47
43,64,36,38,39,53,36,39,26,54,74,9,72,43,69,66,43,18,33,40,66,48,36,76,49,18,17,36,40,5,52,45,6,66,59,61,68,64,82,45,70,22,65,46,41,43,63,61,27,31,68,0,47,26,54,53,65,49,32,0,44,22,70,46,54,74,64,75,70,30,61,28,47,31,74,38,22,24,21,24,68,14,44,7,66,70,61,73,57
84,78,74,74,6,48,65,81,35,63,30,47,77,32,28,23,7,55,76,59,46,88,8,36,53,30,49,13,38,39,10,81,39,36,21,64,42,20,39,18,70,24,77,55,28,35,27,58,24,58,60,45,32,52,20,87,36,4,74,44,0,22,38,30,24,70,20,36,38,67,53,61,66,17,32,80,59,55,64,45,65,55,57,41,21,51,18,29,74
61,65,52,52,17,43,45,59,24,51,53,24,68,33,47,44,20,36,53,47,50,66,14,54,43,9,31,14,35,16,32,60,16,46,37,56,50,42,59,29,64,9,65,43,25,35,42,53,15,43,57,22,31,37,36,67,45,27,51,22,22,0,50,29,34,66,41,53,51,45,50,40,50,10,52,57,37,34,41,31,60,32,49,18,44,55,40,51,59
96,67,85,83,38,34,72,97,72,53,41,67,59,71,17,22,33,86,92,95,17,100,41,16,45,51,81,36,77,64,43,88,63,4,17,48,9,30,26,56,50,57,65,49,29,74,12,40,60,93,37,70,25,86,55,93,5,36,90,70,38,50,0,25,16,47,26,14,0,79,32,71,63,40,22,95,74,67,83,80,44,74,95,63,32,21,45,30,66
71,50,60,58,26,18,47,71,54,34,51,42,47,59,32,33,22,63,67,77,20,75,27,37,25,27,60,19,63,40,40,64,40,20,24,34,21,37,45,48,40,38,48,28,4,61,24,28,43,73,30,46,2,66,50,69,19,32,64,46,30,29,25,0,14,40,34,35,26,54,22,46,41,20,39,70,49,41,58,61,35,48,78,39,40,25,46,43,47
84,63,73,72,22,30,61,84,56,48,37,52,59,56,18,19,17,70,79,79,23,88,25,23,39,36,65,20,61,48,31,78,48,12,9,46,18,24,31,42,51,41,61,42,16,59,10,39,44,77,39,54,16,70,43,83,12,23,77,54,24,34,16,14,0,49,20,22,16,67,32,59,55,23,25,83,61,54,69,64,45,60,79,48,26,28,35,29,61
76,28,66,62,66,22,52,80,90,22,86,66,15,98,63,66,62,92,78,111,29,78,67,64,24,60,91,59,101,69,80,64,69,44,58,13,37,73,73,88,6,75,25,28,43,100,55,13,81,105,10,73,37,99,90,65,43,71,75,74,70,66,47,40,49,0,69,61,47,63,17,56,35,59,69,79,64,56,74,95,5,68,114,66,76,25,85,76,31
100,84,89,88,24,51,79,98,56,68,16,65,80,50,10,4,21,76,93,79,41,104,28,16,59,47,69,28,57,58,19,95,58,26,10,67,34,3,18,34,71,45,82,62,34,53,14,59,44,79,59,64,36,72,30,101,27,16,91,64,20,41,26,34,20,69,0,17,26,82,52,76,75,33,11,97,76,70,82,66,66,72,77,59,6,45,19,10,81
106,81,95,94,38,47,83,106,72,66,28,74,74,67,7,13,33,89,101,95,32,110,42,2,58,57,84,39,74,69,37,100,69,17,16,62,24,20,11,52,65,59,79,62,38,70,12,54,60,94,51,75,36,88,48,105,19,32,99,75,36,53,14,35,22,61,17,0,13,89,46,81,75,44,9,105,83,76,91,81,59,81,94,69,22,36,36,18,80
97,68,86,84,38,35,73,98,72,53,40,68,60,71,17,22,33,87,93,96,18,101,41,16,45,52,82,36,77,64,43,89,64,5,17,49,10,29,25,57,51,57,65,50,30,74,12,41,60,93,38,70,26,87,55,94,6,36,90,70,38,51,0,26,16,47,26,13,0,80,33,72,63,40,22,96,75,68,84,81,45,75,95,64,32,22,45,30,67
17,43,7,8,61,50,11,18,57,40,96,22,55,73,84,83,62,41,14,67,69,21,58,90,41,37,45,54,70,32,77,15,31,74,75,50,73,84,98,73,58,49,45,36,50,73,77,54,56,57,61,29,53,54,81,22,73,71,12,30,67,45,79,54,67,63,82,89,80,0,58,7,28,50,91,16,8,12,14,54,58,15,73,28,87,70,85,92,36
73,35,62,59,49,7,48,76,75,22,69,55,27,81,47,50,45,80,72,97,15,76,50,49,16,45,78,42,85,56,62,63,56,29,41,16,23,56,58,71,18,59,32,21,26,84,39,7,65,91,7,61,20,85,73,66,27,54,70,61,53,50,32,22,32,17,52,46,33,58,0,50,34,42,54,74,56,48,66,80,13,59,99,54,59,13,68,60,35
25,38,13,12,55,43,7,26,55,33,90,19,50,70,77,76,56,42,22,67,61,28,52,83,33,31,45,48,68,28,71,20,28,67,68,43,66,78,91,69,51,45,40,29,43,70,69,46,52,58,54,27,45,54,76,26,65,65,19,28,61,40,71,46,59,56,76,81,72,7,50,0,23,44,84,24,8,5,18,53,51,15,73,24,80,62,79,86,31
41,16,30,27,59,29,17,45,71,12,91,38,27,83,73,74,59,64,43,87,48,42,59,77,18,41,65,52,84,45,76,29,45,58,65,22,55,78,86,78,29,58,17,13,40,85,65,28,65,79,35,47,39,74,84,32,57,69,40,47,66,50,63,41,55,35,75,75,63,28,34,23,0,49,80,43,31,24,41,72,30,37,92,41,80,48,84,84,9
67,62,57,56,11,36,48,65,33,47,46,31,63,39,37,35,12,46,60,57,41,71,9,44,38,14,41,4,42,25,28,63,25,36,28,50,40,34,50,30,58,18,61,39,16,41,32,46,22,53,50,31,22,47,35,70,35,21,57,31,17,10,40,20,23,59,33,44,40,50,42,44,49,0,43,64,43,38,48,41,53,39,58,26,37,45,36,43,57
108,87,97,96,35,53,86,108,67,72,19,74,81,61,7,8,31,87,102,90,40,112,39,7,63,57,81,38,68,68,31,103,68,25,16,69,32,13,7,46,72,56,85,67,41,64,15,61,56,90,59,74,40,84,41,108,26,27,100,74,32,52,22,39,25,69,11,9,22,91,54,84,80,43,0,106,85,79,91,77,67,82,88,69,14,44,28,8,85
6,56,13,17,74,67,27,1,63,56,110,33,70,80,100,98,76,42,4,68,85,11,71,106,57,50,48,68,76,42,89,18,41,91,90,66,90,99,113,83,73,60,59,53,66,80,93,70,65,57,78,37,69,56,92,23,90,85,6,38,80,57,95,70,83,79,97,105,96,16,74,24,43,64,106,0,21,28,17,57,74,25,74,39,101,87,98,107,50
24,47,15,16,53,48,15,22,48,41,89,14,58,64,78,77,55,34,17,60,65,28,51,84,40,29,38,47,62,23,69,23,23,70,69,50,70,77,92,65,59,41,48,36,45,65,71,53,47,50,60,21,49,46,73,30,69,64,15,22,59,37,74,49,61,64,76,83,75,8,56,8,31,43,85,21,0,8,10,46,58,7,65,19,80,67,78,86,40
29,40,19,18,49,40,11,29,50,33,84,15,50,65,72,71,50,40,25,64,57,33,47,78,32,25,41,42,63,23,65,25,23,62,62,42,62,72,86,63,51,40,42,27,38,65,65,45,47,55,52,23,41,50,71,32,61,60,22,24,55,34,67,41,54,56,70,76,68,12,48,5,24,38,79,28,8,0,18,49,50,13,69,19,75,59,74,80,34
