69,79,29,87,28,74,39,91,18,112,0,85,96,52,70,65,57,78,67,104,25,83,63,71,30,89,59,62,102,71,90,75,30,17,8,93,53,79,85,66,50,61,72,89,50,51,95,97,57,31,63,93,49,86,68,65,73,68,75,60,64,68,79,25,35,76,68,100,2,77,55,24,51,96,70,20,50,97,76,76,71,58,77
70,93,104,49,58,59,46,84,67,35,85,0,67,41,43,45,76,83,37,26,60,89,92,50,58,34,93,40,22,29,16,24,55,68,83,48,44,97,23,58,41,76,59,77,77,35,98,34,48,54,22,58,55,57,19,33,26,58,11,81,40,53,73,94,54,12,23,21,88,49,32,63,41,20,36,71,42,94,29,8,24,81,84
30,41,95,18,84,21,73,22,87,54,96,67,0,52,31,34,44,32,94,56,78,34,53,27,87,34,58,95,59,42,53,87,76,81,89,20,47,46,44,30,85,41,23,16,51,77,37,38,41,80,63,9,47,11,56,44,44,28,71,46,96,110,21,86,88,74,80,57,99,23,76,88,51,52,37,76,87,30,39,64,83,47,33
37,58,65,38,33,32,21,58,38,60,52,41,52,0,20,17,37,51,48,53,28,57,53,25,35,36,54,46,52,18,40,46,25,34,47,43,5,62,33,26,34,39,31,52,37,27,69,45,12,28,20,46,15,40,21,12,21,28,35,43,48,61,44,55,36,37,37,49,55,29,27,37,0,45,18,34,36,67,24,32,41,42,51
27,50,78,17,54,16,42,42,58,48,70,43,31,20,0,5,35,40,63,43,49,46,51,7,56,21,53,63,44,13,33,57,46,54,64,23,17,54,24,15,53,35,16,36,39,45,56,30,13,49,32,25,22,20,27,12,16,16,42,40,64,78,30,67,57,45,50,42,73,8,44,58,20,36,6,51,55,52,14,37,53,40,41
25,48,73,21,50,16,38,43,53,52,65,45,34,17,5,0,32,39,62,47,44,45,47,8,52,26,50,62,48,15,37,57,42,49,59,28,13,52,28,13,51,31,15,36,34,43,55,35,8,45,31,29,17,23,27,12,18,14,43,37,63,76,30,62,53,46,49,46,68,12,42,54,17,40,8,46,52,52,17,38,53,37,39
14,23,51,44,57,26,51,34,55,83,57,76,44,37,35,32,0,21,84,79,48,26,16,30,60,56,18,82,80,47,69,83,49,47,49,52,32,25,60,20,69,4,25,33,6,62,38,64,27,54,58,46,22,38,56,42,50,21,72,5,84,96,24,42,64,74,75,77,59,35,63,58,36,72,40,38,70,39,49,68,78,5,20
13,10,69,41,76,24,69,14,75,82,78,83,32,51,40,39,21,0,99,80,68,6,22,33,80,56,27,98,82,54,73,96,68,68,70,47,46,14,63,26,85,16,24,16,27,78,18,63,38,73,70,38,38,32,66,51,57,25,82,19,100,112,12,61,83,85,88,80,80,35,79,78,51,75,47,60,87,18,54,77,91,20,1
85,107,94,76,39,79,35,105,49,72,67,37,94,48,63,62,84,99,0,63,46,106,100,70,37,65,99,4,59,51,52,13,42,53,68,78,53,109,55,74,17,87,78,99,82,22,117,69,61,38,31,86,62,83,38,51,50,75,27,90,3,16,92,85,32,24,15,58,69,72,20,43,48,57,57,62,16,114,55,34,13,89,99
69,90,118,40,79,56,66,77,87,9,104,26,56,53,43,47,79,80,63,0,78,85,94,49,80,24,97,66,4,35,13,50,74,86,100,35,54,95,19,59,65,78,56,69,82,58,91,17,55,75,42,46,63,49,35,41,32,58,36,84,66,79,68,108,77,38,49,4,107,45,55,84,53,8,39,87,66,86,30,31,50,84,81
56,72,47,66,9,57,13,79,9,86,25,60,78,28,49,44,48,68,46,78,0,74,60,51,12,65,58,42,76,47,65,52,4,8,23,72,31,73,60,49,28,52,55,75,43,27,86,73,37,7,38,74,31,67,43,41,48,51,50,53,44,52,66,39,17,50,44,74,28,56,30,10,28,70,47,15,29,86,52,51,47,51,68
20,7,72,45,82,30,75,13,81,86,83,89,34,57,46,45,26,6,106,85,74,0,23,38,85,61,29,104,87,59,78,102,74,74,75,51,52,11,69,32,92,22,30,18,32,84,12,68,45,79,76,41,44,36,72,57,63,31,88,23,106,118,16,65,88,91,94,85,85,40,85,84,57,80,52,65,93,14,60,83,97,24,6
25,17,49,57,69,39,65,36,65,98,63,92,53,53,51,47,16,22,100,94,60,23,0,45,73,71,5,97,95,63,85,99,62,58,55,65,48,15,75,35,83,16,38,38,17,78,34,79,43,67,74,57,38,50,73,58,66,35,88,10,99,110,32,42,77,90,90,93,65,49,79,70,52,87,56,48,85,37,65,84,94,11,21
20,42,75,16,57,8,46,35,60,53,71,50,27,25,7,8,30,33,70,49,51,38,45,0,60,26,48,70,50,21,40,64,49,55,64,23,20,46,31,9,59,29,8,29,34,51,48,34,14,53,39,22,21,15,34,19,24,9,50,34,71,85,22,65,61,53,57,48,74,6,50,61,24,43,13,51,60,44,21,44,60,35,33
67,84,57,73,3,66,14,90,11,88,30,58,87,35,56,52,60,80,37,80,12,85,73,60,0,70,71,32,77,51,66,45,11,17,31,78,39,86,63,59,20,64,65,85,56,22,98,77,46,7,38,82,42,75,44,47,52,61,47,65,34,40,76,49,5,47,39,75,32,64,26,5,35,72,53,27,20,97,57,50,41,64,79
45,66,99,16,68,32,55,53,74,27,89,34,34,36,21,26,56,56,65,24,65,61,71,26,70,0,74,67,26,18,19,55,62,71,84,14,35,71,11,35,61,55,32,46,60,53,68,9,34,64,35,24,43,25,28,24,17,35,39,60,68,82,44,88,69,42,50,23,92,21,50,73,37,18,19,70,62,63,12,32,53,61,57
29,22,44,61,67,43,64,41,63,101,59,93,58,54,53,50,18,27,99,97,58,29,5,48,71,74,0,97,98,65,87,99,60,55,51,68,49,20,78,38,82,19,41,43,17,77,39,82,44,65,75,61,38,54,74,60,68,38,89,13,98,109,36,38,75,91,91,96,61,52,79,67,53,90,58,45,84,43,67,85,94,12,26
84,105,89,77,35,78,32,104,44,75,62,40,95,46,63,62,82,98,4,66,42,104,97,70,32,67,97,0,62,52,54,17,38,49,64,79,52,108,57,73,14,85,77,98,80,19,116,71,59,34,32,87,60,83,39,51,51,74,30,88,1,15,91,81,27,27,17,61,65,72,19,38,47,60,57,58,13,113,56,36,16,87,98
71,92,117,42,76,57,64,79,84,13,102,22,59,52,44,48,80,82,59,4,76,87,95,50,77,26,98,62,0,34,11,46,72,84,98,38,53,96,19,59,62,79,58,72,83,55,94,20,55,72,39,49,63,51,33,40,31,59,32,85,62,75,70,107,74,34,45,2,105,47,52,81,52,7,39,85,63,88,30,27,46,85,83
40,63,83,25,49,29,37,56,55,41,71,29,42,18,13,15,47,54,51,35,47,59,63,21,51,18,65,52,34,0,23,44,43,53,66,28,19,67,15,28,44,47,29,49,49,36,69,26,20,45,20,34,28,31,13,6,3,29,29,52,53,67,43,72,50,32,37,32,74,21,34,54,19,27,7,53,45,65,5,23,40,52,54
61,83,105,35,65,48,52,72,73,22,90,16,53,40,33,37,69,73,52,13,65,78,85,40,66,19,87,54,11,23,0,40,60,72,87,33,41,87,9,49,52,69,48,64,71,45,86,18,43,61,28,43,51,44,21,28,19,49,25,74,55,68,61,95,64,27,37,9,93,37,42,70,40,5,28,74,53,81,19,18,39,74,74
82,104,100,68,46,73,39,100,56,60,75,24,87,46,57,57,83,96,13,50,52,102,99,64,45,55,99,17,46,44,40,0,47,60,75,69,51,107,45,70,25,85,73,93,82,24,113,58,57,44,26,78,61,75,30,45,42,71,16,89,17,29,87,90,40,13,8,46,78,65,21,51,46,45,51,67,25,109,47,23,5,88,96
56,73,52,63,8,55,8,78,12,82,30,55,76,25,46,42,49,68,42,74,4,74,62,49,11,62,60,38,72,43,60,47,0,12,28,69,29,75,56,47,24,52,54,74,45,22,87,69,35,4,33,71,31,65,39,38,45,49,45,54,40,49,65,43,14,46,39,70,33,54,26,11,25,66,44,19,25,86,49,46,42,52,68
57,71,40,71,14,60,21,80,7,94,17,68,81,34,54,49,47,68,53,86,8,74,58,55,17,71,55,49,84,53,72,60,12,0,15,77,36,72,67,51,36,51,58,77,42,35,86,80,41,15,45,78,34,71,51,47,55,53,58,51,51,58,67,31,22,59,52,82,20,61,38,13,34,78,53,10,36,87,59,59,55,50,68
61,71,25,81,29,67,37,83,19,107,8,83,89,47,64,59,49,70,68,100,23,75,55,64,31,84,51,64,98,66,87,75,28,15,0,88,48,71,81,59,51,53,65,81,42,51,87,92,51,30,61,87,43,79,65,60,69,61,73,52,66,71,72,19,37,74,68,96,10,70,54,26,47,92,65,13,52,89,72,74,71,50,70
39,57,99,7,76,25,64,41,81,35,93,48,20,43,23,28,52,47,78,35,72,51,65,23,78,14,68,79,38,28,33,69,69,77,88,0,40,62,25,32,72,50,27,34,57,64,56,17,36,72,47,11,45,15,40,31,28,31,53,55,80,95,35,89,78,56,64,36,96,17,62,81,43,32,25,74,74,50,23,46,66,56,48
32,53,64,34,37,27,26,53,40,60,53,44,47,5,17,13,32,46,53,54,31,52,48,20,39,35,49,52,53,19,41,51,29,36,48,40,0,56,34,21,40,34,26,47,32,32,63,44,7,32,25,42,11,36,24,13,22,22,39,38,53,66,39,53,40,41,42,51,56,25,32,41,4,46,16,34,41,61,24,36,46,37,46
26,4,64,55,82,39,77,25,79,97,79,97,46,62,54,52,25,14,109,95,73,11,15,46,86,71,20,108,96,67,87,107,75,72,71,62,56,0,78,38,94,22,38,30,30,88,19,78,49,79,81,52,47,47,79,63,70,38,94,20,109,121,27,58,89,97,99,94,81,49,89,84,61,89,60,62,96,23,68,90,103,22,14
52,73,98,26,62,39,49,62,69,26,85,23,44,33,24,28,60,63,55,19,60,69,75,31,63,11,78,57,19,15,9,45,56,67,81,25,34,78,0,40,52,59,39,55,63,44,77,14,35,58,27,35,43,35,19,21,12,40,28,65,57,71,52,88,62,31,40,17,88,28,41,67,34,12,19,68,53,72,10,21,42,65,64
12,34,67,24,56,8,46,31,57,62,66,58,30,26,15,13,20,26,74,59,49,32,35,9,59,35,38,73,59,28,49,70,47,51,59,32,21,38,40,0,61,19,6,26,25,53,43,44,13,52,44,28,17,20,40,25,31,1,56,25,74,87,18,57,61,59,62,57,68,14,53,59,25,52,21,45,62,40,30,51,65,25,26
72,92,76,69,21,67,17,93,31,74,50,41,85,34,53,51,69,85,17,65,28,92,83,59,20,61,82,14,62,44,52,25,24,36,51,72,40,94,52,61,0,71,66,87,66,8,104,67,47,20,25,78,47,73,33,41,44,63,30,74,16,26,79,67,15,29,19,61,52,62,10,26,35,58,48,44,1,102,49,34,21,73,85
11,20,55,42,60,24,54,30,59,82,61,76,41,39,35,31,4,16,87,78,52,22,16,29,64,55,19,85,79,47,69,85,52,51,53,50,34,22,59,19,71,0,22,29,11,65,34,63,28,57,59,43,24,36,57,42,50,19,73,5,86,98,20,46,67,75,76,77,64,33,66,62,38,71,40,43,73,35,49,69,80,6,16
13,34,73,19,62,1,52,27,64,59,72,59,23,31,16,15,25,24,78,56,55,30,38,8,65,32,41,77,58,29,48,73,54,58,65,27,26,38,39,6,66,22,0,21,30,58,40,40,18,58,47,22,23,14,42,27,32,4,58,28,78,92,14,64,66,61,65,56,75,11,57,65,31,50,22,52,67,36,29,53,68,29,25
20,25,84,29,82,20,73,7,83,69,89,77,16,52,36,36,33,16,99,69,75,18,38,29,85,46,43,98,72,49,64,93,74,77,81,34,47,30,55,26,87,29,21,0,40,79,22,51,40,78,68,23,43,20,63,48,51,24,78,33,100,113,9,75,87,81,86,69,92,28,79,85,52,65,42,69,89,16,47,72,89,35,17
21,29,44,49,52,31,48,41,49,87,50,77,51,37,39,34,6,27,82,82,43,32,17,34,56,60,17,80,83,49,71,82,45,42,42,57,32,30,63,25,66,11,30,40,0,60,44,69,28,50,58,52,21,44,57,43,52,26,72,9,82,93,31,35,60,74,74,80,53,39,62,53,36,75,43,32,67,46,52,68,77,7,27
64,85,75,60,23,59,14,85,32,68,51,35,77,27,45,43,62,78,22,58,27,84,78,51,22,53,77,19,55,36,45,24,22,35,51,64,32,88,44,53,8,65,58,79,60,0,96,59,40,20,17,70,40,65,25,33,35,55,24,68,21,34,72,65,19,24,17,54,54,54,3,28,27,51,40,42,9,94,41,28,20,67,78
31,17,83,51,95,39,87,14,93,91,95,98,37,69,56,55,38,18,117,91,86,12,34,48,98,68,39,116,94,69,86,113,87,86,87,56,63,19,77,43,104,34,40,22,44,96,0,74,56,91,87,45,56,42,82,67,72,41,98,35,117,130,25,76,101,101,105,92,97,49,96,97,68,87,62,77,105,6,69,93,108,37,18
53,73,108,22,76,40,63,59,82,18,97,34,38,45,30,35,64,63,69,17,73,68,79,34,77,9,82,71,20,26,18,58,69,80,92,17,44,78,14,44,67,63,40,51,69,59,74,0,43,71,41,28,52,31,34,32,24,43,42,69,72,86,51,97,76,45,54,19,100,29,56,80,45,15,28,79,68,68,20,35,56,69,64
24,46,64,29,43,20,33,45,46,60,57,48,41,12,13,8,27,38,61,55,37,45,43,14,46,34,44,59,55,20,43,57,35,41,51,36,7,49,35,13,47,28,18,40,28,40,56,43,0,39,31,36,8,29,29,15,24,15,45,32,61,74,31,54,48,47,49,52,60,19,40,47,12,47,15,37,49,54,24,41,53,32,39
60,77,55,66,4,59,8,83,12,83,31,54,80,28,49,45,54,73,38,75,7,79,67,53,7,64,65,34,72,45,61,44,4,15,30,72,32,79,58,52,20,57,58,78,50,20,91,71,39,0,33,75,35,68,39,40,46,54,44,59,36,44,69,46,10,44,37,71,34,57,24,9,28,67,46,23,21,90,51,46,40,57,73
56,78,82,45,37,47,24,74,45,50,63,22,63,20,32,31,58,70,31,42,38,76,74,39,38,35,75,32,39,20,28,26,33,45,61,47,25,81,27,44,25,59,47,68,58,17,87,41,31,33,0,55,36,51,7,19,19,45,14,63,33,47,61,72,35,16,18,37,66,40,14,42,21,34,26,49,26,83,24,13,21,63,70
32,48,96,9,79,20,68,31,83,45,93,58,9,46,25,29,46,38,86,46,74,41,57,22,82,24,61,87,49,34,43,78,71,78,87,11,42,52,35,28,78,43,22,23,52,70,45,28,36,75,55,0,44,7,48,36,36,27,62,49,88,102,26,86,82,65,72,47,96,17,68,83,46,43,29,73,80,39,31,55,75,50,39
25,44,55,38,39,25,31,47,40,69,49,55,47,15,22,17,22,38,62,63,31,44,38,21,42,43,38,60,63,28,51,61,31,34,43,45,11,47,43,17,47,24,23,43,21,40,56,52,8,35,36,44,0,36,35,23,32,19,50,27,62,74,34,45,44,52,52,61,52,27,41,42,14,55,24,29,49,55,33,47,56,27,38
25,42,88,9,73,12,62,27,76,50,86,57,11,40,20,23,38,32,83,49,67,36,50,15,75,25,54,83,51,31,44,75,65,71,79,15,36,47,35,20,73,36,14,20,44,65,42,31,29,68,51,7,36,0,45,32,33,19,60,41,84,98,19,78,76,63,69,49,89,11,64,77,40,44,25,66,75,37,28,53,72,42,33
53,75,86,38,43,43,30,69,51,44,68,19,56,21,27,27,56,66,38,35,43,72,73,34,44,28,74,39,33,13,21,30,39,51,65,40,24,79,19,40,33,57,42,63,57,25,82,34,29,39,7,48,35,45,0,15,12,41,15,62,40,54,57,75,42,18,23,31,71,35,22,48,22,27,20,53,34,79,17,11,26,62,67
37,60,77,27,45,28,32,54,50,47,65,33,44,12,12,12,42,51,51,41,41,57,58,19,47,24,60,51,40,6,28,45,38,47,60,31,13,63,21,25,41,42,27,48,43,33,67,32,15,40,19,36,23,32,15,0,9,26,31,47,52,66,42,66,46,34,37,38,68,21,31,49,13,33,7,47,43,64,11,26,41,47,51
44,66,86,26,51,32,38,58,57,38,73,26,44,21,16,18,50,57,50,32,48,63,66,24,52,17,68,51,31,3,19,42,45,55,69,28,22,70,12,31,44,50,32,51,52,35,72,24,24,46,19,36,32,33,12,9,0,32,26,55,52,66,46,75,51,29,35,29,76,23,33,56,21,24,10,55,45,68,5,20,38,55,57
11,34,69,23,58,6,48,30,59,62,68,58,28,28,16,14,21,25,75,58,51,31,35,9,61,35,38,74,59,29,49,71,49,53,61,31,22,38,40,1,63,19,4,24,26,55,41,43,15,54,45,27,19,19,41,26,32,0,57,25,76,89,16,59,62,60,63,57,70,13,55,61,27,52,22,47,64,39,30,52,67,26,25
68,91,96,52,47,59,36,85,56,46,75,11,71,35,42,43,72,82,27,36,50,88,88,50,47,39,89,30,32,29,25,16,45,58,73,53,39,94,28,56,30,73,58,78,72,24,98,42,45,44,14,62,50,60,15,31,26,57,0,77,30,43,73,86,43,3,12,31,78,50,20,52,35,30,36,62,30,94,31,6,14,77,83
16,19,50,48,62,29,57,33,59,87,60,81,46,43,40,37,5,19,90,84,53,23,10,34,65,60,13,88,85,52,74,89,54,51,52,55,38,20,65,25,74,5,28,33,9,68,35,69,32,59,63,49,27,41,62,47,55,25,77,0,89,101,25,42,69,80,80,82,62,39,69,63,42,77,45,42,76,37,54,73,84,1,18
86,106,91,78,36,79,33,106,46,76,64,40,96,48,64,63,84,100,3,66,44,106,99,71,34,68,98,1,62,53,55,17,40,51,66,80,53,109,57,74,16,86,78,100,82,21,117,72,61,36,33,88,62,84,40,52,52,76,30,89,0,14,92,83,29,28,17,61,66,73,21,40,49,60,59,60,14,115,57,36,16,88,100
98,119,97,92,43,93,44,119,52,89,68,53,110,61,78,76,96,112,16,79,52,118,110,85,40,82,109,15,75,67,68,29,49,58,71,95,66,121,71,87,26,98,92,113,93,34,130,86,74,44,47,102,74,98,54,66,66,89,43,101,14,0,106,90,35,41,31,75,70,87,34,45,61,74,73,68,25,128,71,50,29,100,112
10,22,75,28,73,14,64,13,74,69,79,73,21,44,30,30,24,12,92,68,66,16,32,22,76,44,36,91,70,43,61,87,65,67,72,35,39,27,52,18,79,20,14,9,31,72,25,51,31,69,61,26,34,19,57,42,46,16,73,25,92,106,0,66,79,75,79,68,82,23,71,76,44,63,36,60,81,22,43,67,83,26,13
56,59,10,82,46,65,51,76,37,114,25,94,86,55,67,62,42,61,85,108,39,65,42,65,49,88,38,81,107,72,95,90,43,31,19,89,53,58,88,57,67,46,64,75,35,65,76,97,54,46,72,86,45,78,75,66,75,59,86,42,83,90,66,0,54,87,82,105,26,71,69,44,54,99,69,23,68,79,77,85,85,41,61
70,87,62,74,8,68,14,92,17,86,35,54,88,36,57,53,64,83,32,77,17,88,77,61,5,69,75,27,74,50,64,40,14,22,37,78,40,89,62,61,15,67,66,87,60,19,101,76,48,10,35,82,44,76,42,46,51,62,43,69,29,35,79,54,0,43,34,73,37,65,22,11,36,69,53,32,15,100,56,47,36,67,82
71,93,97,55,47,61,37,88,57,48,76,12,74,37,45,46,74,85,24,38,50,91,90,53,47,42,91,27,34,32,27,13,46,59,74,56,41,97,31,59,29,75,61,81,74,24,101,45,47,44,16,65,52,63,18,34,29,60,3,80,28,41,75,87,43,0,10,33,78,53,20,52,38,32,39,64,29,97,34,9,11,79,85
74,96,92,62,39,66,31,92,49,58,68,23,80,37,50,49,75,88,15,49,44,94,90,57,39,50,91,17,45,37,37,8,39,52,68,64,42,99,40,62,19,76,65,86,74,17,105,54,49,37,18,72,52,69,23,37,35,63,12,80,17,31,79,82,34,10,0,44,71,58,13,44,38,43,44,58,19,102,40,19,3,80,88
68,90,115,40,75,55,62,77,83,14,100,21,57,49,42,46,77,80,58,4,74,85,93,48,75,23,96,61,2,32,9,46,70,82,96,36,51,94,17,57,61,77,56,69,80,54,92,19,52,71,37,47,61,49,31,38,29,57,31,82,61,75,68,105,73,33,44,0,103,44,50,80,50,5,37,83,62,86,28,26,45,83,80
71,81,29,90,31,77,41,93,21,115,2,88,99,55,73,68,59,80,69,107,28,85,65,74,32,92,61,65,105,74,93,78,33,20,10,96,56,81,88,68,52,64,75,92,53,54,97,100,60,34,66,96,52,89,71,68,76,70,78,62,66,70,82,26,37,78,71,103,0,79,58,26,54,98,73,22,53,99,79,79,73,60,80
24,45,81,10,62,10,50,35,65,48,77,49,23,29,8,12,35,35,72,45,56,40,49,6,64,21,52,72,47,21,37,65,54,61,70,17,25,49,28,14,62,33,11,28,39,54,49,29,19,57,40,17,27,11,35,21,23,13,50,39,73,87,23,71,65,53,58,44,79,0,53,66,29,39,14,57,64,44,19,44,61,40,36
65,86,78,59,27,58,17,85,36,64,55,32,76,27,44,42,63,79,20,55,30,85,79,50,26,50,79,19,52,34,42,21,26,38,54,62,32,89,41,53,10,66,57,79,62,3,96,56,40,24,14,68,41,64,22,31,33,55,20,69,21,34,71,69,22,20,13,50,58,53,0,31,27,48,38,45,12,94,38,24,16,68,79
66,82,51,75,5,67,18,89,6,93,24,63,88,37,58,54,58,78,43,84,10,84,70,61,5,73,67,38,81,54,70,51,11,13,26,81,41,84,67,59,26,62,65,85,53,28,97,80,47,9,42,83,42,77,48,49,56,61,52,63,40,45,76,44,11,52,44,80,26,66,31,0,37,76,55,23,26,96,60,55,46,61,78
37,58,64,38,33,32,21,57,37,60,51,41,51,0,20,17,36,51,48,53,28,57,52,24,35,37,53,47,52,19,40,46,25,34,47,43,4,61,34,25,35,38,31,52,36,27,68,45,12,28,21,46,14,40,22,13,21,27,35,42,49,61,44,54,36,38,38,50,54,29,27,37,0,45,18,33,36,66,24,33,41,41,51
63,84,110,35,71,50,58,72,79,16,96,20,52,45,36,40,72,75,57,8,70,80,87,43,72,18,90,60,7,27,5,45,66,78,92,32,46,89,12,52,58,71,50,65,75,51,87,15,47,67,34,43,55,44,27,33,24,52,30,77,60,74,63,99,69,32,43,5,98,39,48,76,45,0,32,79,59,81,23,24,44,77,75
33,56,80,20,51,22,39,49,56,45,70,36,37,18,6,8,40,47,57,39,47,52,56,13,53,19,58,57,39,7,28,51,44,53,65,25,16,60,19,21,48,40,22,42,43,40,62,28,15,46,26,29,24,25,20,7,10,22,36,45,59,73,36,69,53,39,44,37,73,14,38,55,18,32,0,51,50,58,8,30,47,45,47
49,62,33,67,24,54,27,72,17,94,20,71,76,34,51,46,38,60,62,87,15,65,48,51,27,70,45,58,85,53,74,67,19,10,13,74,34,62,68,45,44,43,52,69,32,42,77,79,37,23,49,73,29,66,53,47,55,47,62,42,60,68,60,23,32,64,58,83,22,57,45,23,33,79,51,0,45,78,58,62,62,40,59
73,93,77,70,22,68,19,94,32,75,50,42,87,36,55,52,70,87,16,66,29,93,85,60,20,62,84,13,63,45,53,25,25,36,52,74,41,96,53,62,1,73,67,89,67,9,105,68,49,21,26,80,49,75,34,43,45,64,30,76,14,25,81,68,15,29,19,62,53,64,12,26,36,59,50,45,0,103,50,35,21,75,87
30,20,86,46,94,36,86,9,93,85,97,94,30,67,52,52,39,18,114,86,86,14,37,44,97,63,43,113,88,65,81,109,86,87,89,50,61,23,72,40,102,35,36,16,46,94,6,68,54,90,83,39,55,37,79,64,68,39,94,37,115,128,22,79,100,97,102,86,99,44,94,96,66,81,58,78,103,0,64,89,105,38,19
42,64,88,21,55,29,42,55,61,36,76,29,39,24,14,17,49,54,55,30,52,60,65,21,57,12,67,56,30,5,19,47,49,59,72,23,24,68,10,30,49,49,29,47,52,41,69,20,24,51,24,31,33,28,17,11,5,30,31,54,57,71,43,77,56,34,40,28,79,19,38,60,24,23,8,58,50,64,0,24,43,54,55
63,86,96,46,50,53,38,79,58,40,76,8,64,32,37,38,68,77,34,31,51,83,84,44,50,32,85,36,27,23,18,23,46,59,74,46,36,90,21,51,34,69,53,72,68,28,93,35,41,46,13,55,47,53,11,26,20,52,6,73,36,50,67,85,47,9,19,26,79,44,24,55,33,24,30,62,35,89,24,0,21,73,77
77,99,95,65,42,69,34,96,52,59,71,24,83,41,53,53,78,91,13,50,47,97,94,60,41,53,94,16,46,40,39,5,42,55,71,66,46,103,42,65,21,80,68,89,77,20,108,56,53,40,21,75,56,72,26,41,38,67,14,84,16,29,83,85,36,11,3,45,73,61,16,46,41,44,47,62,21,105,43,21,0,83,92
17,21,49,49,60,30,55,34,57,88,58,81,47,42,40,37,5,20,89,84,51,24,11,35,64,61,12,87,85,52,74,88,52,50,50,56,37,22,65,25,73,6,29,35,7,67,37,69,32,57,63,50,27,42,62,47,55,26,77,1,88,100,26,41,67,79,80,83,60,40,68,61,41,77,45,40,75,38,54,73,83,0,19
14,9,68,41,76,25,69,15,75,83,77,84,33,51,41,39,20,1,99,81,68,6,21,33,79,57,26,98,83,54,74,96,68,68,70,48,46,14,64,26,85,16,25,17,27,78,18,64,39,73,70,39,38,33,67,51,57,25,83,18,100,112,13,61,82,85,88,80,80,36,79,78,51,75,47,59,87,19,55,77,92,19,0
