52,82,44,16,63,65,78,83,54,10,0,46,105,23,77,27,9,67,80,43,53,16,89,37,39,69,47,88,4,11,14,45,30,58,13,35,54,59,57,73,46,42,96,69,23,109,86,28,71,33,18,34,66,18,60,90,52,71,11,42,7,77,85,52,10,77,82,37,19,58,98,52,62,16,64,45,77,39,75,48,76,58,51,15,56,61,17,107
26,68,9,30,51,53,51,52,8,49,46,0,90,56,77,59,55,26,106,7,64,53,83,30,28,33,8,62,43,38,57,16,20,76,54,29,11,38,21,92,76,33,70,43,49,89,89,42,32,13,34,12,20,46,24,93,70,27,49,66,38,60,75,60,36,66,98,48,39,64,75,59,80,30,30,45,92,51,100,66,84,77,80,57,64,85,36,95
63,23,81,100,42,40,40,43,94,97,105,90,0,89,36,88,114,71,85,97,58,94,22,71,70,61,81,31,101,107,119,75,102,66,118,72,81,52,69,68,84,65,27,46,84,11,35,77,65,92,88,91,82,88,67,36,65,76,115,76,102,30,21,57,101,27,62,68,85,51,20,55,64,96,61,59,59,68,80,67,47,66,83,101,54,75,110,6
51,67,50,33,51,52,71,76,65,13,23,56,89,0,57,3,28,69,56,56,32,7,71,33,36,68,54,79,21,33,33,48,46,34,34,32,61,52,59,49,23,36,86,62,8,95,66,18,71,44,22,44,72,10,61,69,30,75,35,19,27,66,68,33,29,62,59,22,17,39,87,34,39,31,63,33,54,22,51,26,54,35,28,12,37,37,39,91
52,22,67,76,27,25,44,51,84,67,77,77,36,57,0,55,84,68,51,82,24,63,14,50,50,59,69,44,73,81,90,61,83,30,90,51,72,41,61,33,48,44,46,43,53,45,11,49,64,74,62,73,78,58,61,15,29,75,88,41,75,29,16,24,76,19,31,39,58,18,43,24,28,72,56,34,26,37,46,32,13,30,47,69,20,39,86,35
52,66,53,37,51,51,71,77,68,17,27,59,88,3,55,0,32,71,52,60,30,11,69,35,38,69,56,79,25,37,37,50,50,31,38,34,63,53,61,45,19,37,86,63,10,94,63,20,73,48,25,48,74,13,63,66,27,77,38,15,30,65,67,31,33,61,55,22,20,37,86,32,36,34,64,33,50,21,48,23,51,31,24,15,34,33,43,89
62,91,53,24,72,74,88,92,62,16,9,55,114,28,84,32,0,76,82,51,60,21,97,46,48,79,56,98,13,17,5,54,36,63,6,45,63,69,67,77,50,51,105,78,30,118,94,37,80,41,28,42,74,26,70,97,59,80,9,47,16,87,93,59,18,86,87,45,28,66,107,60,68,25,74,54,82,47,78,55,83,63,54,17,64,65,21,116
19,53,23,52,40,42,30,29,25,66,67,26,71,69,68,71,76,0,108,33,64,68,70,35,33,9,20,40,63,61,79,21,45,77,77,36,14,26,10,91,83,35,47,25,61,68,79,51,6,36,50,35,11,60,8,83,71,7,72,72,59,43,61,58,57,52,95,52,53,61,53,57,80,51,11,44,89,55,102,68,78,78,87,73,62,88,60,77
88,73,97,89,71,70,92,99,114,70,80,106,85,56,51,52,82,108,0,108,44,63,63,76,78,102,100,94,78,90,87,92,101,30,89,76,106,82,98,18,33,74,98,88,60,95,49,64,107,97,76,96,115,65,100,48,36,115,90,40,83,79,67,49,85,70,22,58,70,47,94,50,28,86,98,63,25,54,5,40,38,29,28,65,46,21,96,81
33,75,15,27,57,59,58,59,11,47,43,7,97,56,82,60,51,33,108,0,68,52,89,33,32,40,15,69,41,34,53,22,15,79,50,33,18,44,29,95,78,38,77,50,50,96,94,43,39,12,34,12,26,46,31,98,73,33,44,68,36,67,82,63,33,72,102,50,40,69,82,63,83,27,38,49,96,54,103,68,89,80,82,55,68,87,31,101
44,38,55,55,28,28,51,58,72,43,53,64,58,32,24,30,60,64,44,68,0,39,38,34,36,58,57,56,50,59,65,49,64,13,66,34,63,38,54,28,26,31,61,45,29,66,33,27,63,57,41,56,71,34,56,37,8,71,65,17,53,40,37,5,54,34,34,18,36,7,60,6,16,52,54,19,28,15,38,8,23,14,27,44,4,24,65,59
50,71,47,27,54,55,72,78,61,6,16,53,94,7,63,11,21,68,63,52,39,0,76,33,35,68,51,81,14,26,27,46,41,42,27,32,58,54,58,56,30,36,89,64,10,99,72,19,70,40,18,40,70,8,60,75,37,73,27,26,20,69,73,38,22,67,66,25,14,45,90,39,46,25,63,36,61,26,59,33,61,42,35,6,42,44,32,96
57,17,74,86,32,30,42,48,89,80,89,83,22,71,14,69,97,70,63,89,38,76,0,59,59,60,75,38,85,93,103,67,92,44,102,60,77,46,65,46,63,53,38,44,66,32,14,61,65,82,73,81,81,71,64,16,44,76,100,55,87,27,9,38,87,18,41,52,70,31,33,37,42,83,59,44,38,50,58,46,25,45,62,83,34,53,97,20
17,47,20,28,28,30,41,46,38,32,37,30,71,33,50,35,46,35,76,33,34,33,59,0,2,34,23,51,33,36,51,16,33,46,49,1,30,22,25,62,48,5,59,32,25,73,61,15,37,24,18,23,40,25,28,65,40,42,45,38,31,42,52,30,31,44,68,18,19,35,62,29,50,25,29,15,62,21,70,36,55,47,52,39,34,55,39,74
14,47,19,29,28,30,39,43,36,35,39,28,70,36,50,38,48,33,78,32,36,35,59,2,0,32,21,49,35,37,53,13,33,48,51,3,27,20,22,64,51,5,57,30,27,72,62,18,35,23,20,22,37,27,25,66,42,39,47,40,33,41,52,31,32,43,70,20,21,36,60,30,52,26,27,17,64,24,73,38,56,49,55,42,36,57,40,74
17,43,28,56,32,34,20,19,34,67,69,33,61,68,59,69,79,9,102,40,58,68,60,34,32,0,26,30,65,64,82,24,51,72,80,36,22,19,12,85,80,32,38,16,60,58,70,49,5,41,51,40,21,60,9,74,66,15,75,68,62,33,51,53,60,42,88,49,53,54,44,51,74,54,4,40,82,52,96,63,70,72,83,74,56,82,65,67
18,60,3,32,43,45,43,44,15,48,47,8,81,54,69,56,56,20,100,15,57,51,75,23,21,26,0,54,44,40,59,8,25,70,57,23,7,29,13,85,72,26,62,35,46,80,80,37,25,16,32,14,18,44,16,84,63,23,52,61,40,51,67,53,37,57,91,42,37,57,67,51,73,31,22,38,85,45,94,60,76,70,76,56,57,79,40,86
38,22,55,78,28,27,11,12,65,83,88,62,31,79,44,79,98,40,94,69,56,81,38,51,49,30,54,0,84,87,102,49,78,68,101,52,53,29,40,76,82,46,8,19,71,27,51,62,34,67,70,66,52,74,38,54,64,45,97,71,83,15,29,51,82,24,75,57,69,49,13,50,68,76,32,45,70,57,89,63,57,68,83,88,51,79,89,37
49,78,41,14,59,61,74,79,51,8,4,43,101,21,73,25,13,63,78,41,50,14,85,33,35,65,44,84,0,11,18,41,28,55,17,31,51,55,54,70,45,38,92,65,20,105,83,24,67,30,14,31,62,15,57,87,50,67,14,40,5,73,81,48,8,73,80,33,15,55,94,49,60,13,60,42,74,35,73,45,73,55,50,15,53,59,17,104
49,83,37,8,64,66,76,80,45,20,11,38,107,33,81,37,17,61,90,34,59,26,93,36,37,64,40,87,11,0,19,40,19,66,16,35,47,58,52,81,57,42,95,67,31,110,92,32,65,24,19,26,58,26,55,96,60,64,11,51,6,78,87,57,5,79,91,42,23,64,98,57,71,10,60,48,85,44,85,56,83,66,62,26,62,70,5,110
66,96,56,27,77,79,92,96,64,22,14,57,119,33,90,37,5,79,87,53,65,27,103,51,53,82,59,102,18,19,0,58,38,68,3,49,66,73,70,82,54,56,110,83,36,123,99,42,84,44,32,45,77,31,73,102,64,83,8,53,20,92,98,65,21,91,92,51,33,71,112,65,73,28,78,59,88,52,83,60,88,69,59,22,69,70,21,121
11,53,6,31,35,37,38,40,23,44,45,16,75,48,61,50,54,21,92,22,49,46,67,16,13,24,8,49,41,40,58,0,28,62,56,16,14,22,12,77,65,18,57,29,40,75,72,30,25,18,28,16,24,38,15,76,55,27,51,54,38,45,59,44,36,50,83,34,32,49,62,43,65,30,20,29,77,38,86,52,68,62,68,52,49,71,41,79
40,79,23,13,61,63,67,69,26,35,30,20,102,46,83,50,36,45,101,15,64,41,92,33,33,51,25,78,28,19,38,28,0,74,35,32,31,50,39,90,69,38,86,58,41,103,94,37,51,10,25,11,40,37,42,98,68,47,29,61,22,72,85,61,19,76,98,46,31,67,90,60,79,15,48,48,92,50,96,63,87,75,74,43,66,81,16,106
58,49,67,63,42,41,64,71,85,47,58,76,66,34,30,31,63,77,30,79,13,42,44,46,48,72,70,68,55,66,68,62,74,0,69,46,76,52,68,16,18,44,73,59,35,75,35,36,77,68,49,68,85,40,69,37,6,84,69,15,59,52,46,19,61,45,24,28,43,19,71,20,4,60,68,33,19,25,24,10,22,0,17,46,17,10,72,65
64,95,54,24,76,78,91,95,61,22,13,54,118,34,90,38,6,77,89,50,66,27,102,49,51,80,57,101,17,16,3,56,35,69,0,48,63,72,68,84,56,55,109,81,36,122,99,41,81,41,31,42,74,31,71,103,65,80,5,54,18,91,98,65,19,91,94,50,32,72,111,65,74,26,76,59,89,52,85,61,89,70,61,23,69,71,18,121
18,49,20,27,30,32,42,47,38,31,35,29,72,32,51,34,45,36,76,33,34,32,60,1,3,36,23,52,31,35,49,16,32,46,48,0,30,23,26,62,48,7,60,33,24,75,62,14,38,23,17,22,40,24,29,66,40,42,44,37,30,43,53,30,29,45,69,18,18,36,63,29,50,24,31,16,62,21,70,36,56,47,52,38,35,55,38,76
20,61,10,39,45,47,42,42,12,55,54,11,81,61,72,63,63,14,106,18,63,58,77,30,27,22,7,53,51,47,66,14,31,76,63,30,0,31,12,91,79,32,60,35,53,80,84,44,21,22,40,21,11,51,14,88,69,16,58,68,47,52,69,58,44,59,96,48,44,62,66,57,79,38,20,43,90,52,100,66,81,76,82,63,62,85,46,87
11,30,29,49,14,16,19,24,43,54,59,38,52,52,41,53,69,26,82,44,38,54,46,22,20,19,29,29,55,58,73,22,50,52,72,23,31,0,19,65,61,17,37,10,44,53,53,34,24,40,40,38,36,46,19,57,46,33,68,50,53,22,37,33,53,28,68,32,41,35,40,32,54,47,15,21,62,34,77,44,52,53,64,60,36,63,60,57
10,49,15,43,33,35,29,30,25,56,57,21,69,59,61,61,67,10,98,29,54,58,65,25,22,12,13,40,54,52,70,12,39,68,68,26,12,19,0,82,73,25,48,22,50,67,72,41,13,29,40,27,17,50,2,76,62,16,63,62,50,39,56,49,48,47,86,42,43,52,53,48,71,42,9,35,80,45,93,58,70,68,77,63,53,78,53,74
72,55,83,79,53,52,75,81,100,62,73,92,68,49,33,45,77,91,18,95,28,56,46,62,64,85,85,76,70,81,82,77,90,16,84,62,91,65,82,0,28,59,80,71,50,78,32,52,90,84,65,83,100,55,84,33,22,98,84,30,75,61,50,33,76,52,10,44,59,30,76,34,12,76,81,48,8,41,13,26,20,15,24,60,29,13,87,65
64,65,69,56,54,54,77,83,85,36,46,76,84,23,48,19,50,83,33,78,26,30,63,48,51,80,72,82,45,57,54,65,69,18,56,48,79,61,73,28,0,48,88,70,28,92,53,34,84,66,44,65,89,32,75,56,19,90,57,11,50,67,63,30,52,61,39,31,38,34,87,32,22,54,75,40,35,28,28,18,40,18,4,32,31,15,63,84
15,41,24,34,22,24,36,41,41,37,42,33,65,36,44,37,51,35,74,38,31,36,53,5,5,32,26,46,38,42,56,18,38,44,55,7,32,17,25,59,48,0,54,27,27,67,56,17,36,29,23,28,41,28,27,60,37,41,51,37,37,36,46,26,36,38,65,17,23,31,56,25,47,31,27,11,58,20,68,34,50,44,51,43,30,53,45,68
46,24,63,87,35,34,19,18,73,90,96,70,27,86,46,86,105,47,98,77,61,89,38,59,57,38,62,8,92,95,110,57,86,73,109,60,60,37,48,80,88,54,0,28,79,20,53,69,41,76,78,74,59,81,46,55,69,52,105,78,91,20,31,57,90,28,78,64,77,54,7,56,72,84,39,53,73,64,93,69,60,73,89,96,57,83,97,33
18,27,35,59,17,18,9,14,47,64,69,43,46,62,43,63,78,25,88,50,45,64,44,32,30,16,35,19,65,67,83,29,58,59,81,33,35,10,22,71,70,27,28,0,54,45,54,44,21,48,50,46,37,56,21,58,54,32,77,59,63,17,35,40,62,26,72,41,51,41,32,39,60,56,14,30,67,43,83,52,55,59,72,70,42,70,69,52
42,61,42,29,44,45,63,68,58,14,23,49,84,8,53,10,30,61,60,50,29,10,66,25,27,60,46,71,20,31,36,40,41,35,36,24,53,44,50,50,28,27,79,54,0,89,63,10,63,38,16,38,64,5,53,66,29,67,35,20,24,59,63,28,26,56,59,15,10,35,80,29,39,26,55,26,54,16,55,25,52,35,32,17,33,39,37,85
63,28,81,102,45,44,38,39,92,102,109,89,11,95,45,94,118,68,95,96,66,99,32,73,72,58,80,27,105,110,123,75,103,75,122,75,80,53,67,78,92,67,20,45,89,0,46,81,61,93,91,91,79,92,65,47,73,72,119,83,105,31,29,63,104,32,73,73,89,58,14,62,73,99,59,63,70,73,91,74,57,75,92,106,61,84,113,17
63,29,79,87,38,36,54,60,95,77,86,89,35,66,11,63,94,79,49,94,33,72,14,61,62,70,80,51,83,92,99,72,94,35,99,62,84,53,72,32,53,56,53,54,63,46,0,59,75,85,73,84,89,68,72,4,36,86,98,48,85,38,21,34,86,28,26,50,68,28,48,34,31,83,68,45,24,47,45,39,13,35,51,78,30,41,97,33
32,53,34,27,35,37,53,59,50,20,28,42,77,18,49,20,37,51,64,43,27,19,61,15,18,49,37,62,24,32,42,30,37,36,41,14,44,34,41,52,34,17,69,44,10,81,59,0,53,32,13,31,55,11,43,63,30,57,39,24,26,50,56,25,26,49,60,9,9,31,71,25,41,24,44,17,54,12,59,26,50,37,38,26,30,43,37,79
20,48,28,56,37,39,24,22,32,69,71,32,65,71,64,73,80,6,107,39,63,70,65,37,35,5,25,34,67,65,84,25,51,77,81,38,21,24,13,90,84,36,41,21,63,61,75,53,0,41,53,40,17,62,10,79,70,11,76,73,63,38,56,57,62,47,93,53,56,59,47,56,78,55,8,44,87,56,101,68,75,77,87,76,60,87,65,71
29,69,13,16,51,53,56,59,21,35,33,13,92,44,74,48,41,36,97,12,57,40,82,24,23,41,16,67,30,24,44,18,10,68,41,23,22,40,29,84,66,29,76,48,38,93,85,32,41,0,22,1,33,34,32,89,61,39,36,56,25,62,75,53,22,66,91,39,27,59,80,53,72,16,38,40,85,43,91,57,79,68,70,44,58,76,24,96
34,64,29,14,45,47,60,64,43,15,18,34,88,22,62,25,28,50,76,34,41,18,73,18,20,51,32,70,14,19,32,28,25,49,31,17,40,40,40,65,44,23,78,50,16,91,73,13,53,22,0,22,51,12,43,76,43,55,27,36,13,59,68,38,13,60,73,23,5,45,80,38,54,11,47,29,68,25,70,38,64,49,48,23,43,55,24,91
28,68,12,17,49,51,55,57,21,36,34,12,91,44,73,48,42,35,96,12,56,40,81,23,22,40,14,66,31,26,45,16,11,68,42,22,21,38,27,83,65,28,74,46,38,91,84,31,40,1,22,0,32,34,30,88,61,38,37,56,26,61,74,52,23,65,91,39,27,58,78,52,71,17,36,39,84,42,91,57,78,68,70,44,57,75,25,95
27,64,22,50,51,52,42,40,16,67,66,20,82,72,78,74,74,11,115,26,71,70,81,40,37,21,18,52,62,58,77,24,40,85,74,40,11,36,17,100,89,41,59,37,64,79,89,55,17,33,51,32,0,62,16,93,78,8,69,78,58,55,72,66,56,63,104,58,55,70,65,65,88,49,22,52,98,61,109,75,88,85,92,75,70,95,57,88
42,65,40,24,47,48,65,70,55,9,18,46,88,10,58,13,26,60,65,46,34,8,71,25,27,60,44,74,15,26,31,38,37,40,31,24,51,46,50,55,32,28,81,56,5,92,68,11,62,34,12,34,62,0,52,71,34,66,30,25,19,62,67,33,20,60,65,19,7,40,83,33,45,21,55,29,59,20,60,30,57,40,37,14,38,45,31,90
11,48,18,46,34,35,27,28,26,59,60,24,67,61,61,63,70,8,100,31,56,60,64,28,25,9,16,38,57,55,73,15,42,69,71,29,14,19,2,84,75,27,46,21,53,65,72,43,10,32,43,30,16,52,0,76,63,15,66,64,53,38,56,51,51,46,87,44,46,53,51,49,72,45,6,36,81,47,94,60,71,70,78,66,54,80,56,73
67,33,83,90,42,40,57,63,99,80,90,93,36,69,15,66,97,83,48,98,37,75,16,65,66,74,84,54,87,96,102,76,98,37,103,66,88,57,76,33,56,60,55,58,66,47,4,63,79,89,76,88,93,71,76,0,39,89,101,51,89,42,24,38,90,32,26,53,72,31,50,38,33,87,71,49,24,51,45,42,15,37,53,81,33,43,101,33
51,46,61,57,37,37,59,66,78,42,52,70,65,30,29,27,59,71,36,73,8,37,44,40,42,66,63,64,50,60,64,55,68,6,65,40,69,46,62,22,19,37,69,54,29,73,36,30,70,61,43,61,78,34,63,39,0,78,64,12,53,48,44,13,55,41,30,22,37,15,68,14,10,54,61,26,24,18,31,4,24,7,19,42,12,16,66,65
26,59,26,55,47,49,35,33,24,71,71,27,76,75,75,77,80,7,115,33,71,73,76,42,39,15,23,45,67,64,83,27,47,84,80,42,16,33,16,98,90,41,52,32,67,72,86,57,11,39,55,38,8,66,15,89,78,0,75,79,63,49,67,66,61,58,102,59,59,68,58,64,87,55,18,51,96,62,109,75,85,85,93,79,69,95,63,82
60,92,48,19,73,75,86,90,55,21,11,49,115,35,88,38,9,72,90,44,65,27,100,45,47,75,52,97,14,11,8,51,29,69,5,44,58,68,63,84,57,51,105,77,35,119,98,39,76,36,27,37,69,30,66,101,64,75,0,54,14,87,95,63,15,88,94,48,30,70,108,63,74,21,71,56,89,50,86,60,88,69,62,24,68,72,13,118
52,56,58,49,43,44,65,72,75,32,42,66,76,19,41,15,47,72,40,68,17,26,55,38,40,68,61,71,40,51,53,54,61,15,54,37,68,50,62,30,11,37,78,59,20,83,48,24,73,56,36,56,78,25,64,51,12,79,54,0,44,57,54,20,46,51,40,19,30,24,77,21,20,46,64,29,35,16,34,9,36,15,14,30,22,19,57,76
46,78,36,8,59,61,72,77,46,14,7,38,102,27,75,30,16,59,83,36,53,20,87,31,33,62,40,83,5,6,20,38,22,59,18,30,47,53,50,75,50,37,91,63,24,105,85,26,63,25,13,26,58,19,53,89,53,63,14,44,0,73,82,51,2,74,84,35,17,57,93,51,64,8,58,42,78,38,78,49,76,59,55,21,56,63,12,104
33,9,51,70,14,13,15,21,65,71,77,60,30,66,29,65,87,43,79,67,40,69,27,42,41,33,51,15,73,78,92,45,72,52,91,43,52,22,39,61,67,36,20,17,59,31,38,50,38,62,59,61,55,62,38,42,48,49,87,57,73,0,18,36,73,10,60,43,58,33,21,35,52,67,32,33,55,44,74,48,42,53,68,76,36,63,81,34
49,8,66,81,24,22,33,39,81,76,85,75,21,68,16,67,93,61,67,82,37,73,9,52,52,51,67,29,81,87,98,59,85,46,98,53,69,37,56,50,63,46,31,35,63,29,21,56,56,75,68,74,72,67,56,24,44,67,95,54,82,18,0,35,82,9,47,47,65,30,26,34,44,77,50,39,42,46,63,45,29,46,63,80,32,55,91,22
39,35,50,52,24,24,46,53,68,42,52,60,57,33,24,31,59,58,49,63,5,38,38,30,31,53,53,51,48,57,65,44,61,19,65,30,58,33,49,33,30,26,57,40,28,63,34,25,57,53,38,52,66,33,51,38,13,66,63,20,51,36,35,0,51,31,38,15,33,6,56,1,21,49,49,15,32,12,43,11,25,19,31,45,5,29,62,57
45,78,34,6,59,61,71,75,43,16,10,36,101,29,76,33,18,57,85,33,54,22,87,31,32,60,37,82,8,5,21,36,19,61,19,29,44,53,48,76,52,36,90,62,26,104,86,26,62,22,13,23,56,20,51,90,55,61,15,46,2,73,82,51,0,74,85,36,18,58,93,51,65,6,56,42,80,39,80,50,77,61,57,23,56,65,10,104
39,4,57,72,15,13,25,31,71,70,77,66,27,62,19,61,86,52,70,72,34,67,18,44,43,42,57,24,73,79,91,50,76,45,91,45,59,28,47,52,61,38,28,26,56,32,28,49,47,66,60,65,63,60,46,32,41,58,88,51,74,10,9,31,74,0,50,41,58,26,26,29,44,69,41,31,46,40,65,42,32,45,61,73,29,55,83,30
76,53,89,88,55,54,75,82,106,72,82,98,62,59,31,55,87,95,22,102,34,66,41,68,70,88,91,75,80,91,92,83,98,24,94,69,96,68,86,10,39,65,78,72,59,73,26,60,93,91,73,91,104,65,87,26,30,102,94,40,84,60,47,38,85,50,0,51,68,34,73,39,19,84,84,53,6,48,19,34,18,24,35,70,34,23,96,59
33,45,39,37,29,30,49,55,56,28,37,48,68,22,39,22,45,52,58,50,18,25,52,18,20,49,42,57,33,42,51,34,46,28,50,18,48,32,42,44,31,17,64,41,15,73,50,9,53,39,23,39,58,19,44,53,22,59,48,19,35,43,47,15,36,41,51,0,18,22,64,15,32,34,44,11,45,3,52,18,41,29,34,32,20,37,47,70
36,62,33,19,44,45,60,65,48,13,19,39,85,17,58,20,28,53,70,40,36,14,70,19,21,53,37,69,15,23,33,32,31,43,32,18,44,41,43,59,38,23,77,51,10,89,68,9,56,27,5,27,55,7,46,72,37,59,30,30,17,58,65,33,18,58,68,18,0,40,79,34,48,16,48,26,62,21,65,33,59,44,42,20,38,49,28,88
42,31,55,59,23,22,45,52,72,49,58,64,51,39,18,37,66,61,47,69,7,45,31,35,36,54,57,49,55,64,71,49,67,19,72,36,62,35,52,30,34,31,54,41,35,58,28,31,59,59,45,58,70,40,53,31,15,68,70,24,57,33,30,6,58,26,34,22,40,0,53,6,19,55,50,19,28,19,42,15,19,19,34,51,2,29,69,51
50,21,68,90,35,34,24,24,78,92,98,75,20,87,43,86,107,53,94,82,60,90,33,62,60,44,67,13,94,98,112,62,90,71,111,63,66,40,53,76,87,56,7,32,80,14,48,71,47,80,80,78,65,83,51,50,68,58,108,77,93,21,26,56,93,26,73,64,79,53,0,55,69,87,45,54,69,65,89,68,56,71,87,97,55,81,101,26
38,34,49,52,22,22,45,51,66,43,52,59,55,34,24,32,60,57,50,63,6,39,37,29,30,51,51,50,49,57,65,43,60,20,65,29,57,32,48,34,32,25,56,39,29,62,34,25,56,53,38,52,65,33,49,38,14,64,63,21,51,35,34,1,51,29,39,15,34,6,55,0,22,49,47,13,33,13,45,13,26,21,33,45,5,31,62,57
60,48,71,68,43,42,65,72,88,52,62,80,64,39,28,36,68,80,28,83,16,46,42,50,52,74,73,68,60,71,73,65,79,4,74,50,79,54,71,12,22,47,72,60,39,73,31,41,78,72,54,71,88,45,72,33,10,87,74,20,64,52,44,21,65,44,19,32,48,19,69,22,0,64,70,36,14,29,22,15,18,4,20,51,18,11,76,62
38,73,28,3,54,56,65,69,38,20,16,30,96,31,72,34,25,51,86,27,52,25,83,25,26,54,31,76,13,10,28,30,15,60,26,24,38,47,42,76,54,31,84,56,26,99,83,24,55,16,11,17,49,21,45,87,54,55,21,46,8,67,77,49,6,69,84,34,16,55,87,49,64,0,49,38,79,36,81,49,75,60,58,28,54,66,13,100
12,42,24,51,29,31,21,21,33,62,64,30,61,63,56,64,74,11,98,38,54,63,59,29,27,4,22,32,60,60,78,20,48,68,76,31,20,15,9,81,75,27,39,14,55,59,68,44,8,38,47,36,22,55,6,71,61,18,71,64,58,32,50,49,56,41,84,44,48,50,45,47,70,49,0,35,78,47,92,59,67,68,78,69,52,78,61,66
24,36,35,42,18,19,38,44,53,38,45,45,59,33,34,33,54,44,63,49,19,36,44,15,17,40,38,45,42,48,59,29,48,33,59,16,43,21,35,48,40,11,53,30,26,63,45,17,44,40,29,39,52,29,36,49,26,51,56,29,42,33,39,15,42,31,53,11,26,19,54,13,36,38,35,0,47,12,57,23,39,33,42,43,19,43,52,62
70,49,83,82,49,48,70,76,100,67,77,92,59,54,26,50,82,89,25,96,28,61,38,62,64,82,85,70,74,85,88,77,92,19,89,62,90,62,80,8,35,58,73,67,54,70,24,54,87,85,68,84,98,59,81,24,24,96,89,35,78,55,42,32,80,46,6,45,62,28,69,33,14,79,78,47,0,42,21,29,13,19,32,65,27,20,91,57
35,45,42,40,29,30,50,57,60,30,39,51,68,22,37,21,47,55,54,54,15,26,50,21,24,52,45,57,35,44,52,38,50,25,52,21,52,34,45,41,28,20,64,43,16,73,47,12,56,43,25,42,61,20,47,51,18,62,50,16,38,44,46,12,39,40,48,3,21,19,65,13,29,36,47,12,42,0,49,14,38,25,31,33,17,33,49,69
82,68,91,84,65,64,87,94,109,65,75,100,80,51,46,48,78,102,5,103,38,59,58,70,73,96,94,89,73,85,83,86,96,24,85,70,100,77,93,13,28,68,93,83,55,91,45,59,101,91,70,91,109,60,94,45,31,109,86,34,78,74,63,43,80,65,19,52,65,42,89,45,22,81,92,57,21,49,0,34,33,24,23,61,40,15,91,78
