70,24,52,42,64,71,39,32,53,33,67,77,84,77,26,62,72,78,64,67,68,43,79,33,79,19,0,20,80,58,76,84,42,73,83,63,58,48,76,66,5,56,95,90,64,75,29,51,69,55,94,79,32,76,6,89,61,61,32,42,69,93,48,52,11,66,77,42,72,37,84,65,76,10,45,15,25,61,17,90,84,37,29,53
64,41,67,56,45,66,39,29,62,26,54,81,70,84,44,67,62,83,47,54,50,54,68,45,69,40,20,0,74,64,74,85,26,55,76,74,50,33,82,49,17,46,99,94,73,63,44,51,52,59,103,86,24,70,14,79,68,54,17,47,65,96,58,66,29,64,79,53,84,48,80,75,71,11,26,26,8,41,36,79,94,29,10,46
10,75,71,65,61,8,41,48,53,48,33,39,36,51,75,39,17,40,48,33,58,58,22,61,17,88,80,74,0,41,13,28,52,60,4,61,23,46,45,52,82,29,45,42,54,28,71,32,50,37,64,50,50,4,79,18,44,20,58,43,10,39,57,69,76,15,26,59,70,58,8,56,3,79,61,65,65,67,93,21,65,45,69,27
40,42,30,25,78,34,26,36,12,42,58,18,70,20,41,4,48,20,68,58,78,19,58,27,54,57,58,64,41,0,29,28,56,82,46,20,39,55,18,73,63,44,36,31,14,60,36,18,73,6,39,22,44,39,61,59,4,37,55,16,34,35,17,27,50,27,23,21,31,23,40,16,39,63,67,42,58,81,65,62,33,41,65,34
19,67,60,54,69,11,36,45,41,48,42,25,49,37,67,26,27,27,56,43,67,47,35,52,30,81,76,74,13,29,0,15,55,70,18,48,28,51,31,61,79,34,33,29,41,40,62,25,60,26,51,36,50,13,77,32,31,23,60,35,12,27,46,57,71,10,12,49,57,49,10,42,13,77,65,60,66,75,87,35,51,45,71,28
35,70,57,54,84,27,46,55,40,59,58,14,64,26,70,24,43,15,72,59,83,48,50,55,45,85,84,85,28,28,15,0,69,86,31,42,43,66,20,77,88,49,17,14,35,56,65,34,76,29,36,24,62,29,86,45,28,39,72,41,28,12,45,54,77,24,6,49,48,52,21,36,28,87,80,68,78,90,93,49,39,57,83,42
41,54,71,60,24,46,31,23,60,16,27,70,43,77,56,59,38,72,22,27,27,55,42,50,44,59,42,26,52,56,55,69,0,32,53,73,28,6,73,24,41,22,85,81,69,36,54,39,27,51,95,78,14,48,38,54,61,32,10,41,44,81,59,70,46,45,64,55,84,50,59,71,49,36,10,37,18,25,59,53,90,15,18,27
51,87,102,91,10,58,60,55,89,48,27,91,30,100,88,83,43,93,14,27,5,85,39,82,44,92,73,55,60,82,70,86,32,0,58,101,44,29,95,9,72,38,103,99,96,32,87,64,9,76,118,101,47,57,68,51,86,47,41,70,57,97,89,100,79,62,81,86,112,82,68,98,58,66,28,70,48,16,91,49,115,46,45,47
12,79,76,69,60,12,45,51,58,51,32,43,33,55,79,44,16,45,47,32,57,62,20,65,14,92,83,76,4,46,18,31,53,58,0,65,26,48,49,51,85,30,48,46,59,26,75,36,49,42,68,54,53,7,82,14,49,22,60,47,14,42,62,73,80,20,30,63,75,63,10,60,7,82,62,69,68,67,96,17,69,47,71,30
60,41,17,21,96,54,41,50,12,57,77,27,90,18,39,21,68,27,87,78,97,20,78,30,74,56,63,74,61,20,48,42,73,101,65,0,59,73,22,92,69,63,41,38,6,80,35,37,92,26,31,21,59,59,68,79,16,57,70,31,54,44,15,14,53,47,38,21,11,27,58,5,59,71,83,49,71,98,65,82,21,57,78,54
13,58,64,54,41,17,24,27,48,25,18,47,32,56,59,39,13,49,30,19,40,48,22,47,21,70,58,50,23,39,28,43,28,44,26,59,0,23,51,35,60,6,60,56,53,21,56,21,34,33,73,56,27,20,57,30,43,4,34,31,15,55,49,62,57,18,38,48,70,46,30,55,20,57,37,46,42,47,73,31,71,21,45,6
36,58,73,62,22,41,31,25,60,18,20,68,37,75,59,57,31,70,16,20,24,56,36,52,38,64,48,33,46,55,51,66,6,29,48,73,23,0,71,20,47,17,82,78,69,30,58,37,22,49,93,76,18,43,44,47,60,28,16,41,39,78,60,71,51,41,60,57,84,52,54,71,43,42,14,41,24,25,65,47,89,16,25,23
48,58,39,39,92,41,43,54,24,59,69,6,79,5,57,14,56,5,81,70,92,35,65,44,61,73,76,82,45,18,31,20,73,95,49,22,51,71,0,86,81,57,20,15,16,69,52,33,86,22,22,5,62,44,79,63,15,48,73,35,41,21,31,36,67,34,19,36,28,40,40,16,44,81,83,60,77,97,82,66,20,58,83,48
43,78,93,82,9,50,51,46,79,39,19,82,26,91,80,74,35,84,5,19,5,76,33,73,38,84,66,49,52,73,61,77,24,9,51,92,35,20,86,0,65,29,94,90,87,26,78,54,3,67,109,91,38,50,62,46,77,38,34,61,49,89,79,91,71,53,73,77,103,73,60,89,50,59,23,61,41,17,83,44,105,37,39,38
73,30,58,48,62,74,42,34,58,35,67,82,84,82,32,67,73,83,63,67,67,48,81,39,81,24,5,17,82,63,79,88,41,72,85,69,60,47,81,65,0,57,99,95,69,76,34,54,68,60,99,84,33,78,3,91,66,63,31,47,72,98,53,58,16,70,81,47,77,42,87,70,79,6,43,20,23,59,19,91,90,38,27,55
18,59,67,57,35,23,25,25,51,22,14,53,30,62,60,44,16,55,24,15,35,50,23,49,23,69,56,46,29,44,34,49,22,38,30,63,6,17,57,29,57,0,66,62,58,20,57,26,29,37,79,62,24,25,54,33,48,10,29,34,21,61,52,65,56,24,44,51,74,48,36,60,26,53,31,45,37,41,71,33,76,19,40,9
52,78,58,59,101,44,59,69,44,74,75,17,81,22,77,32,60,16,89,76,100,55,68,63,62,93,95,99,45,36,33,17,85,103,48,41,60,82,20,94,99,66,0,4,36,73,72,47,93,39,23,20,76,46,97,61,34,56,87,52,45,6,51,55,87,41,21,56,44,60,37,36,45,99,96,79,92,107,101,65,30,72,98,59
49,73,54,55,97,41,54,64,40,69,72,13,78,19,72,27,57,12,85,72,96,50,65,59,59,88,90,94,42,31,29,14,81,99,46,38,56,78,15,90,95,62,4,0,32,70,68,43,89,34,23,16,72,43,93,59,29,52,83,47,42,6,46,51,82,37,17,51,41,55,35,32,42,94,91,74,87,103,97,63,28,67,93,54
54,43,22,23,91,48,38,47,11,54,72,21,84,14,42,15,62,21,82,72,92,21,72,30,67,58,64,73,54,14,41,35,69,96,59,6,53,69,16,87,69,58,36,32,0,74,38,32,87,20,30,16,56,52,68,72,10,51,67,28,47,38,16,19,54,40,31,22,16,27,51,2,52,70,79,49,69,94,67,75,21,54,76,49
21,79,86,76,35,28,46,46,69,42,9,64,10,75,80,59,12,66,22,9,31,70,7,69,12,89,75,63,28,60,40,56,36,32,26,80,21,30,69,26,76,20,73,70,74,0,77,43,23,54,90,74,43,27,73,20,64,22,46,53,28,67,71,83,76,34,52,70,91,68,36,76,27,71,41,65,54,42,91,18,89,39,55,28
65,5,23,14,79,62,31,32,27,39,71,55,88,51,4,41,69,56,74,71,82,17,79,10,77,20,29,44,71,36,62,65,54,87,75,35,56,58,52,78,34,57,72,68,38,77,0,39,80,37,67,54,40,67,34,85,38,57,47,27,61,72,21,23,18,55,59,16,43,13,72,38,68,38,62,19,44,79,29,87,57,41,51,49
26,42,42,34,59,23,12,21,26,26,40,31,54,37,43,19,32,33,49,40,60,27,43,29,39,56,51,51,32,18,25,34,39,64,36,37,21,37,33,54,54,26,47,43,32,43,39,0,55,12,56,38,28,28,52,47,22,20,40,11,22,44,28,40,45,16,27,28,48,26,34,34,29,53,49,35,44,63,62,49,51,24,50,16
41,80,94,83,12,48,52,47,80,41,17,82,23,91,82,73,33,83,5,17,8,77,30,74,35,87,69,52,50,73,60,76,27,9,49,92,34,22,86,3,68,29,93,89,87,23,80,55,0,67,108,91,40,48,65,43,77,37,37,61,47,88,80,92,73,52,71,78,103,74,58,89,48,63,26,64,44,20,86,41,105,38,42,38
35,42,34,28,71,30,20,31,16,37,51,22,64,26,41,8,42,23,61,52,72,21,52,27,48,56,55,59,37,6,26,29,51,76,42,26,33,49,22,67,60,37,39,34,20,54,37,12,67,0,44,27,39,34,58,54,10,31,50,13,28,37,20,31,48,22,22,22,37,23,36,22,35,59,61,39,54,75,64,57,39,35,60,28
69,73,48,53,115,61,65,75,41,81,91,26,100,18,71,36,78,24,103,92,114,51,86,60,81,88,94,103,64,39,51,36,95,118,68,31,73,93,22,109,99,79,23,23,30,90,67,56,108,44,0,17,83,64,98,82,35,70,95,56,62,29,46,45,84,56,38,52,28,57,58,28,64,100,105,79,98,119,97,85,11,80,104,70
53,60,38,40,97,46,47,58,26,64,74,10,84,2,58,19,62,9,86,75,97,36,71,46,66,75,79,86,50,22,36,24,78,101,54,21,56,76,5,91,84,62,20,16,16,74,54,38,91,27,17,0,66,49,82,68,18,53,77,39,46,23,32,35,70,39,23,37,25,42,44,16,49,84,88,63,81,102,83,71,15,63,87,53
40,39,56,45,39,42,18,9,46,2,35,60,52,65,41,47,40,62,35,35,42,40,47,35,47,47,32,24,50,44,50,62,14,47,53,59,27,18,62,38,33,24,76,72,56,43,40,28,40,39,83,66,0,46,30,57,48,30,11,28,40,73,44,55,33,39,55,41,70,36,55,58,47,29,23,23,16,40,48,57,77,5,21,22
7,71,69,62,58,5,37,44,50,44,30,38,35,50,71,37,14,40,45,30,55,55,21,58,16,84,76,70,4,39,13,29,48,57,7,59,20,43,44,50,78,25,46,43,52,27,67,28,48,34,64,49,46,0,75,19,42,16,54,40,6,40,54,66,72,12,26,56,69,55,11,54,0,75,57,61,61,64,89,22,64,41,65,23
70,30,58,48,59,71,40,31,57,31,64,80,81,80,32,65,70,81,60,64,63,47,77,38,77,26,6,14,79,61,77,86,38,68,82,68,57,44,79,62,3,54,97,93,68,73,34,52,65,58,98,82,30,75,0,87,64,60,28,45,69,95,52,58,17,67,79,46,77,41,84,69,76,3,39,19,20,55,22,88,89,35,24,52
20,88,88,81,55,24,54,57,70,56,28,57,22,69,89,57,17,59,42,28,51,74,12,76,10,100,89,79,18,59,32,45,54,51,14,79,30,47,63,46,91,33,61,59,72,20,85,47,43,54,82,68,57,19,87,0,62,28,62,58,25,55,74,86,88,32,44,75,88,73,24,74,19,87,60,76,70,62,104,3,83,52,72,36
44,44,28,26,82,38,30,40,11,46,62,16,74,16,43,5,51,17,72,62,82,20,61,29,57,59,61,68,44,4,31,28,61,86,49,16,43,60,15,77,66,48,34,29,10,64,38,22,77,10,35,18,48,42,64,62,0,41,60,21,37,34,17,25,52,30,23,22,27,25,41,12,42,66,71,45,63,86,67,65,28,45,69,39
9,60,63,54,45,13,25,29,46,28,21,44,33,53,60,37,12,45,33,21,44,47,22,48,19,71,61,54,20,37,23,39,32,47,22,57,4,28,48,38,63,10,56,52,51,22,57,20,37,31,70,53,30,16,60,28,41,0,38,31,11,51,49,61,59,14,34,48,68,46,26,53,16,60,42,48,45,51,75,30,68,25,49,8
47,46,66,55,32,51,29,20,57,13,37,71,53,76,48,58,45,73,32,37,36,51,51,44,52,50,32,17,58,55,60,72,10,41,60,70,34,16,73,34,31,29,87,83,67,46,47,40,37,50,95,77,11,54,28,62,60,38,0,39,49,84,55,65,37,49,66,51,81,45,64,69,55,26,14,29,8,31,49,62,88,15,10,31
38,31,33,23,64,35,10,19,18,26,49,35,64,37,31,20,43,36,56,49,65,16,53,17,50,45,42,47,43,16,35,41,41,70,47,31,31,41,35,61,47,34,52,47,28,53,27,11,61,13,56,39,28,40,45,58,21,31,39,0,33,50,18,31,36,28,35,17,42,15,45,30,40,46,51,26,41,67,52,60,49,25,48,25
7,64,63,55,56,1,31,37,45,38,30,35,38,46,65,32,15,37,44,30,54,48,24,51,20,77,69,65,10,34,12,28,44,57,14,54,15,39,41,49,72,21,45,42,47,28,61,22,47,28,62,46,40,6,69,25,37,11,49,33,0,40,48,60,66,6,24,49,64,48,15,49,7,69,53,55,56,62,82,28,61,35,60,18
46,78,60,60,96,39,56,66,45,71,70,17,75,25,77,31,55,17,84,70,95,55,62,63,56,93,93,96,39,35,27,12,81,97,42,44,55,78,21,89,98,61,6,6,38,67,72,44,88,37,29,23,73,40,95,55,34,51,84,50,40,0,51,57,86,36,17,56,48,59,31,38,40,97,91,77,89,102,101,59,35,68,95,54
54,27,14,8,82,49,28,35,6,43,67,34,82,30,26,21,61,34,75,68,84,4,71,14,67,42,48,58,57,17,46,45,59,89,62,15,49,60,31,79,53,52,51,46,16,71,21,28,80,20,46,32,44,54,52,74,17,49,55,18,48,51,0,12,38,42,40,5,26,11,56,17,55,55,68,33,55,84,51,76,36,43,62,43
66,29,2,10,94,61,40,46,15,54,80,40,94,33,27,30,73,40,86,80,96,14,83,21,79,42,52,66,69,27,57,54,70,100,73,14,62,71,36,91,58,65,55,51,19,83,23,40,92,31,45,35,55,66,58,86,25,61,65,31,60,57,12,0,42,53,49,14,19,19,67,19,66,61,79,40,64,95,52,88,34,55,71,56
68,13,41,32,70,68,35,30,43,34,68,69,85,67,15,54,71,70,68,69,74,33,79,23,78,13,11,29,76,50,71,77,46,79,80,53,57,51,67,71,16,56,87,82,54,76,18,45,73,48,84,70,33,72,17,88,52,59,37,36,66,86,38,42,0,62,71,32,61,27,79,55,73,20,51,11,32,68,16,89,74,37,37,51
13,59,56,49,60,7,27,35,38,37,35,29,44,40,59,25,22,31,48,35,59,42,31,45,27,73,66,64,15,27,10,24,45,62,20,47,18,41,34,53,70,24,41,37,40,34,55,16,52,22,56,39,39,12,67,32,30,14,49,28,6,36,42,53,62,0,19,43,57,43,17,42,12,67,55,51,56,66,78,34,54,34,60,18
31,64,52,49,80,23,39,49,34,53,54,13,61,25,64,19,40,14,67,54,78,43,48,49,43,79,77,79,26,23,12,6,64,81,30,38,38,60,19,73,81,44,21,17,31,52,59,27,71,22,38,23,55,26,79,44,23,34,66,35,24,17,40,49,71,19,0,44,46,46,21,32,26,80,74,61,71,85,87,47,39,51,77,37
54,22,16,6,79,51,26,32,11,39,66,38,81,35,20,25,60,39,72,66,81,1,71,8,68,37,42,53,59,21,49,49,55,86,63,21,48,57,36,77,47,51,56,51,22,70,16,28,78,22,52,37,41,56,46,75,22,48,51,17,49,56,5,14,32,43,44,0,31,5,59,23,56,49,64,28,51,81,45,77,42,40,57,42
71,49,21,29,107,64,53,61,24,68,89,34,101,22,46,31,79,33,98,89,108,30,89,39,84,62,72,84,70,31,57,48,84,112,75,11,70,84,28,103,77,74,44,41,16,91,43,48,103,37,28,25,70,69,77,88,27,68,81,42,64,48,26,19,61,57,46,31,0,36,67,14,69,80,94,59,81,110,71,91,16,68,88,65
53,18,20,9,75,50,22,27,16,34,63,42,78,40,17,28,59,43,68,63,77,6,69,3,66,33,37,48,58,23,49,52,50,82,63,27,46,52,40,73,42,48,60,55,27,68,13,26,74,23,57,42,36,55,41,73,25,46,45,15,48,59,11,19,27,43,46,5,36,0,59,28,55,44,59,22,45,76,41,75,47,35,52,40
18,76,70,64,69,13,44,52,52,53,41,34,44,46,76,36,25,35,56,41,66,57,30,62,25,90,84,80,8,40,10,21,59,68,10,58,30,54,40,60,87,36,37,35,51,36,72,34,58,36,58,44,55,11,84,24,41,26,64,45,15,31,56,67,79,17,21,59,67,59,0,52,10,84,68,69,71,75,96,27,60,50,75,33
56,44,22,24,93,50,40,49,12,56,74,21,86,13,43,17,64,21,84,74,94,22,74,31,69,59,65,75,56,16,42,36,71,98,60,5,55,71,16,89,70,60,36,32,2,76,38,34,89,22,28,16,58,54,69,74,12,53,69,30,49,38,17,19,55,42,32,23,14,28,52,0,54,72,81,50,71,96,68,77,19,56,77,51
8,71,69,62,58,5,38,44,51,45,31,38,35,50,72,37,15,40,45,31,56,55,22,58,17,84,76,71,3,39,13,28,49,58,7,59,20,43,44,50,79,26,45,42,52,27,68,29,48,35,64,49,47,0,76,19,42,16,55,40,7,40,55,66,73,12,26,56,69,55,10,54,0,76,58,62,62,65,89,22,64,41,66,24
69,33,61,51,56,71,41,32,59,31,63,81,79,83,36,67,69,83,58,63,61,50,76,41,77,30,10,11,79,63,77,87,36,66,82,71,57,42,81,59,6,53,99,94,70,71,38,53,63,59,100,84,29,75,3,87,66,60,26,46,69,97,55,61,20,67,80,49,80,44,84,72,76,0,37,21,18,52,25,87,91,35,21,52
50,60,80,69,19,55,41,32,70,25,32,81,46,87,62,69,45,82,22,32,23,64,48,58,51,64,45,26,61,67,65,80,10,28,62,83,37,14,83,23,43,31,96,91,79,41,62,49,26,61,105,88,23,57,39,60,71,42,14,51,53,91,68,79,51,55,74,64,94,59,68,81,58,37,0,43,19,17,62,60,100,25,16,37
57,17,40,30,61,57,24,19,38,23,58,61,75,61,19,46,59,62,58,58,65,28,68,19,67,24,15,26,65,42,60,68,37,70,69,49,46,41,60,61,20,45,79,74,49,65,19,35,64,39,79,63,23,61,19,76,45,48,29,26,55,77,33,40,11,51,61,28,59,22,69,50,62,21,43,0,25,60,27,78,70,26,32,40
55,42,65,54,38,58,33,23,58,18,45,75,61,79,44,62,53,77,39,45,43,51,59,43,60,44,25,8,65,58,66,78,18,48,68,71,42,24,77,41,23,37,92,87,69,54,44,44,44,54,98,81,16,61,20,70,63,45,8,41,56,89,55,64,32,56,71,51,81,45,71,71,62,18,19,25,0,36,42,70,90,21,6,38
57,78,97,86,7,63,56,49,86,41,35,93,43,101,80,83,50,95,20,34,13,81,50,75,54,80,61,41,67,81,75,90,25,16,67,98,47,25,97,17,59,41,107,103,94,42,79,63,20,75,119,102,40,64,55,62,86,51,31,67,62,102,84,95,68,66,85,81,110,76,75,96,65,52,17,60,36,0,78,61,114,41,31,48
85,23,50,44,81,84,51,46,57,49,83,84,100,81,25,69,87,85,81,83,85,46,95,38,94,9,17,36,93,65,87,93,59,91,96,65,73,65,82,83,19,71,101,97,67,91,29,62,86,64,97,83,48,89,22,104,67,75,49,52,82,101,51,52,16,78,87,45,71,41,96,68,89,25,62,27,42,78,0,105,86,52,46,67
22,90,91,83,53,27,55,58,73,56,27,60,19,72,90,60,18,62,40,27,49,76,11,78,10,101,90,79,21,62,35,49,53,49,17,82,31,47,66,44,91,33,65,63,75,18,87,49,41,57,85,71,57,22,88,3,65,30,62,60,28,59,76,88,89,34,47,77,91,75,27,77,22,87,60,78,70,61,105,0,87,52,72,38
68,63,36,42,111,61,58,68,32,75,89,26,99,14,61,31,77,24,100,89,111,41,86,51,81,77,84,94,65,33,51,39,90,115,69,21,71,89,20,105,90,76,30,28,21,89,57,51,105,39,11,15,77,64,89,83,28,68,88,49,61,35,36,34,74,54,39,42,16,47,60,19,64,91,100,70,90,114,86,87,0,74,97,67
34,42,56,45,39,37,15,8,44,3,31,56,48,61,43,43,35,58,33,31,41,40,42,35,42,50,37,29,45,41,45,57,15,46,47,57,21,16,58,37,38,19,72,67,54,39,41,24,38,35,80,63,5,41,35,52,45,25,15,25,35,68,43,55,37,34,51,40,68,35,50,56,41,35,25,26,21,41,52,52,74,0,26,17
58,48,72,61,35,62,39,29,65,23,46,81,61,85,51,68,56,83,38,46,40,58,61,50,62,49,29,10,69,65,71,83,18,45,71,78,45,25,83,39,27,40,98,93,76,55,51,50,42,60,104,87,21,65,24,72,69,49,10,48,60,95,62,71,37,60,77,57,88,52,75,77,66,21,16,32,6,31,46,72,97,26,0,42
