13,65,61,70,26,60,78,82,6,75,5,51,29,41,17,81,59,0,54,109,64,89,45,85,41,112,93,31,64,44,74,82,43,46,42,53,69,65,95,18,46,43,35,73,18,112,81,56,41,96,75,63,95,85,91,68,59,51,55,52,38,67,72,80,76,72,27,81,15,50,38,93,64,98,91,77,69
64,19,77,37,65,61,35,99,60,49,58,8,52,44,48,66,11,54,0,81,33,63,41,49,13,81,74,72,79,9,67,28,61,35,46,22,37,14,74,36,76,10,69,58,41,86,27,3,39,56,77,46,79,42,85,33,75,3,75,8,21,73,43,97,22,26,65,63,44,73,15,88,17,79,97,86,95
111,62,71,44,97,55,47,78,115,34,114,75,84,68,93,31,69,109,81,0,49,19,63,31,88,6,20,101,70,85,41,79,75,63,68,63,44,88,17,98,89,85,92,37,91,5,74,83,67,29,52,46,24,42,39,48,73,79,77,89,78,60,39,76,77,56,97,29,93,80,88,41,64,18,62,62,90
69,19,54,6,60,35,18,74,70,16,69,26,45,29,50,32,22,64,33,49,0,30,24,21,39,50,40,66,56,36,35,45,45,19,31,13,5,44,40,50,62,35,59,25,45,54,40,36,26,31,47,15,46,22,52,4,54,31,56,41,29,47,10,71,39,17,60,29,49,56,39,55,20,45,68,58,75
91,45,56,25,78,38,33,68,95,14,94,56,64,49,73,16,51,89,63,19,30,0,44,17,69,23,13,83,56,66,26,66,57,43,49,43,25,72,12,78,72,66,74,19,71,23,61,65,47,23,39,26,20,30,33,29,57,61,61,71,58,45,20,66,63,40,78,12,73,64,69,36,47,17,55,51,77
47,37,35,29,37,21,42,58,51,30,50,33,21,5,29,35,36,45,41,63,24,44,0,43,38,67,48,42,37,38,31,63,22,6,7,22,27,55,49,37,39,36,35,28,27,67,59,45,3,54,37,17,50,47,49,29,34,37,34,47,23,32,29,55,56,39,36,36,29,33,37,52,37,53,57,45,55
90,30,65,14,80,46,15,82,92,15,90,44,64,48,71,31,37,85,49,31,21,17,43,0,58,31,31,85,66,55,39,49,62,40,49,33,16,56,30,72,78,54,77,28,67,37,43,51,46,11,52,27,38,12,50,18,66,48,69,58,50,56,13,79,46,24,80,26,70,71,58,53,32,35,70,64,87
52,29,72,44,55,59,45,95,47,55,45,14,43,39,38,68,22,41,13,88,39,69,38,58,0,89,78,61,74,4,67,41,55,33,42,25,43,24,79,23,68,3,60,60,30,93,40,15,35,66,75,48,83,53,86,40,70,11,70,11,14,71,49,93,35,37,55,67,33,66,2,89,28,84,96,83,89
114,62,76,45,101,60,46,85,118,37,117,75,87,72,96,37,69,112,81,6,50,23,67,31,89,0,26,106,76,86,47,77,80,66,72,64,45,87,23,101,94,85,97,41,94,10,72,83,70,27,58,49,31,40,45,49,78,79,82,89,79,65,41,83,75,55,101,33,96,86,89,47,64,24,68,68,96
93,57,50,37,79,36,46,59,98,24,98,66,66,52,76,12,62,93,74,20,40,13,48,31,78,26,0,82,50,76,21,79,56,49,51,53,36,83,2,84,69,75,73,20,75,20,74,76,51,36,32,31,7,43,21,41,52,71,57,82,66,40,31,57,75,52,78,11,77,60,78,24,59,5,44,42,69
20,76,38,72,6,46,84,54,31,72,32,66,22,37,24,69,72,31,72,101,66,83,42,85,61,106,82,0,40,64,61,99,25,47,35,61,70,85,85,42,18,63,9,64,31,103,96,75,40,96,56,58,82,89,73,71,35,68,30,73,51,46,72,53,92,80,6,72,28,25,59,74,75,86,66,54,39
58,73,2,59,40,21,73,20,67,51,67,71,36,35,48,40,73,64,79,70,56,56,37,66,74,76,50,40,0,75,29,99,21,44,32,59,57,93,53,66,22,73,31,38,52,70,95,82,39,76,19,41,47,75,36,60,5,75,9,84,60,10,55,18,93,73,39,44,52,14,73,36,73,53,27,14,20
55,25,72,41,57,59,42,96,51,52,49,10,45,39,40,67,18,44,9,85,36,66,38,55,4,86,76,64,75,0,66,38,56,32,42,23,41,21,77,26,70,1,62,59,32,90,36,12,35,62,75,46,81,49,85,37,71,7,70,9,15,70,46,93,31,33,58,65,36,67,6,87,24,81,95,83,90
73,54,29,35,57,14,49,43,79,24,79,58,46,34,57,10,57,74,67,41,35,26,31,39,67,47,21,61,29,66,0,80,35,34,32,44,34,79,24,68,47,65,51,10,57,42,75,70,35,48,13,20,21,49,18,38,31,63,35,74,53,19,30,40,75,52,57,14,59,38,66,21,55,25,32,25,50
93,26,97,44,92,79,33,119,89,57,87,33,78,67,76,75,27,82,28,79,45,66,63,49,41,77,79,99,99,38,80,0,85,56,69,40,46,19,78,64,101,39,95,70,69,85,5,26,62,50,92,60,86,37,95,41,97,31,98,31,48,92,50,116,6,27,93,72,73,96,44,99,26,84,113,103,118
39,59,19,50,22,20,63,41,47,47,47,53,15,17,27,44,57,43,61,75,45,57,22,62,55,80,56,25,21,56,35,85,0,28,15,44,48,75,59,44,17,54,16,38,31,77,81,65,22,73,32,34,56,68,49,50,16,57,14,65,41,23,49,39,78,62,21,46,30,11,53,51,59,61,47,34,34
50,30,41,25,41,26,37,64,52,29,51,27,25,10,31,37,29,46,35,63,19,43,6,40,33,66,49,47,44,32,34,56,28,0,13,16,23,49,50,35,45,31,40,29,27,67,52,39,6,50,42,17,52,42,53,24,40,31,41,41,18,38,26,61,50,34,41,37,30,40,32,56,30,54,62,50,61
42,44,30,36,30,19,49,53,47,36,46,39,15,2,25,38,42,42,46,68,31,49,7,49,42,72,51,35,32,42,32,69,15,13,0,29,34,60,53,36,32,40,28,31,25,71,65,50,7,60,36,23,53,54,50,36,28,43,28,51,27,29,36,51,63,46,30,39,26,27,40,52,44,56,55,42,49
60,14,57,19,55,40,25,79,60,29,58,13,39,26,41,44,13,53,22,63,13,43,22,33,25,64,53,61,59,23,44,40,44,16,29,0,18,34,53,38,61,22,56,36,35,67,36,25,22,43,55,24,58,31,63,15,56,18,57,29,16,53,23,76,34,19,55,42,39,56,25,66,14,58,76,64,77
73,21,55,2,64,36,16,74,75,12,74,30,49,33,54,30,26,69,37,44,5,25,27,16,43,45,36,70,57,41,34,46,48,23,34,18,0,47,36,55,65,40,63,23,50,49,40,40,30,27,47,15,42,19,50,4,55,35,57,45,34,48,5,72,41,18,64,26,53,58,44,53,22,41,67,58,77
76,26,90,46,79,74,40,113,71,59,69,22,66,58,62,77,21,65,14,88,44,72,55,56,24,87,83,85,93,21,79,19,75,49,60,34,47,0,83,47,90,23,83,70,54,93,20,10,53,60,89,58,90,47,96,42,89,17,89,13,35,87,52,110,15,32,79,74,57,87,27,99,24,88,110,99,109
95,57,53,37,81,38,45,62,100,24,100,67,68,54,78,15,63,95,74,17,40,12,49,30,79,23,2,85,53,77,24,78,59,50,53,53,36,83,0,86,72,76,75,21,77,18,73,76,53,34,34,32,9,42,23,41,55,72,59,82,67,42,31,59,75,52,80,13,79,63,79,26,59,5,46,45,72
29,48,63,57,36,56,63,86,24,64,22,33,29,34,19,73,42,18,36,98,50,78,37,72,23,101,84,42,66,26,68,64,44,35,36,38,55,47,86,0,53,25,43,65,13,102,63,38,33,81,72,53,87,70,86,53,61,33,58,34,22,65,60,83,58,55,36,72,14,54,20,89,47,90,91,77,76
37,76,21,67,20,34,80,36,47,64,48,69,25,34,34,57,73,46,76,89,62,72,39,78,68,94,69,18,22,70,47,101,17,45,32,61,65,90,72,53,0,68,10,53,40,90,97,80,38,89,40,51,68,85,58,67,18,72,13,79,55,31,65,35,94,79,19,60,38,9,66,58,76,73,49,36,23
54,25,71,40,56,57,42,94,50,51,48,10,43,38,39,66,18,43,10,85,35,66,36,54,3,85,75,63,73,1,65,39,54,31,40,22,40,23,76,25,68,0,60,58,31,89,37,13,34,62,73,45,80,49,83,36,69,8,69,10,13,69,45,91,32,33,56,64,34,66,5,86,24,80,94,81,88
27,71,29,65,9,37,77,47,36,63,37,62,17,30,23,60,67,35,69,92,59,74,35,77,60,97,73,9,31,62,51,95,16,40,28,56,63,83,75,43,10,60,0,55,30,94,92,72,34,88,47,50,72,82,64,64,26,65,22,71,48,37,64,45,88,74,8,63,28,16,57,65,70,77,58,45,34
74,44,37,25,60,19,38,53,78,14,78,50,46,32,56,8,48,73,58,37,25,19,28,28,60,41,20,64,38,59,10,70,38,29,31,36,23,70,21,65,53,58,55,0,55,39,64,61,32,38,24,12,22,38,26,28,38,55,42,66,47,27,19,50,65,42,59,8,57,44,60,29,46,25,43,36,59
24,49,50,52,24,44,60,72,24,57,23,36,16,23,7,63,43,18,41,91,45,71,27,67,30,94,75,31,52,32,57,69,31,27,25,35,50,54,77,13,40,31,30,55,0,94,67,44,23,77,60,44,77,67,75,49,47,38,45,41,21,52,54,70,62,55,25,63,3,41,27,77,48,80,78,64,63
113,68,71,49,99,56,53,77,118,38,117,80,86,71,96,33,74,112,86,5,54,23,67,37,93,10,20,103,70,90,42,85,77,67,71,67,49,93,18,102,90,89,94,39,94,0,80,88,70,35,51,49,23,47,37,53,73,84,77,94,82,60,44,75,83,61,99,31,96,81,93,39,69,17,59,61,89
91,22,93,39,89,74,28,114,87,51,85,30,74,63,74,70,24,81,27,74,40,61,59,43,40,72,74,96,95,36,75,5,81,52,65,36,40,20,73,63,97,37,92,64,67,80,0,25,58,45,87,55,81,32,90,36,92,29,93,31,45,87,45,111,5,22,90,66,70,92,42,93,21,78,108,98,114
67,20,80,39,68,64,36,103,63,52,61,11,55,47,52,69,13,56,3,83,36,65,45,51,15,83,76,75,82,12,70,26,65,39,50,25,40,10,76,38,80,13,72,61,44,88,25,0,43,57,80,49,82,43,88,35,79,7,79,7,24,77,45,100,20,27,69,66,48,77,18,91,18,82,101,89,99
44,37,37,32,34,24,43,60,47,34,46,31,19,4,25,39,35,41,39,67,26,47,3,46,35,70,51,40,39,35,35,62,22,6,7,22,30,53,53,33,38,34,34,32,23,70,58,43,0,57,40,21,54,49,53,30,35,36,35,44,20,35,32,57,56,40,34,40,26,34,34,56,37,57,60,47,56
100,37,75,25,91,56,20,91,102,25,101,52,75,59,81,39,44,96,56,29,31,23,54,11,66,27,36,96,76,62,48,50,73,50,60,43,27,60,34,81,89,62,88,38,77,35,45,57,57,0,61,38,43,13,56,27,76,55,79,64,59,66,24,88,48,29,91,34,80,81,67,59,39,39,78,73,97
71,66,19,48,54,16,62,29,79,38,79,68,46,38,58,22,68,75,77,52,47,39,37,52,75,58,32,56,19,75,13,92,32,42,36,55,47,89,34,72,40,73,47,24,60,51,87,80,40,61,0,32,28,63,17,51,22,73,27,83,61,9,43,26,87,65,54,27,61,31,74,18,67,34,20,11,37
65,34,39,17,53,20,31,59,69,13,68,38,38,22,46,20,36,63,46,46,15,26,17,27,48,49,31,58,41,46,20,60,34,17,23,24,15,58,32,53,51,45,50,12,44,49,55,49,21,38,32,0,35,34,38,19,40,43,42,53,34,32,14,56,54,33,53,19,47,43,47,41,35,37,52,43,61
94,63,48,43,79,36,53,54,100,30,100,72,67,54,78,14,68,95,79,24,46,20,50,38,83,31,7,82,47,81,21,86,56,52,53,58,42,90,9,87,68,80,72,22,77,23,81,82,54,43,28,35,0,50,14,47,50,77,54,87,70,37,37,51,82,59,78,16,79,59,82,17,65,6,37,37,65
91,23,74,17,83,54,7,92,92,24,90,38,68,52,72,42,31,85,42,42,22,30,47,12,53,40,43,89,75,49,49,37,68,42,54,31,19,47,42,70,85,49,82,38,67,47,32,43,49,13,63,34,50,0,61,18,74,42,77,50,48,65,20,89,35,16,83,37,71,77,54,65,25,47,81,74,95
88,71,37,51,72,30,63,39,96,38,95,76,62,52,74,20,75,91,85,39,52,33,49,50,86,45,21,73,36,85,18,95,49,53,50,63,50,96,23,86,58,83,64,26,75,37,90,88,53,56,17,38,14,61,0,54,40,81,44,92,72,27,45,37,91,68,71,24,76,49,85,3,72,20,23,24,52
73,16,58,4,65,39,13,78,74,16,73,26,49,34,54,34,21,68,33,48,4,29,29,18,40,49,41,71,60,37,38,41,50,24,36,15,4,42,41,53,67,36,64,28,49,53,36,35,30,27,51,19,47,18,54,0,58,31,60,41,31,51,9,75,36,13,65,31,53,61,40,57,18,46,71,62,80
52,70,3,57,34,20,71,25,61,51,62,67,31,31,43,41,70,59,75,73,54,57,34,66,70,78,52,35,5,71,31,97,16,40,28,56,55,89,55,61,18,69,26,38,47,73,92,79,35,76,22,40,50,74,40,58,0,71,4,80,56,13,54,22,90,71,33,45,47,9,68,40,70,55,32,19,21
61,18,73,35,61,57,34,96,58,47,56,5,48,40,45,63,10,51,3,79,31,61,37,48,11,79,71,68,75,7,63,31,57,31,43,18,35,17,72,33,72,8,65,55,38,84,29,7,36,55,73,43,77,42,81,31,71,0,72,10,17,70,41,93,25,26,62,60,41,69,13,84,16,77,94,82,92
49,71,7,60,31,23,73,27,58,54,58,67,29,31,40,45,71,55,75,77,56,61,34,69,70,82,57,30,9,70,35,98,14,41,28,57,57,89,59,58,13,69,22,42,45,77,93,79,35,79,27,42,54,77,44,60,4,72,0,80,55,17,57,25,91,73,30,49,44,5,67,45,72,60,36,23,20
63,27,81,45,66,67,43,105,58,57,56,15,54,48,49,73,20,52,8,89,41,71,47,58,11,89,82,73,84,9,74,31,65,41,51,29,45,13,82,34,79,10,71,66,41,94,31,7,44,64,83,53,87,50,92,41,80,10,80,0,24,79,51,102,26,34,67,71,45,77,14,95,25,87,104,92,99
46,27,57,35,44,44,40,80,44,43,43,14,30,24,28,55,21,38,21,78,29,58,23,50,14,79,66,51,60,15,53,48,41,18,27,16,34,35,67,22,55,13,48,47,21,82,45,24,20,59,61,34,70,48,72,31,56,17,55,24,0,56,38,78,41,34,45,54,25,52,13,74,26,71,81,68,75
62,65,10,50,45,12,63,27,70,41,70,65,38,32,50,29,66,67,73,60,47,45,32,56,71,65,40,46,10,70,19,92,23,38,29,53,48,87,42,65,31,69,37,27,52,60,87,77,35,66,9,32,37,65,27,51,13,70,17,79,56,0,45,24,86,65,44,33,53,22,69,28,66,42,25,12,31
76,26,54,6,66,34,18,72,79,6,77,36,51,35,57,25,31,72,43,39,10,20,29,13,49,41,31,72,55,46,30,50,49,26,36,23,5,52,31,60,65,45,64,19,54,44,45,45,32,24,43,14,37,20,45,9,54,41,57,51,38,45,0,69,45,22,66,21,57,58,49,48,28,36,63,55,75
73,89,20,74,55,36,87,2,82,64,83,88,54,53,65,49,90,80,97,76,71,66,55,79,93,83,57,53,18,93,40,116,39,61,51,76,72,110,59,83,35,91,45,50,70,75,111,100,57,88,26,56,51,89,37,75,22,93,25,102,78,24,69,0,110,89,54,54,70,30,91,36,90,58,17,14,17
86,20,91,39,86,73,30,113,83,52,81,26,71,60,70,71,21,76,22,77,39,63,56,46,35,75,75,92,93,31,75,6,78,50,63,34,41,15,75,58,94,32,88,65,62,83,5,20,56,48,87,54,82,35,91,36,90,25,91,26,41,86,45,110,0,23,86,67,66,90,38,94,20,80,107,97,112
79,7,72,16,74,53,8,92,78,29,77,23,58,44,61,48,15,72,26,56,17,40,39,24,37,55,52,80,73,33,52,27,62,34,46,19,18,32,52,55,79,33,74,42,55,61,22,27,40,29,65,33,59,16,68,13,71,26,73,34,34,65,22,89,23,0,74,44,58,73,38,71,9,57,85,76,93
19,69,36,66,1,42,78,55,28,66,29,59,15,31,17,65,66,27,65,97,60,78,36,80,55,101,78,6,39,58,57,93,21,41,30,55,64,79,80,36,19,56,8,59,25,99,90,69,34,91,54,53,78,83,71,65,33,62,30,67,45,44,66,54,86,74,0,67,22,24,53,72,69,82,66,53,42
82,48,43,27,68,26,38,56,87,14,86,55,55,40,64,4,52,81,63,29,29,12,36,26,67,33,11,72,44,65,14,72,46,37,39,42,26,74,13,72,60,64,63,8,63,31,66,66,40,34,27,19,16,37,24,31,45,60,49,71,54,33,21,54,67,44,67,0,66,52,66,27,49,17,44,39,64
20,52,49,55,22,45,64,72,21,59,20,40,15,25,4,65,47,15,44,93,49,73,29,70,33,96,77,28,52,36,59,73,30,30,26,39,53,57,79,14,38,34,28,57,3,96,70,48,26,80,61,47,79,71,76,53,47,41,44,45,25,53,57,70,66,58,22,66,0,40,30,78,51,82,78,64,61
43,70,12,60,25,25,74,32,52,56,53,65,25,29,35,48,69,50,73,80,56,64,33,71,66,86,60,25,14,67,38,96,11,40,27,56,58,87,63,54,9,66,16,44,41,81,92,77,34,81,31,43,59,77,49,61,9,69,5,77,52,22,58,30,90,73,24,52,40,0,64,50,71,64,41,29,22
49,31,70,44,52,58,47,93,45,54,43,15,41,37,35,68,23,38,15,88,39,69,37,58,2,89,78,59,73,6,66,44,53,32,40,25,44,27,79,20,66,5,57,60,27,93,42,18,34,67,74,47,82,54,85,40,68,13,67,14,13,69,49,91,38,38,53,66,30,64,0,88,29,83,94,82,87
90,74,37,54,73,32,66,38,97,42,97,79,64,54,76,23,78,93,88,41,55,36,52,53,89,47,24,74,36,87,21,99,51,56,52,66,53,99,26,89,58,86,65,29,77,39,93,91,56,59,18,41,17,65,3,57,40,84,45,95,74,28,48,36,94,71,72,27,78,50,88,0,75,23,20,23,52
72,1,71,22,69,53,18,93,71,34,69,13,53,41,54,52,5,64,17,64,20,47,37,32,28,64,59,75,73,24,55,26,59,30,44,14,22,24,59,47,76,24,70,46,48,69,21,18,37,39,67,35,65,25,72,18,70,16,72,25,26,66,28,90,20,9,69,49,51,71,29,75,0,64,88,77,92
98,62,53,42,83,40,50,60,103,29,103,72,71,57,81,17,68,98,79,18,45,17,53,35,84,24,5,86,53,81,25,84,61,54,56,58,41,88,5,90,73,80,77,25,80,17,78,82,57,39,34,37,6,47,20,46,55,77,60,87,71,42,36,58,80,57,82,17,82,64,83,23,64,0,43,44,71
85,87,29,68,67,36,81,19,94,57,94,89,62,57,74,39,89,91,97,62,68,55,57,70,96,68,44,66,27,95,32,113,47,62,55,76,67,110,46,91,49,94,58,43,78,59,108,101,60,78,20,52,37,81,23,71,32,94,36,104,81,25,63,17,107,85,66,44,78,41,94,20,88,43,0,13,35
72,77,16,60,54,24,73,17,80,50,81,77,49,44,61,34,78,77,86,62,58,51,45,64,83,68,42,54,14,83,25,103,34,50,42,64,58,99,45,77,36,81,45,36,64,61,98,89,47,73,11,43,37,74,24,62,19,82,23,92,68,12,55,14,97,76,53,39,64,29,82,23,77,44,13,0,28
60,91,21,79,43,41,93,17,70,72,71,88,47,51,56,60,91,69,95,90,75,77,55,87,89,96,69,39,20,90,50,118,34,61,49,77,77,109,72,76,23,88,34,59,63,89,114,99,56,97,37,61,65,95,52,80,21,92,20,99,75,31,75,17,112,93,42,64,61,22,87,52,92,71,35,28,0
